Ensembl Gene ID	Ensembl Transcript ID	Microbat Ensembl Protein ID
ENSG00000180934	ENST00000316650	ENSMLUP00000010371
ENSG00000180475	ENST00000316770	
ENSG00000180914	ENST00000316793	ENSMLUP00000015025
ENSG00000180974	ENST00000316987	ENSMLUP00000021126
ENSG00000180988	ENST00000317037	ENSMLUP00000000100
ENSG00000181001	ENST00000317078	
ENSG00000181009	ENST00000317093	ENSMLUP00000021296
ENSG00000181023	ENST00000317121	
ENSG00000181074	ENST00000317254	
ENSG00000161649	ENST00000317310	ENSMLUP00000002949
ENSG00000177151	ENST00000317450	
ENSG00000168995	ENST00000317643	
ENSG00000175898	ENST00000317726	ENSMLUP00000016477
ENSG00000180245	ENST00000317735	ENSMLUP00000011077
ENSG00000178358	ENST00000317834	ENSMLUP00000022165
ENSG00000178358	ENST00000317834	ENSMLUP00000019205
ENSG00000177174	ENST00000317861	
ENSG00000177186	ENST00000317965	
ENSG00000177201	ENST00000317996	
ENSG00000177212	ENST00000318021	
ENSG00000176695	ENST00000318050	
ENSG00000177275	ENST00000318244	
ENSG00000178084	ENST00000318351	ENSMLUP00000009912
ENSG00000105976	ENST00000318493	ENSMLUP00000007213
ENSG00000180871	ENST00000318507	ENSMLUP00000004446
ENSG00000197309	ENST00000318666	
ENSG00000177535	ENST00000318749	ENSMLUP00000020893
ENSG00000179055	ENST00000318763	
ENSG00000181104	ENST00000319211	ENSMLUP00000021867
ENSG00000177663	ENST00000319363	ENSMLUP00000019340
ENSG00000178586	ENST00000319423	
ENSG00000179097	ENST00000319595	ENSMLUP00000009866
ENSG00000221840	ENST00000319760	ENSMLUP00000016683
ENSG00000176540	ENST00000319813	ENSMLUP00000019697
ENSG00000178623	ENST00000319838	ENSMLUP00000004175
ENSG00000176547	ENST00000319856	ENSMLUP00000016801
ENSG00000177462	ENST00000319968	
ENSG00000176555	ENST00000319988	ENSMLUP00000008917
ENSG00000177476	ENST00000320002	
ENSG00000176567	ENST00000320048	
ENSG00000177489	ENST00000320065	
ENSG00000181803	ENST00000320704	ENSMLUP00000000656
ENSG00000254737	ENST00000320891	
ENSG00000176269	ENST00000320901	ENSMLUP00000013176
ENSG00000178201	ENST00000321039	
ENSG00000221866	ENST00000321063	ENSMLUP00000005888
ENSG00000181499	ENST00000321252	
ENSG00000176742	ENST00000321255	ENSMLUP00000016009
ENSG00000181518	ENST00000321355	
ENSG00000176787	ENST00000321522	ENSMLUP00000020246
ENSG00000176787	ENST00000321522	ENSMLUP00000016755
ENSG00000176798	ENST00000321543	ENSMLUP00000008855
ENSG00000179615	ENST00000321688	
ENSG00000244165	ENST00000321826	ENSMLUP00000012912
ENSG00000176879	ENST00000321961	ENSMLUP00000015879
ENSG00000176893	ENST00000322013	ENSMLUP00000020040
ENSG00000176904	ENST00000322059	ENSMLUP00000020568
ENSG00000176922	ENST00000322101	ENSMLUP00000022263
ENSG00000176922	ENST00000322101	ENSMLUP00000022156
ENSG00000176231	ENST00000322107	
ENSG00000176925	ENST00000322110	
ENSG00000180929	ENST00000322241	
ENSG00000188269	ENST00000322301	
ENSG00000180016	ENST00000322608	ENSMLUP00000018199
ENSG00000180016	ENST00000322608	ENSMLUP00000021076
ENSG00000180016	ENST00000322608	ENSMLUP00000016498
ENSG00000180016	ENST00000322608	ENSMLUP00000017077
ENSG00000180016	ENST00000322608	ENSMLUP00000014837
ENSG00000180016	ENST00000322608	ENSMLUP00000006200
ENSG00000180016	ENST00000322608	ENSMLUP00000020744
ENSG00000181609	ENST00000322641	ENSMLUP00000016408
ENSG00000181616	ENST00000322653	ENSMLUP00000015916
ENSG00000181616	ENST00000322653	ENSMLUP00000016296
ENSG00000179695	ENST00000322678	ENSMLUP00000020776
ENSG00000179695	ENST00000322678	ENSMLUP00000021688
ENSG00000117335	ENST00000322875	ENSMLUP00000020982
ENSG00000177464	ENST00000323040	ENSMLUP00000001325
ENSG00000196610	ENST00000323109	
ENSG00000180090	ENST00000323404	ENSMLUP00000020699
ENSG00000178394	ENST00000323865	
ENSG00000181733	ENST00000324060	ENSMLUP00000013375
ENSG00000004399	ENST00000324093	ENSMLUP00000013468
ENSG00000178562	ENST00000324106	ENSMLUP00000003939
ENSG00000151617	ENST00000324300	ENSMLUP00000002616
ENSG00000104972	ENST00000324602	
ENSG00000144481	ENST00000324695	ENSMLUP00000015888
ENSG00000176136	ENST00000324750	ENSMLUP00000017620
ENSG00000162897	ENST00000324852	ENSMLUP00000016164
ENSG00000114812	ENST00000325123	ENSMLUP00000005166
ENSG00000181631	ENST00000325602	ENSMLUP00000010448
ENSG00000181963	ENST00000325719	
ENSG00000106128	ENST00000326139	ENSMLUP00000008946
ENSG00000186074	ENST00000326165	
ENSG00000177693	ENST00000326183	
ENSG00000179919	ENST00000326258	ENSMLUP00000003953
ENSG00000179934	ENST00000326306	ENSMLUP00000005165
ENSG00000240403	ENST00000326321	
ENSG00000180269	ENST00000326571	ENSMLUP00000013580
ENSG00000006327	ENST00000326577	ENSMLUP00000001286
ENSG00000080644	ENST00000326828	
ENSG00000181273	ENST00000326855	ENSMLUP00000018530
ENSG00000019169	ENST00000327097	ENSMLUP00000013606
ENSG00000181371	ENST00000327216	
ENSG00000166342	ENST00000327305	ENSMLUP00000009678
ENSG00000104938	ENST00000327325	
ENSG00000184954	ENST00000327335	ENSMLUP00000018161
ENSG00000184954	ENST00000327335	ENSMLUP00000017347
ENSG00000185385	ENST00000327462	
ENSG00000185436	ENST00000327535	ENSMLUP00000002888
ENSG00000185231	ENST00000327606	ENSMLUP00000015448
ENSG00000153294	ENST00000327753	ENSMLUP00000002609
ENSG00000153294	ENST00000327753	ENSMLUP00000020538
ENSG00000185897	ENST00000327809	ENSMLUP00000011291
ENSG00000221931	ENST00000327930	ENSMLUP00000000615
ENSG00000182771	ENST00000327946	ENSMLUP00000001296
ENSG00000197125	ENST00000328064	ENSMLUP00000020836
ENSG00000185926	ENST00000328188	
ENSG00000182613	ENST00000328275	
ENSG00000185821	ENST00000328314	
ENSG00000182334	ENST00000328375	ENSMLUP00000020530
ENSG00000183473	ENST00000328544	ENSMLUP00000020012
ENSG00000182783	ENST00000328570	
ENSG00000186891	ENST00000328596	
ENSG00000184698	ENST00000328611	
ENSG00000186407	ENST00000328630	ENSMLUP00000008305
ENSG00000183310	ENST00000328782	
ENSG00000183706	ENST00000328795	
ENSG00000184881	ENST00000328813	ENSMLUP00000003759
ENSG00000182782	ENST00000328880	ENSMLUP00000020610
ENSG00000184140	ENST00000328882	
ENSG00000183024	ENST00000328890	ENSMLUP00000020823
ENSG00000206306	ENST00000328980	
ENSG00000182687	ENST00000329003	ENSMLUP00000001135
ENSG00000235568	ENST00000329021	
ENSG00000185245	ENST00000329125	
ENSG00000183840	ENST00000329321	ENSMLUP00000004149
ENSG00000183840	ENST00000329321	ENSMLUP00000017020
ENSG00000205409	ENST00000329322	ENSMLUP00000013301
ENSG00000172742	ENST00000329328	
ENSG00000185372	ENST00000329365	
ENSG00000183303	ENST00000329434	ENSMLUP00000021054
ENSG00000183303	ENST00000329434	ENSMLUP00000000463
ENSG00000183303	ENST00000329434	ENSMLUP00000021393
ENSG00000185149	ENST00000329476	ENSMLUP00000009923
ENSG00000113763	ENST00000329542	ENSMLUP00000013522
ENSG00000184478	ENST00000329564	ENSMLUP00000005581
ENSG00000183695	ENST00000329773	
ENSG00000183484	ENST00000329797	
ENSG00000184574	ENST00000329858	ENSMLUP00000018156
ENSG00000184160	ENST00000330055	
ENSG00000182631	ENST00000330120	
ENSG00000182580	ENST00000330394	ENSMLUP00000013401
ENSG00000182634	ENST00000330487	
ENSG00000184022	ENST00000330500	
ENSG00000114013	ENST00000330540	ENSMLUP00000013974
ENSG00000183389	ENST00000330728	ENSMLUP00000016488
ENSG00000183389	ENST00000330728	ENSMLUP00000018663
ENSG00000167850	ENST00000330793	
ENSG00000183130	ENST00000330803	
ENSG00000183813	ENST00000330953	ENSMLUP00000021805
ENSG00000185291	ENST00000331035	
ENSG00000183729	ENST00000331251	
ENSG00000183748	ENST00000331429	ENSMLUP00000008346
ENSG00000184166	ENST00000331459	ENSMLUP00000022288
ENSG00000172116	ENST00000331469	ENSMLUP00000003241
ENSG00000178852	ENST00000331493	
ENSG00000182652	ENST00000331723	ENSMLUP00000017609
ENSG00000185920	ENST00000331920	ENSMLUP00000014809
ENSG00000184321	ENST00000332043	ENSMLUP00000018309
ENSG00000173482	ENST00000332175	ENSMLUP00000015061
ENSG00000196266	ENST00000332217	ENSMLUP00000008879
ENSG00000182854	ENST00000332238	ENSMLUP00000002723
ENSG00000183313	ENST00000332249	ENSMLUP00000010378
ENSG00000182170	ENST00000332314	
ENSG00000184451	ENST00000332438	ENSMLUP00000019200
ENSG00000183134	ENST00000332539	
ENSG00000115590	ENST00000332549	ENSMLUP00000007972
ENSG00000184194	ENST00000332582	ENSMLUP00000016961
ENSG00000184933	ENST00000332601	ENSMLUP00000021376
ENSG00000184933	ENST00000332601	ENSMLUP00000003346
ENSG00000232382	ENST00000332650	
ENSG00000182974	ENST00000332663	ENSMLUP00000021043
ENSG00000185097	ENST00000332831	ENSMLUP00000013176
ENSG00000221890	ENST00000333039	
ENSG00000173662	ENST00000333172	
ENSG00000007908	ENST00000333360	ENSMLUP00000007837
ENSG00000182885	ENST00000333493	ENSMLUP00000008429
ENSG00000184394	ENST00000333629	ENSMLUP00000018937
ENSG00000182256	ENST00000333743	ENSMLUP00000007877
ENSG00000186117	ENST00000333973	ENSMLUP00000009484
ENSG00000186117	ENST00000333973	ENSMLUP00000019213
ENSG00000186117	ENST00000333973	ENSMLUP00000005336
ENSG00000186117	ENST00000333973	ENSMLUP00000018143
ENSG00000186117	ENST00000333973	ENSMLUP00000021662
ENSG00000186119	ENST00000333976	ENSMLUP00000005331
ENSG00000136160	ENST00000334286	ENSMLUP00000005042
ENSG00000152990	ENST00000334304	ENSMLUP00000003154
ENSG00000186306	ENST00000334438	
ENSG00000186265	ENST00000334529	ENSMLUP00000001442
ENSG00000186919	ENST00000334586	ENSMLUP00000014536
ENSG00000110148	ENST00000334619	ENSMLUP00000011025
ENSG00000186440	ENST00000334632	
ENSG00000186881	ENST00000334726	
ENSG00000180264	ENST00000334810	
ENSG00000184155	ENST00000334857	
ENSG00000186723	ENST00000334920	ENSMLUP00000015973
ENSG00000186723	ENST00000334920	ENSMLUP00000017220
ENSG00000186723	ENST00000334920	ENSMLUP00000014731
ENSG00000186943	ENST00000335040	ENSMLUP00000016460
ENSG00000197403	ENST00000335094	
ENSG00000186092	ENST00000335137	
ENSG00000221954	ENST00000335238	ENSMLUP00000018709
ENSG00000197233	ENST00000335302	
ENSG00000186038	ENST00000335304	
ENSG00000107731	ENST00000335350	ENSMLUP00000011728
ENSG00000186509	ENST00000335397	ENSMLUP00000019150
ENSG00000186113	ENST00000335605	ENSMLUP00000005325
ENSG00000186297	ENST00000335625	ENSMLUP00000017128
ENSG00000257008	ENST00000335666	
ENSG00000125498	ENST00000336077	
ENSG00000148680	ENST00000336152	ENSMLUP00000015651
ENSG00000044524	ENST00000336596	ENSMLUP00000002129
ENSG00000125510	ENST00000336866	
ENSG00000135124	ENST00000337233	ENSMLUP00000015212
ENSG00000187800	ENST00000338302	ENSMLUP00000001485
ENSG00000164129	ENST00000338566	ENSMLUP00000010969
ENSG00000188124	ENST00000338569	ENSMLUP00000011618
ENSG00000188124	ENST00000338569	ENSMLUP00000020000
ENSG00000171054	ENST00000338616	ENSMLUP00000016532
ENSG00000187474	ENST00000339223	ENSMLUP00000022124
ENSG00000187474	ENST00000339223	ENSMLUP00000005141
ENSG00000188340	ENST00000339258	
ENSG00000169962	ENST00000339381	
ENSG00000179603	ENST00000339582	ENSMLUP00000010584
ENSG00000171049	ENST00000340023	ENSMLUP00000022124
ENSG00000171049	ENST00000340023	ENSMLUP00000005141
ENSG00000204475	ENST00000340027	ENSMLUP00000017340
ENSG00000068078	ENST00000340107	
ENSG00000101180	ENST00000340177	ENSMLUP00000000284
ENSG00000159618	ENST00000340339	ENSMLUP00000008353
ENSG00000187871	ENST00000340465	ENSMLUP00000018548
ENSG00000072071	ENST00000340736	ENSMLUP00000000472
ENSG00000239590	ENST00000340750	
ENSG00000159346	ENST00000340990	ENSMLUP00000014668
ENSG00000159346	ENST00000340990	ENSMLUP00000021588
ENSG00000187918	ENST00000341449	ENSMLUP00000005805
ENSG00000196131	ENST00000341702	
ENSG00000187957	ENST00000341772	ENSMLUP00000009706
ENSG00000122718	ENST00000341959	ENSMLUP00000017774
ENSG00000168575	ENST00000342228	ENSMLUP00000010184
ENSG00000188888	ENST00000342292	ENSMLUP00000002608
ENSG00000243772	ENST00000342376	
ENSG00000189181	ENST00000342623	
ENSG00000170412	ENST00000342648	ENSMLUP00000011288
ENSG00000178568	ENST00000342788	ENSMLUP00000014680
ENSG00000196240	ENST00000342927	
ENSG00000092421	ENST00000343348	ENSMLUP00000008480
ENSG00000187857	ENST00000343399	ENSMLUP00000006674
ENSG00000188558	ENST00000343414	
ENSG00000188069	ENST00000343430	ENSMLUP00000005950
ENSG00000188069	ENST00000343430	ENSMLUP00000021904
ENSG00000160791	ENST00000343801	
ENSG00000197706	ENST00000343870	ENSMLUP00000017467
ENSG00000187848	ENST00000343948	ENSMLUP00000015032
ENSG00000188000	ENST00000344248	ENSMLUP00000021314
ENSG00000187612	ENST00000344514	ENSMLUP00000018713
ENSG00000188763	ENST00000344575	ENSMLUP00000022746
ENSG00000187701	ENST00000344889	
ENSG00000187747	ENST00000345043	ENSMLUP00000011767
ENSG00000188778	ENST00000345060	ENSMLUP00000006858
ENSG00000156642	ENST00000345330	ENSMLUP00000003762
ENSG00000060656	ENST00000345512	ENSMLUP00000013466
ENSG00000189013	ENST00000345540	
ENSG00000104921	ENST00000346664	
ENSG00000162594	ENST00000347310	ENSMLUP00000015769
ENSG00000110448	ENST00000347785	ENSMLUP00000015803
ENSG00000116678	ENST00000349533	ENSMLUP00000018023
ENSG00000179468	ENST00000350513	ENSMLUP00000016410
ENSG00000114739	ENST00000352511	ENSMLUP00000021838
ENSG00000231192	ENST00000354565	ENSMLUP00000022142
ENSG00000196661	ENST00000354597	
ENSG00000168079	ENST00000354914	ENSMLUP00000002092
ENSG00000196098	ENST00000354924	ENSMLUP00000018957
ENSG00000196189	ENST00000355014	ENSMLUP00000000582
ENSG00000161944	ENST00000355035	ENSMLUP00000002963
ENSG00000161944	ENST00000355035	ENSMLUP00000019760
ENSG00000197405	ENST00000355085	
ENSG00000197938	ENST00000355273	ENSMLUP00000022142
ENSG00000197454	ENST00000355281	
ENSG00000166736	ENST00000355556	ENSMLUP00000007843
ENSG00000166736	ENST00000355556	ENSMLUP00000002398
ENSG00000136869	ENST00000355622	ENSMLUP00000006762
ENSG00000157873	ENST00000355716	ENSMLUP00000002189
ENSG00000157873	ENST00000355716	ENSMLUP00000021110
ENSG00000157873	ENST00000355716	ENSMLUP00000005954
ENSG00000198104	ENST00000355728	
ENSG00000197591	ENST00000355784	
ENSG00000173890	ENST00000355897	ENSMLUP00000020360
ENSG00000165246	ENST00000355905	
ENSG00000198053	ENST00000356025	ENSMLUP00000012821
ENSG00000198053	ENST00000356025	ENSMLUP00000022769
ENSG00000198053	ENST00000356025	ENSMLUP00000018940
ENSG00000198053	ENST00000356025	ENSMLUP00000017326
ENSG00000176937	ENST00000356069	ENSMLUP00000019623
ENSG00000198657	ENST00000356130	ENSMLUP00000000255
ENSG00000233412	ENST00000356526	ENSMLUP00000022142
ENSG00000050628	ENST00000356595	ENSMLUP00000001603
ENSG00000173535	ENST00000356864	ENSMLUP00000007747
ENSG00000197081	ENST00000356956	ENSMLUP00000009095
ENSG00000139187	ENST00000356986	
ENSG00000196917	ENST00000356987	ENSMLUP00000001895
ENSG00000196936	ENST00000357191	
ENSG00000196832	ENST00000357366	ENSMLUP00000003852
ENSG00000105426	ENST00000357368	ENSMLUP00000004670
ENSG00000197786	ENST00000357377	
ENSG00000121797	ENST00000357392	
ENSG00000197263	ENST00000357438	
ENSG00000180616	ENST00000357585	ENSMLUP00000022059
ENSG00000197428	ENST00000357605	ENSMLUP00000018692
ENSG00000196772	ENST00000357627	
ENSG00000196277	ENST00000357716	ENSMLUP00000015894
ENSG00000196277	ENST00000357716	ENSMLUP00000020591
ENSG00000196277	ENST00000357716	ENSMLUP00000017133
ENSG00000196341	ENST00000357821	
ENSG00000135622	ENST00000357877	ENSMLUP00000018436
ENSG00000135622	ENST00000357877	ENSMLUP00000021919
ENSG00000135622	ENST00000357877	ENSMLUP00000018029
ENSG00000135622	ENST00000357877	ENSMLUP00000022168
ENSG00000135622	ENST00000357877	ENSMLUP00000002967
ENSG00000135622	ENST00000357877	ENSMLUP00000021997
ENSG00000213694	ENST00000358157	ENSMLUP00000006014
ENSG00000196411	ENST00000358173	ENSMLUP00000009252
ENSG00000168329	ENST00000358309	ENSMLUP00000005162
ENSG00000142627	ENST00000358432	ENSMLUP00000013625
ENSG00000188324	ENST00000358433	
ENSG00000196578	ENST00000358642	ENSMLUP00000018615
ENSG00000072694	ENST00000358671	ENSMLUP00000020093
ENSG00000072694	ENST00000358671	ENSMLUP00000019982
ENSG00000196338	ENST00000358741	ENSMLUP00000006395
ENSG00000126895	ENST00000358927	ENSMLUP00000012968
ENSG00000163513	ENST00000359013	ENSMLUP00000015965
ENSG00000134545	ENST00000359151	ENSMLUP00000020925
ENSG00000134545	ENST00000359151	ENSMLUP00000011447
ENSG00000134545	ENST00000359151	ENSMLUP00000019903
ENSG00000134545	ENST00000359151	ENSMLUP00000020526
ENSG00000134545	ENST00000359151	ENSMLUP00000018706
ENSG00000177575	ENST00000359156	ENSMLUP00000012252
ENSG00000176895	ENST00000359350	ENSMLUP00000015880
ENSG00000148604	ENST00000359452	ENSMLUP00000015474
ENSG00000004948	ENST00000359558	ENSMLUP00000006159
ENSG00000196539	ENST00000359594	
ENSG00000196218	ENST00000359596	ENSMLUP00000009236
ENSG00000196171	ENST00000359610	
ENSG00000198601	ENST00000359682	
ENSG00000197437	ENST00000359688	
ENSG00000187258	ENST00000359791	ENSMLUP00000012652
ENSG00000117114	ENST00000359929	ENSMLUP00000013018
ENSG00000142949	ENST00000359947	ENSMLUP00000014624
ENSG00000198128	ENST00000359959	
ENSG00000196126	ENST00000360004	
ENSG00000072274	ENST00000360110	ENSMLUP00000000226
ENSG00000167851	ENST00000360141	
ENSG00000197790	ENST00000360213	ENSMLUP00000009759
ENSG00000198283	ENST00000360374	ENSMLUP00000021914
ENSG00000118257	ENST00000360409	ENSMLUP00000012617
ENSG00000197635	ENST00000360534	ENSMLUP00000005886
ENSG00000239732	ENST00000360658	ENSMLUP00000013758
ENSG00000164270	ENST00000360693	ENSMLUP00000003075
ENSG00000170683	ENST00000360759	
ENSG00000170180	ENST00000360771	
ENSG00000119121	ENST00000360774	ENSMLUP00000005903
ENSG00000140538	ENST00000360948	ENSMLUP00000008131
ENSG00000197594	ENST00000360971	ENSMLUP00000015356
ENSG00000198967	ENST00000361284	ENSMLUP00000021970
ENSG00000196776	ENST00000361309	ENSMLUP00000009971
ENSG00000158458	ENST00000361474	
ENSG00000132704	ENST00000361516	
ENSG00000198822	ENST00000361669	ENSMLUP00000015245
ENSG00000152822	ENST00000361719	ENSMLUP00000004113
ENSG00000198877	ENST00000361760	ENSMLUP00000021151
ENSG00000198851	ENST00000361763	ENSMLUP00000008494
ENSG00000105699	ENST00000361790	ENSMLUP00000017863
ENSG00000198785	ENST00000361820	ENSMLUP00000005520
ENSG00000143297	ENST00000361835	
ENSG00000198829	ENST00000362032	ENSMLUP00000013583
ENSG00000198829	ENST00000362032	ENSMLUP00000019830
ENSG00000149295	ENST00000362072	ENSMLUP00000010834
ENSG00000198821	ENST00000362089	ENSMLUP00000020035
ENSG00000203618	ENST00000366425	ENSMLUP00000021737
ENSG00000203661	ENST00000366473	
ENSG00000175143	ENST00000366474	
ENSG00000196944	ENST00000366475	
ENSG00000162727	ENST00000366476	
ENSG00000196071	ENST00000366478	
ENSG00000203663	ENST00000366479	
ENSG00000187080	ENST00000366480	
ENSG00000241128	ENST00000366485	
ENSG00000196242	ENST00000366487	
ENSG00000054277	ENST00000366554	
ENSG00000116996	ENST00000366570	ENSMLUP00000008441
ENSG00000077585	ENST00000366592	ENSMLUP00000005942
ENSG00000120436	ENST00000366834	ENSMLUP00000010505
ENSG00000162769	ENST00000366971	ENSMLUP00000008872
ENSG00000076356	ENST00000367033	ENSMLUP00000006209
ENSG00000203710	ENST00000367049	ENSMLUP00000003702
ENSG00000203710	ENST00000367049	ENSMLUP00000021895
ENSG00000117322	ENST00000367057	ENSMLUP00000017110
ENSG00000198049	ENST00000367126	ENSMLUP00000009404
ENSG00000133067	ENST00000367278	
ENSG00000170075	ENST00000367282	
ENSG00000111981	ENST00000367345	
ENSG00000131015	ENST00000367351	
ENSG00000153029	ENST00000367580	ENSMLUP00000014092
ENSG00000143324	ENST00000367590	ENSMLUP00000014071
ENSG00000112414	ENST00000367609	ENSMLUP00000003675
ENSG00000203737	ENST00000367685	ENSMLUP00000002569
ENSG00000027697	ENST00000367739	ENSMLUP00000007849
ENSG00000143147	ENST00000367838	ENSMLUP00000010843
ENSG00000143167	ENST00000367868	ENSMLUP00000015722
ENSG00000162733	ENST00000367922	ENSMLUP00000004860
ENSG00000162747	ENST00000367964	ENSMLUP00000000570
ENSG00000203747	ENST00000367969	ENSMLUP00000000570
ENSG00000143217	ENST00000368012	
ENSG00000158769	ENST00000368026	ENSMLUP00000008347
ENSG00000122223	ENST00000368033	ENSMLUP00000020176
ENSG00000122223	ENST00000368033	ENSMLUP00000001698
ENSG00000026751	ENST00000368043	ENSMLUP00000005451
ENSG00000162739	ENST00000368057	ENSMLUP00000002565
ENSG00000179639	ENST00000368115	ENSMLUP00000008861
ENSG00000213088	ENST00000368121	ENSMLUP00000016500
ENSG00000180433	ENST00000368144	ENSMLUP00000002316
ENSG00000203757	ENST00000368145	
ENSG00000186400	ENST00000368150	
ENSG00000198965	ENST00000368152	
ENSG00000158473	ENST00000368171	ENSMLUP00000011966
ENSG00000158473	ENST00000368171	ENSMLUP00000021635
ENSG00000158473	ENST00000368171	ENSMLUP00000009284
ENSG00000158473	ENST00000368171	ENSMLUP00000021824
ENSG00000158473	ENST00000368171	ENSMLUP00000006202
ENSG00000163534	ENST00000368176	ENSMLUP00000005545
ENSG00000160856	ENST00000368184	
ENSG00000027644	ENST00000368195	ENSMLUP00000009532
ENSG00000152894	ENST00000368213	ENSMLUP00000000244
ENSG00000173080	ENST00000368318	ENSMLUP00000020658
ENSG00000160716	ENST00000368476	ENSMLUP00000006875
ENSG00000160712	ENST00000368485	ENSMLUP00000004955
ENSG00000160712	ENST00000368485	ENSMLUP00000016747
ENSG00000047936	ENST00000368508	ENSMLUP00000006999
ENSG00000159164	ENST00000369146	ENSMLUP00000009810
ENSG00000150337	ENST00000369168	ENSMLUP00000010536
ENSG00000043591	ENST00000369295	
ENSG00000135333	ENST00000369303	ENSMLUP00000004906
ENSG00000143127	ENST00000369304	ENSMLUP00000015463
ENSG00000198019	ENST00000369384	ENSMLUP00000010536
ENSG00000116824	ENST00000369478	ENSMLUP00000002902
ENSG00000118432	ENST00000369501	ENSMLUP00000013631
ENSG00000121933	ENST00000369716	ENSMLUP00000011318
ENSG00000125522	ENST00000369768	
ENSG00000166160	ENST00000369929	ENSMLUP00000013008
ENSG00000147380	ENST00000369935	ENSMLUP00000013008
ENSG00000135312	ENST00000369947	ENSMLUP00000005271
ENSG00000102076	ENST00000369951	ENSMLUP00000013008
ENSG00000101204	ENST00000370263	
ENSG00000147402	ENST00000370306	ENSMLUP00000015207
ENSG00000011677	ENST00000370314	ENSMLUP00000011370
ENSG00000102287	ENST00000370328	ENSMLUP00000020764
ENSG00000101188	ENST00000370501	
ENSG00000135298	ENST00000370598	ENSMLUP00000001729
ENSG00000102239	ENST00000370648	ENSMLUP00000009524
ENSG00000162618	ENST00000370742	ENSMLUP00000003780
ENSG00000122420	ENST00000370758	ENSMLUP00000007872
ENSG00000137252	ENST00000370862	ENSMLUP00000011031
ENSG00000185483	ENST00000371079	ENSMLUP00000009626
ENSG00000170927	ENST00000371117	ENSMLUP00000013305
ENSG00000162604	ENST00000371180	ENSMLUP00000016531
ENSG00000184292	ENST00000371225	ENSMLUP00000020303
ENSG00000153292	ENST00000371253	ENSMLUP00000004986
ENSG00000186188	ENST00000371483	ENSMLUP00000003513
ENSG00000176884	ENST00000371553	
ENSG00000131724	ENST00000371666	ENSMLUP00000015553
ENSG00000180772	ENST00000371906	ENSMLUP00000003897
ENSG00000122375	ENST00000372071	ENSMLUP00000004532
ENSG00000148600	ENST00000372117	ENSMLUP00000014505
ENSG00000117425	ENST00000372192	ENSMLUP00000001815
ENSG00000101017	ENST00000372285	ENSMLUP00000005488
ENSG00000117400	ENST00000372470	ENSMLUP00000011470
ENSG00000066056	ENST00000372476	ENSMLUP00000011457
ENSG00000188828	ENST00000372617	ENSMLUP00000007188
ENSG00000124145	ENST00000372733	ENSMLUP00000017511
ENSG00000183317	ENST00000373048	ENSMLUP00000011151
ENSG00000096264	ENST00000373089	
ENSG00000163873	ENST00000373091	ENSMLUP00000003093
ENSG00000119535	ENST00000373103	ENSMLUP00000005924
ENSG00000095970	ENST00000373113	ENSMLUP00000010343
ENSG00000161911	ENST00000373127	ENSMLUP00000010338
ENSG00000196090	ENST00000373187	ENSMLUP00000016114
ENSG00000106991	ENST00000373203	ENSMLUP00000012291
ENSG00000112164	ENST00000373256	ENSMLUP00000007316
ENSG00000173198	ENST00000373304	
ENSG00000075073	ENST00000373306	ENSMLUP00000011566
ENSG00000188394	ENST00000373642	ENSMLUP00000003530
ENSG00000121753	ENST00000373658	ENSMLUP00000008552
ENSG00000148215	ENST00000373680	ENSMLUP00000017406
ENSG00000171501	ENST00000373688	ENSMLUP00000021041
ENSG00000186810	ENST00000373691	ENSMLUP00000007541
ENSG00000181773	ENST00000374024	
ENSG00000124493	ENST00000374181	ENSMLUP00000010114
ENSG00000147168	ENST00000374202	ENSMLUP00000006316
ENSG00000182749	ENST00000374296	ENSMLUP00000017998
ENSG00000204174	ENST00000374312	ENSMLUP00000002682
ENSG00000096433	ENST00000374316	ENSMLUP00000010891
ENSG00000198121	ENST00000374431	ENSMLUP00000003580
ENSG00000030304	ENST00000374448	ENSMLUP00000003579
ENSG00000188822	ENST00000374472	ENSMLUP00000017112
ENSG00000101000	ENST00000374477	ENSMLUP00000004063
ENSG00000186912	ENST00000374519	ENSMLUP00000018666
ENSG00000204217	ENST00000374580	ENSMLUP00000013454
ENSG00000133216	ENST00000374632	ENSMLUP00000017860
ENSG00000133216	ENST00000374632	ENSMLUP00000002891
ENSG00000177283	ENST00000374694	
ENSG00000131080	ENST00000374719	ENSMLUP00000014417
ENSG00000165029	ENST00000374736	ENSMLUP00000009327
ENSG00000255800	ENST00000374779	ENSMLUP00000017651
ENSG00000204246	ENST00000374781	ENSMLUP00000022211
ENSG00000168384	ENST00000374808	
ENSG00000237541	ENST00000374940	
ENSG00000106799	ENST00000374994	ENSMLUP00000013662
ENSG00000204293	ENST00000375013	
ENSG00000236981	ENST00000375024	
ENSG00000204305	ENST00000375076	ENSMLUP00000000487
ENSG00000204345	ENST00000375352	ENSMLUP00000004128
ENSG00000179002	ENST00000375371	ENSMLUP00000005591
ENSG00000169071	ENST00000375708	ENSMLUP00000009563
ENSG00000204420	ENST00000375806	ENSMLUP00000008639
ENSG00000148053	ENST00000376214	ENSMLUP00000015283
ENSG00000028137	ENST00000376259	ENSMLUP00000016071
ENSG00000080031	ENST00000376350	
ENSG00000151025	ENST00000376351	ENSMLUP00000003999
ENSG00000169508	ENST00000376414	ENSMLUP00000001139
