Ensembl Gene ID	Ensembl Transcript ID	Platypus Ensembl Protein ID
ENSG00000172640	ENST00000310248	
ENSG00000173612	ENST00000310357	
ENSG00000088053	ENST00000310373	
ENSG00000121716	ENST00000310771	
ENSG00000173250	ENST00000311104	ENSOANP00000010918
ENSG00000228567	ENST00000311170	
ENSG00000066294	ENST00000311224	ENSOANP00000026363
ENSG00000066294	ENST00000311224	ENSOANP00000014995
ENSG00000250510	ENST00000311268	
ENSG00000175485	ENST00000311352	
ENSG00000173567	ENST00000311519	ENSOANP00000024951
ENSG00000166206	ENST00000311550	ENSOANP00000015119
ENSG00000186513	ENST00000311591	
ENSG00000174837	ENST00000312053	ENSOANP00000013285
ENSG00000174600	ENST00000312143	ENSOANP00000009174
ENSG00000174914	ENST00000312153	
ENSG00000174937	ENST00000312240	ENSOANP00000004346
ENSG00000174942	ENST00000312253	
ENSG00000110195	ENST00000312293	
ENSG00000174957	ENST00000312298	ENSOANP00000012107
ENSG00000174957	ENST00000312298	ENSOANP00000015348
ENSG00000174970	ENST00000312345	
ENSG00000174982	ENST00000312422	ENSOANP00000012623
ENSG00000175514	ENST00000312457	
ENSG00000226288	ENST00000312614	
ENSG00000173762	ENST00000312648	
ENSG00000181689	ENST00000312711	
ENSG00000181693	ENST00000313022	
ENSG00000181698	ENST00000313033	ENSOANP00000019937
ENSG00000181408	ENST00000313135	ENSOANP00000022348
ENSG00000176200	ENST00000313253	ENSOANP00000020265
ENSG00000176200	ENST00000313253	ENSOANP00000025795
ENSG00000176200	ENST00000313253	ENSOANP00000020266
ENSG00000181718	ENST00000313264	ENSOANP00000019937
ENSG00000013725	ENST00000313421	ENSOANP00000021870
ENSG00000181752	ENST00000313447	
ENSG00000181761	ENST00000313472	
ENSG00000181767	ENST00000313503	
ENSG00000181785	ENST00000313555	
ENSG00000177675	ENST00000313599	
ENSG00000176495	ENST00000313940	
ENSG00000179546	ENST00000314113	ENSOANP00000014261
ENSG00000179817	ENST00000314254	ENSOANP00000009314
ENSG00000179817	ENST00000314254	ENSOANP00000023893
ENSG00000179817	ENST00000314254	ENSOANP00000019328
ENSG00000181903	ENST00000314259	ENSOANP00000012615
ENSG00000178789	ENST00000314401	ENSOANP00000005219
ENSG00000181927	ENST00000314612	ENSOANP00000012628
ENSG00000181927	ENST00000314612	ENSOANP00000012629
ENSG00000181935	ENST00000314634	ENSOANP00000012619
ENSG00000181935	ENST00000314634	ENSOANP00000012618
ENSG00000181935	ENST00000314634	ENSOANP00000012622
ENSG00000181939	ENST00000314644	ENSOANP00000012617
ENSG00000181958	ENST00000314706	ENSOANP00000012608
ENSG00000181961	ENST00000314721	ENSOANP00000012608
ENSG00000180708	ENST00000314902	ENSOANP00000026634
ENSG00000180708	ENST00000314902	ENSOANP00000025700
ENSG00000181656	ENST00000315033	
ENSG00000180340	ENST00000315323	ENSOANP00000007899
ENSG00000150048	ENST00000315330	
ENSG00000176198	ENST00000315409	
ENSG00000180658	ENST00000315453	ENSOANP00000027676
ENSG00000176219	ENST00000315519	
ENSG00000176230	ENST00000315543	ENSOANP00000017430
ENSG00000127507	ENST00000315576	ENSOANP00000014810
ENSG00000176246	ENST00000315683	
ENSG00000176253	ENST00000315693	
ENSG00000137809	ENST00000315757	ENSOANP00000021361
ENSG00000176281	ENST00000315915	
ENSG00000176294	ENST00000315947	ENSOANP00000025460
ENSG00000176299	ENST00000315957	
ENSG00000244623	ENST00000316368	ENSOANP00000013170
ENSG00000180919	ENST00000316529	ENSOANP00000006257
ENSG00000180919	ENST00000316529	ENSOANP00000022751
ENSG00000180919	ENST00000316529	ENSOANP00000004161
ENSG00000180919	ENST00000316529	ENSOANP00000021926
ENSG00000180919	ENST00000316529	ENSOANP00000003366
ENSG00000180919	ENST00000316529	ENSOANP00000004393
ENSG00000180934	ENST00000316650	ENSOANP00000000984
ENSG00000180934	ENST00000316650	ENSOANP00000012542
ENSG00000180475	ENST00000316770	
ENSG00000180914	ENST00000316793	ENSOANP00000012294
ENSG00000180974	ENST00000316987	ENSOANP00000022122
ENSG00000180974	ENST00000316987	ENSOANP00000018003
ENSG00000180988	ENST00000317037	ENSOANP00000028810
ENSG00000180988	ENST00000317037	ENSOANP00000028493
ENSG00000180988	ENST00000317037	ENSOANP00000019793
ENSG00000181001	ENST00000317078	ENSOANP00000028810
ENSG00000181001	ENST00000317078	ENSOANP00000028493
ENSG00000181001	ENST00000317078	ENSOANP00000019793
ENSG00000181009	ENST00000317093	ENSOANP00000028810
ENSG00000181009	ENST00000317093	ENSOANP00000028493
ENSG00000181009	ENST00000317093	ENSOANP00000019793
ENSG00000181023	ENST00000317121	ENSOANP00000006257
ENSG00000181023	ENST00000317121	ENSOANP00000022751
ENSG00000181023	ENST00000317121	ENSOANP00000004161
ENSG00000181023	ENST00000317121	ENSOANP00000021926
ENSG00000181023	ENST00000317121	ENSOANP00000003366
ENSG00000181023	ENST00000317121	ENSOANP00000004393
ENSG00000181074	ENST00000317254	ENSOANP00000028810
ENSG00000181074	ENST00000317254	ENSOANP00000028493
ENSG00000181074	ENST00000317254	ENSOANP00000019793
ENSG00000161649	ENST00000317310	
ENSG00000177151	ENST00000317450	
ENSG00000168995	ENST00000317643	
ENSG00000175898	ENST00000317726	ENSOANP00000019497
ENSG00000180245	ENST00000317735	ENSOANP00000005817
ENSG00000178358	ENST00000317834	
ENSG00000177174	ENST00000317861	
ENSG00000177186	ENST00000317965	
ENSG00000177201	ENST00000317996	
ENSG00000177212	ENST00000318021	
ENSG00000176695	ENST00000318050	ENSOANP00000017430
ENSG00000177275	ENST00000318244	
ENSG00000178084	ENST00000318351	
ENSG00000105976	ENST00000318493	ENSOANP00000023659
ENSG00000180871	ENST00000318507	ENSOANP00000022900
ENSG00000180871	ENST00000318507	ENSOANP00000022794
ENSG00000197309	ENST00000318666	
ENSG00000177535	ENST00000318749	ENSOANP00000020898
ENSG00000179055	ENST00000318763	ENSOANP00000004503
ENSG00000181104	ENST00000319211	
ENSG00000177663	ENST00000319363	ENSOANP00000025881
ENSG00000178586	ENST00000319423	
ENSG00000179097	ENST00000319595	ENSOANP00000000782
ENSG00000221840	ENST00000319760	ENSOANP00000012608
ENSG00000176540	ENST00000319813	
ENSG00000178623	ENST00000319838	ENSOANP00000004690
ENSG00000176547	ENST00000319856	
ENSG00000177462	ENST00000319968	
ENSG00000176555	ENST00000319988	
ENSG00000177476	ENST00000320002	ENSOANP00000021799
ENSG00000176567	ENST00000320048	
ENSG00000177489	ENST00000320065	
ENSG00000181803	ENST00000320704	
ENSG00000254737	ENST00000320891	ENSOANP00000017051
ENSG00000176269	ENST00000320901	ENSOANP00000017430
ENSG00000178201	ENST00000321039	
ENSG00000221866	ENST00000321063	ENSOANP00000018185
ENSG00000221866	ENST00000321063	ENSOANP00000018186
ENSG00000221866	ENST00000321063	ENSOANP00000018183
ENSG00000221866	ENST00000321063	ENSOANP00000018184
ENSG00000181499	ENST00000321252	
ENSG00000176742	ENST00000321255	ENSOANP00000018723
ENSG00000181518	ENST00000321355	ENSOANP00000023914
ENSG00000176787	ENST00000321522	ENSOANP00000022122
ENSG00000176787	ENST00000321522	ENSOANP00000018003
ENSG00000176798	ENST00000321543	
ENSG00000179615	ENST00000321688	
ENSG00000244165	ENST00000321826	
ENSG00000176879	ENST00000321961	
ENSG00000176893	ENST00000322013	
ENSG00000176904	ENST00000322059	
ENSG00000176922	ENST00000322101	
ENSG00000176231	ENST00000322107	ENSOANP00000008140
ENSG00000176925	ENST00000322110	
ENSG00000180929	ENST00000322241	
ENSG00000188269	ENST00000322301	
ENSG00000180016	ENST00000322608	
ENSG00000181609	ENST00000322641	ENSOANP00000017491
ENSG00000181616	ENST00000322653	
ENSG00000179695	ENST00000322678	
ENSG00000117335	ENST00000322875	ENSOANP00000005576
ENSG00000177464	ENST00000323040	
ENSG00000196610	ENST00000323109	
ENSG00000180090	ENST00000323404	ENSOANP00000000595
ENSG00000180090	ENST00000323404	ENSOANP00000028797
ENSG00000178394	ENST00000323865	ENSOANP00000001713
ENSG00000181733	ENST00000324060	ENSOANP00000012501
ENSG00000004399	ENST00000324093	ENSOANP00000005988
ENSG00000178562	ENST00000324106	ENSOANP00000008272
ENSG00000151617	ENST00000324300	ENSOANP00000008365
ENSG00000104972	ENST00000324602	
ENSG00000144481	ENST00000324695	ENSOANP00000020169
ENSG00000176136	ENST00000324750	ENSOANP00000003774
ENSG00000162897	ENST00000324852	ENSOANP00000008338
ENSG00000114812	ENST00000325123	
ENSG00000181631	ENST00000325602	ENSOANP00000021179
ENSG00000181963	ENST00000325719	
ENSG00000106128	ENST00000326139	
ENSG00000186074	ENST00000326165	ENSOANP00000005219
ENSG00000177693	ENST00000326183	ENSOANP00000017430
ENSG00000179919	ENST00000326258	
ENSG00000179934	ENST00000326306	
ENSG00000240403	ENST00000326321	
ENSG00000180269	ENST00000326571	ENSOANP00000022548
ENSG00000006327	ENST00000326577	ENSOANP00000003897
ENSG00000080644	ENST00000326828	ENSOANP00000020887
ENSG00000181273	ENST00000326855	ENSOANP00000027198
ENSG00000181273	ENST00000326855	ENSOANP00000026661
ENSG00000019169	ENST00000327097	
ENSG00000181371	ENST00000327216	ENSOANP00000004346
ENSG00000166342	ENST00000327305	ENSOANP00000009284
ENSG00000104938	ENST00000327325	ENSOANP00000008253
ENSG00000184954	ENST00000327335	ENSOANP00000018826
ENSG00000184954	ENST00000327335	ENSOANP00000026165
ENSG00000184954	ENST00000327335	ENSOANP00000013224
ENSG00000184954	ENST00000327335	ENSOANP00000017671
ENSG00000184954	ENST00000327335	ENSOANP00000018035
ENSG00000184954	ENST00000327335	ENSOANP00000000953
ENSG00000184954	ENST00000327335	ENSOANP00000019016
ENSG00000184954	ENST00000327335	ENSOANP00000025086
ENSG00000184954	ENST00000327335	ENSOANP00000005797
ENSG00000185385	ENST00000327462	
ENSG00000185436	ENST00000327535	ENSOANP00000003501
ENSG00000185231	ENST00000327606	ENSOANP00000019771
ENSG00000153294	ENST00000327753	ENSOANP00000013162
ENSG00000185897	ENST00000327809	ENSOANP00000022841
ENSG00000221931	ENST00000327930	
ENSG00000182771	ENST00000327946	ENSOANP00000023293
ENSG00000197125	ENST00000328064	
ENSG00000185926	ENST00000328188	
ENSG00000182613	ENST00000328275	
ENSG00000185821	ENST00000328314	ENSOANP00000018826
ENSG00000185821	ENST00000328314	ENSOANP00000026165
ENSG00000185821	ENST00000328314	ENSOANP00000013224
ENSG00000185821	ENST00000328314	ENSOANP00000017671
ENSG00000185821	ENST00000328314	ENSOANP00000018035
ENSG00000185821	ENST00000328314	ENSOANP00000000953
ENSG00000185821	ENST00000328314	ENSOANP00000019016
ENSG00000185821	ENST00000328314	ENSOANP00000025086
ENSG00000185821	ENST00000328314	ENSOANP00000005797
ENSG00000182334	ENST00000328375	ENSOANP00000027074
ENSG00000182334	ENST00000328375	ENSOANP00000012654
ENSG00000182334	ENST00000328375	ENSOANP00000012655
ENSG00000183473	ENST00000328544	ENSOANP00000021478
ENSG00000182783	ENST00000328570	
ENSG00000186891	ENST00000328596	ENSOANP00000028243
ENSG00000184698	ENST00000328611	
ENSG00000186407	ENST00000328630	ENSOANP00000005216
ENSG00000186407	ENST00000328630	ENSOANP00000005215
ENSG00000186407	ENST00000328630	ENSOANP00000005214
ENSG00000183310	ENST00000328782	
ENSG00000183706	ENST00000328795	ENSOANP00000025460
ENSG00000184881	ENST00000328813	
ENSG00000182782	ENST00000328880	ENSOANP00000009898
ENSG00000184140	ENST00000328882	ENSOANP00000017430
ENSG00000183024	ENST00000328890	
ENSG00000206306	ENST00000328980	
ENSG00000182687	ENST00000329003	ENSOANP00000022673
ENSG00000235568	ENST00000329021	
ENSG00000185245	ENST00000329125	ENSOANP00000009847
ENSG00000183840	ENST00000329321	
ENSG00000205409	ENST00000329322	ENSOANP00000022122
ENSG00000205409	ENST00000329322	ENSOANP00000018003
ENSG00000172742	ENST00000329328	ENSOANP00000020265
ENSG00000172742	ENST00000329328	ENSOANP00000025795
ENSG00000172742	ENST00000329328	ENSOANP00000020266
ENSG00000185372	ENST00000329365	
ENSG00000183303	ENST00000329434	ENSOANP00000012651
ENSG00000183303	ENST00000329434	ENSOANP00000027075
ENSG00000183303	ENST00000329434	ENSOANP00000012660
ENSG00000183303	ENST00000329434	ENSOANP00000012662
ENSG00000183303	ENST00000329434	ENSOANP00000012661
ENSG00000183303	ENST00000329434	ENSOANP00000012656
ENSG00000183303	ENST00000329434	ENSOANP00000027069
ENSG00000183303	ENST00000329434	ENSOANP00000012659
ENSG00000183303	ENST00000329434	ENSOANP00000027072
ENSG00000183303	ENST00000329434	ENSOANP00000027073
ENSG00000183303	ENST00000329434	ENSOANP00000012658
ENSG00000183303	ENST00000329434	ENSOANP00000027071
ENSG00000183303	ENST00000329434	ENSOANP00000027070
ENSG00000185149	ENST00000329476	ENSOANP00000024702
ENSG00000113763	ENST00000329542	ENSOANP00000026078
ENSG00000184478	ENST00000329564	ENSOANP00000000984
ENSG00000184478	ENST00000329564	ENSOANP00000012542
ENSG00000183695	ENST00000329773	ENSOANP00000009314
ENSG00000183695	ENST00000329773	ENSOANP00000023893
ENSG00000183695	ENST00000329773	ENSOANP00000019328
ENSG00000183484	ENST00000329797	ENSOANP00000011177
ENSG00000184574	ENST00000329858	
ENSG00000184160	ENST00000330055	
ENSG00000182631	ENST00000330120	ENSOANP00000003124
ENSG00000182580	ENST00000330394	ENSOANP00000005865
ENSG00000182634	ENST00000330487	ENSOANP00000017051
ENSG00000184022	ENST00000330500	
ENSG00000114013	ENST00000330540	ENSOANP00000015582
ENSG00000183389	ENST00000330728	ENSOANP00000000984
ENSG00000183389	ENST00000330728	ENSOANP00000012542
ENSG00000167850	ENST00000330793	ENSOANP00000005216
ENSG00000167850	ENST00000330793	ENSOANP00000005215
ENSG00000167850	ENST00000330793	ENSOANP00000005214
ENSG00000183130	ENST00000330803	
ENSG00000183813	ENST00000330953	ENSOANP00000019253
ENSG00000185291	ENST00000331035	ENSOANP00000017509
ENSG00000183729	ENST00000331251	
ENSG00000183748	ENST00000331429	ENSOANP00000009086
ENSG00000184166	ENST00000331459	
ENSG00000172116	ENST00000331469	ENSOANP00000016427
ENSG00000172116	ENST00000331469	ENSOANP00000016429
ENSG00000178852	ENST00000331493	ENSOANP00000027172
ENSG00000182652	ENST00000331723	
ENSG00000185920	ENST00000331920	ENSOANP00000021071
ENSG00000184321	ENST00000332043	ENSOANP00000019038
ENSG00000173482	ENST00000332175	ENSOANP00000022867
ENSG00000173482	ENST00000332175	ENSOANP00000003812
ENSG00000196266	ENST00000332217	ENSOANP00000026634
ENSG00000196266	ENST00000332217	ENSOANP00000025700
ENSG00000182854	ENST00000332238	ENSOANP00000017430
ENSG00000183313	ENST00000332249	
ENSG00000182170	ENST00000332314	ENSOANP00000009314
ENSG00000182170	ENST00000332314	ENSOANP00000023893
ENSG00000182170	ENST00000332314	ENSOANP00000019328
ENSG00000184451	ENST00000332438	
ENSG00000183134	ENST00000332539	ENSOANP00000006300
ENSG00000115590	ENST00000332549	ENSOANP00000013081
ENSG00000184194	ENST00000332582	
ENSG00000184933	ENST00000332601	
ENSG00000232382	ENST00000332650	
ENSG00000182974	ENST00000332663	
ENSG00000185097	ENST00000332831	ENSOANP00000017430
ENSG00000221890	ENST00000333039	ENSOANP00000004426
ENSG00000173662	ENST00000333172	ENSOANP00000025660
ENSG00000007908	ENST00000333360	ENSOANP00000001362
ENSG00000182885	ENST00000333493	ENSOANP00000007420
ENSG00000184394	ENST00000333629	ENSOANP00000025460
ENSG00000182256	ENST00000333743	ENSOANP00000009255
ENSG00000186117	ENST00000333973	
ENSG00000186119	ENST00000333976	
ENSG00000136160	ENST00000334286	ENSOANP00000007537
ENSG00000152990	ENST00000334304	ENSOANP00000010656
ENSG00000186306	ENST00000334438	ENSOANP00000026634
ENSG00000186306	ENST00000334438	ENSOANP00000025700
ENSG00000186265	ENST00000334529	ENSOANP00000017169
ENSG00000186919	ENST00000334586	
ENSG00000110148	ENST00000334619	
ENSG00000186440	ENST00000334632	
ENSG00000186881	ENST00000334726	
ENSG00000180264	ENST00000334810	ENSOANP00000020432
ENSG00000184155	ENST00000334857	ENSOANP00000026634
ENSG00000184155	ENST00000334857	ENSOANP00000025700
ENSG00000186723	ENST00000334920	ENSOANP00000008140
ENSG00000186943	ENST00000335040	
ENSG00000197403	ENST00000335094	
ENSG00000186092	ENST00000335137	ENSOANP00000017430
ENSG00000221954	ENST00000335238	ENSOANP00000012604
ENSG00000197233	ENST00000335302	
ENSG00000186038	ENST00000335304	
ENSG00000107731	ENST00000335350	ENSOANP00000006880
ENSG00000186509	ENST00000335397	
ENSG00000186113	ENST00000335605	
ENSG00000186297	ENST00000335625	ENSOANP00000015117
ENSG00000257008	ENST00000335666	ENSOANP00000005211
ENSG00000125498	ENST00000336077	
ENSG00000148680	ENST00000336152	
ENSG00000044524	ENST00000336596	ENSOANP00000000775
ENSG00000125510	ENST00000336866	ENSOANP00000007792
ENSG00000135124	ENST00000337233	ENSOANP00000004357
ENSG00000187800	ENST00000338302	
ENSG00000164129	ENST00000338566	ENSOANP00000013069
ENSG00000188124	ENST00000338569	
ENSG00000171054	ENST00000338616	
ENSG00000187474	ENST00000339223	
ENSG00000188340	ENST00000339258	
ENSG00000169962	ENST00000339381	
ENSG00000179603	ENST00000339582	ENSOANP00000001269
ENSG00000171049	ENST00000340023	
ENSG00000204475	ENST00000340027	
ENSG00000068078	ENST00000340107	ENSOANP00000028234
ENSG00000101180	ENST00000340177	ENSOANP00000005343
ENSG00000159618	ENST00000340339	ENSOANP00000007424
ENSG00000187871	ENST00000340465	ENSOANP00000011912
ENSG00000072071	ENST00000340736	ENSOANP00000022756
ENSG00000239590	ENST00000340750	
ENSG00000159346	ENST00000340990	ENSOANP00000016283
ENSG00000187918	ENST00000341449	
ENSG00000196131	ENST00000341702	
ENSG00000187957	ENST00000341772	ENSOANP00000020159
ENSG00000122718	ENST00000341959	
ENSG00000168575	ENST00000342228	ENSOANP00000001101
ENSG00000188888	ENST00000342292	ENSOANP00000009585
ENSG00000243772	ENST00000342376	
ENSG00000189181	ENST00000342623	
ENSG00000170412	ENST00000342648	ENSOANP00000005212
ENSG00000178568	ENST00000342788	ENSOANP00000011184
ENSG00000196240	ENST00000342927	
ENSG00000092421	ENST00000343348	ENSOANP00000013063
ENSG00000187857	ENST00000343399	ENSOANP00000018826
ENSG00000187857	ENST00000343399	ENSOANP00000026165
ENSG00000187857	ENST00000343399	ENSOANP00000013224
ENSG00000187857	ENST00000343399	ENSOANP00000017671
ENSG00000187857	ENST00000343399	ENSOANP00000018035
ENSG00000187857	ENST00000343399	ENSOANP00000000953
ENSG00000187857	ENST00000343399	ENSOANP00000019016
ENSG00000187857	ENST00000343399	ENSOANP00000025086
ENSG00000187857	ENST00000343399	ENSOANP00000005797
ENSG00000188558	ENST00000343414	
ENSG00000188069	ENST00000343430	
ENSG00000160791	ENST00000343801	ENSOANP00000010829
ENSG00000197706	ENST00000343870	
ENSG00000187848	ENST00000343948	
ENSG00000188000	ENST00000344248	ENSOANP00000013839
ENSG00000188000	ENST00000344248	ENSOANP00000020601
ENSG00000188000	ENST00000344248	ENSOANP00000015319
ENSG00000188000	ENST00000344248	ENSOANP00000018808
ENSG00000187612	ENST00000344514	ENSOANP00000027065
ENSG00000188763	ENST00000344575	ENSOANP00000008526
ENSG00000187701	ENST00000344889	
ENSG00000187747	ENST00000345043	
ENSG00000188778	ENST00000345060	
ENSG00000156642	ENST00000345330	ENSOANP00000001611
ENSG00000060656	ENST00000345512	ENSOANP00000001547
ENSG00000189013	ENST00000345540	
ENSG00000104921	ENST00000346664	ENSOANP00000008253
ENSG00000162594	ENST00000347310	ENSOANP00000012377
ENSG00000162594	ENST00000347310	ENSOANP00000012378
ENSG00000110448	ENST00000347785	ENSOANP00000012737
ENSG00000116678	ENST00000349533	ENSOANP00000000644
ENSG00000179468	ENST00000350513	
ENSG00000114739	ENST00000352511	ENSOANP00000011044
ENSG00000231192	ENST00000354565	
ENSG00000196661	ENST00000354597	
ENSG00000168079	ENST00000354914	ENSOANP00000024973
ENSG00000196098	ENST00000354924	
ENSG00000196189	ENST00000355014	ENSOANP00000015338
ENSG00000161944	ENST00000355035	
ENSG00000197405	ENST00000355085	ENSOANP00000020517
ENSG00000197938	ENST00000355273	
ENSG00000197454	ENST00000355281	
ENSG00000166736	ENST00000355556	ENSOANP00000024927
ENSG00000136869	ENST00000355622	ENSOANP00000020856
ENSG00000157873	ENST00000355716	
ENSG00000198104	ENST00000355728	
ENSG00000197591	ENST00000355784	
ENSG00000173890	ENST00000355897	ENSOANP00000006511
ENSG00000165246	ENST00000355905	ENSOANP00000006420
ENSG00000198053	ENST00000356025	
ENSG00000176937	ENST00000356069	
ENSG00000198657	ENST00000356130	
ENSG00000233412	ENST00000356526	
ENSG00000050628	ENST00000356595	
ENSG00000173535	ENST00000356864	ENSOANP00000021880
ENSG00000197081	ENST00000356956	ENSOANP00000011617
ENSG00000139187	ENST00000356986	
ENSG00000196917	ENST00000356987	ENSOANP00000009896
ENSG00000196936	ENST00000357191	
ENSG00000196832	ENST00000357366	
ENSG00000105426	ENST00000357368	ENSOANP00000003457
ENSG00000197786	ENST00000357377	
ENSG00000121797	ENST00000357392	ENSOANP00000010828
ENSG00000197263	ENST00000357438	ENSOANP00000023914
ENSG00000180616	ENST00000357585	ENSOANP00000006886
ENSG00000197428	ENST00000357605	
ENSG00000196772	ENST00000357627	
ENSG00000196277	ENST00000357716	ENSOANP00000021562
ENSG00000196341	ENST00000357821	ENSOANP00000023914
ENSG00000135622	ENST00000357877	
ENSG00000213694	ENST00000358157	
ENSG00000196411	ENST00000358173	ENSOANP00000022947
ENSG00000168329	ENST00000358309	ENSOANP00000006299
ENSG00000142627	ENST00000358432	ENSOANP00000023610
ENSG00000188324	ENST00000358433	ENSOANP00000018826
ENSG00000188324	ENST00000358433	ENSOANP00000026165
ENSG00000188324	ENST00000358433	ENSOANP00000013224
ENSG00000188324	ENST00000358433	ENSOANP00000017671
ENSG00000188324	ENST00000358433	ENSOANP00000018035
ENSG00000188324	ENST00000358433	ENSOANP00000000953
ENSG00000188324	ENST00000358433	ENSOANP00000019016
ENSG00000188324	ENST00000358433	ENSOANP00000025086
ENSG00000188324	ENST00000358433	ENSOANP00000005797
ENSG00000196578	ENST00000358642	
ENSG00000072694	ENST00000358671	ENSOANP00000000362
ENSG00000072694	ENST00000358671	ENSOANP00000000366
ENSG00000072694	ENST00000358671	ENSOANP00000010878
ENSG00000072694	ENST00000358671	ENSOANP00000000359
ENSG00000196338	ENST00000358741	
ENSG00000126895	ENST00000358927	ENSOANP00000009375
ENSG00000163513	ENST00000359013	ENSOANP00000016691
ENSG00000163513	ENST00000359013	ENSOANP00000008986
ENSG00000134545	ENST00000359151	
ENSG00000177575	ENST00000359156	ENSOANP00000004367
ENSG00000177575	ENST00000359156	ENSOANP00000009228
ENSG00000176895	ENST00000359350	
ENSG00000148604	ENST00000359452	ENSOANP00000019979
ENSG00000004948	ENST00000359558	
ENSG00000196539	ENST00000359594	
ENSG00000196218	ENST00000359596	ENSOANP00000003382
ENSG00000196218	ENST00000359596	ENSOANP00000003385
ENSG00000196171	ENST00000359610	
ENSG00000198601	ENST00000359682	
ENSG00000197437	ENST00000359688	
ENSG00000187258	ENST00000359791	ENSOANP00000005386
ENSG00000117114	ENST00000359929	ENSOANP00000007626
ENSG00000142949	ENST00000359947	ENSOANP00000010221
ENSG00000198128	ENST00000359959	
ENSG00000196126	ENST00000360004	ENSOANP00000026779
ENSG00000072274	ENST00000360110	ENSOANP00000005847
ENSG00000167851	ENST00000360141	ENSOANP00000005216
ENSG00000167851	ENST00000360141	ENSOANP00000005215
ENSG00000167851	ENST00000360141	ENSOANP00000005214
ENSG00000197790	ENST00000360213	
ENSG00000198283	ENST00000360374	
ENSG00000118257	ENST00000360409	ENSOANP00000020498
ENSG00000197635	ENST00000360534	ENSOANP00000009893
ENSG00000239732	ENST00000360658	ENSOANP00000025401
ENSG00000164270	ENST00000360693	ENSOANP00000014892
ENSG00000170683	ENST00000360759	ENSOANP00000027079
ENSG00000170180	ENST00000360771	
ENSG00000119121	ENST00000360774	ENSOANP00000018460
ENSG00000140538	ENST00000360948	ENSOANP00000027796
ENSG00000197594	ENST00000360971	ENSOANP00000016155
ENSG00000197594	ENST00000360971	ENSOANP00000016160
ENSG00000197594	ENST00000360971	ENSOANP00000028462
ENSG00000197594	ENST00000360971	ENSOANP00000016157
ENSG00000198967	ENST00000361284	ENSOANP00000026634
ENSG00000198967	ENST00000361284	ENSOANP00000025700
ENSG00000196776	ENST00000361309	ENSOANP00000011935
ENSG00000158458	ENST00000361474	ENSOANP00000001294
ENSG00000132704	ENST00000361516	ENSOANP00000000364
ENSG00000198822	ENST00000361669	ENSOANP00000024204
ENSG00000152822	ENST00000361719	ENSOANP00000003138
ENSG00000198877	ENST00000361760	
ENSG00000198851	ENST00000361763	
ENSG00000105699	ENST00000361790	
ENSG00000198785	ENST00000361820	ENSOANP00000020278
ENSG00000143297	ENST00000361835	ENSOANP00000000364
ENSG00000198829	ENST00000362032	ENSOANP00000012710
ENSG00000198829	ENST00000362032	ENSOANP00000021871
ENSG00000149295	ENST00000362072	ENSOANP00000017381
ENSG00000198821	ENST00000362089	
ENSG00000203618	ENST00000366425	
ENSG00000203661	ENST00000366473	
ENSG00000175143	ENST00000366474	
ENSG00000196944	ENST00000366475	
ENSG00000162727	ENST00000366476	
ENSG00000196071	ENST00000366478	
ENSG00000203663	ENST00000366479	
ENSG00000187080	ENST00000366480	
ENSG00000241128	ENST00000366485	ENSOANP00000003538
ENSG00000241128	ENST00000366485	ENSOANP00000019347
ENSG00000241128	ENST00000366485	ENSOANP00000013266
ENSG00000241128	ENST00000366485	ENSOANP00000021440
ENSG00000241128	ENST00000366485	ENSOANP00000002993
ENSG00000241128	ENST00000366485	ENSOANP00000023498
ENSG00000241128	ENST00000366485	ENSOANP00000010733
ENSG00000241128	ENST00000366485	ENSOANP00000024740
ENSG00000241128	ENST00000366485	ENSOANP00000010735
ENSG00000241128	ENST00000366485	ENSOANP00000013962
ENSG00000241128	ENST00000366485	ENSOANP00000010737
ENSG00000241128	ENST00000366485	ENSOANP00000010731
ENSG00000241128	ENST00000366485	ENSOANP00000002500
ENSG00000241128	ENST00000366485	ENSOANP00000022169
ENSG00000241128	ENST00000366485	ENSOANP00000005555
ENSG00000241128	ENST00000366485	ENSOANP00000010736
ENSG00000241128	ENST00000366485	ENSOANP00000013268
ENSG00000196242	ENST00000366487	
ENSG00000054277	ENST00000366554	
ENSG00000116996	ENST00000366570	ENSOANP00000010164
ENSG00000077585	ENST00000366592	ENSOANP00000001943
ENSG00000120436	ENST00000366834	
ENSG00000162769	ENST00000366971	ENSOANP00000013533
ENSG00000076356	ENST00000367033	ENSOANP00000005570
ENSG00000076356	ENST00000367033	ENSOANP00000021701
ENSG00000203710	ENST00000367049	ENSOANP00000021396
ENSG00000117322	ENST00000367057	ENSOANP00000020489
ENSG00000198049	ENST00000367126	ENSOANP00000010148
ENSG00000133067	ENST00000367278	ENSOANP00000000708
ENSG00000170075	ENST00000367282	ENSOANP00000008038
ENSG00000111981	ENST00000367345	
ENSG00000131015	ENST00000367351	
ENSG00000153029	ENST00000367580	
ENSG00000143324	ENST00000367590	ENSOANP00000001537
ENSG00000112414	ENST00000367609	ENSOANP00000011186
ENSG00000203737	ENST00000367685	
ENSG00000027697	ENST00000367739	ENSOANP00000008352
ENSG00000143147	ENST00000367838	ENSOANP00000006160
ENSG00000143167	ENST00000367868	
ENSG00000162733	ENST00000367922	ENSOANP00000015965
ENSG00000162747	ENST00000367964	ENSOANP00000000362
