Ensembl Gene ID	Ensembl Transcript ID	Pika Ensembl Protein ID
ENSG00000178623	ENST00000319838	
ENSG00000176547	ENST00000319856	ENSOPRP00000008939
ENSG00000177462	ENST00000319968	
ENSG00000176555	ENST00000319988	
ENSG00000177476	ENST00000320002	
ENSG00000176567	ENST00000320048	
ENSG00000177489	ENST00000320065	
ENSG00000181803	ENST00000320704	ENSOPRP00000015594
ENSG00000254737	ENST00000320891	
ENSG00000176269	ENST00000320901	
ENSG00000178201	ENST00000321039	
ENSG00000221866	ENST00000321063	ENSOPRP00000009397
ENSG00000181499	ENST00000321252	
ENSG00000176742	ENST00000321255	
ENSG00000181518	ENST00000321355	ENSOPRP00000013331
ENSG00000176787	ENST00000321522	ENSOPRP00000010025
ENSG00000176798	ENST00000321543	ENSOPRP00000000766
ENSG00000179615	ENST00000321688	ENSOPRP00000006989
ENSG00000244165	ENST00000321826	
ENSG00000176879	ENST00000321961	
ENSG00000176893	ENST00000322013	ENSOPRP00000008533
ENSG00000176904	ENST00000322059	ENSOPRP00000008946
ENSG00000176922	ENST00000322101	
ENSG00000176231	ENST00000322107	
ENSG00000176925	ENST00000322110	
ENSG00000180929	ENST00000322241	ENSOPRP00000008007
ENSG00000188269	ENST00000322301	
ENSG00000180016	ENST00000322608	ENSOPRP00000012147
ENSG00000181609	ENST00000322641	ENSOPRP00000015349
ENSG00000181616	ENST00000322653	ENSOPRP00000015357
ENSG00000179695	ENST00000322678	
ENSG00000117335	ENST00000322875	ENSOPRP00000012833
ENSG00000177464	ENST00000323040	
ENSG00000196610	ENST00000323109	
ENSG00000180090	ENST00000323404	
ENSG00000178394	ENST00000323865	ENSOPRP00000012297
ENSG00000181733	ENST00000324060	ENSOPRP00000014797
ENSG00000004399	ENST00000324093	
ENSG00000178562	ENST00000324106	ENSOPRP00000010864
ENSG00000151617	ENST00000324300	ENSOPRP00000005508
ENSG00000104972	ENST00000324602	
ENSG00000144481	ENST00000324695	ENSOPRP00000001346
ENSG00000176136	ENST00000324750	ENSOPRP00000014124
ENSG00000162897	ENST00000324852	ENSOPRP00000010428
ENSG00000114812	ENST00000325123	ENSOPRP00000004144
ENSG00000181631	ENST00000325602	ENSOPRP00000008470
ENSG00000181963	ENST00000325719	
ENSG00000106128	ENST00000326139	ENSOPRP00000005993
ENSG00000186074	ENST00000326165	ENSOPRP00000001299
ENSG00000177693	ENST00000326183	
ENSG00000179919	ENST00000326258	ENSOPRP00000015682
ENSG00000179934	ENST00000326306	
ENSG00000240403	ENST00000326321	
ENSG00000180269	ENST00000326571	ENSOPRP00000005403
ENSG00000006327	ENST00000326577	ENSOPRP00000005208
ENSG00000080644	ENST00000326828	ENSOPRP00000001887
ENSG00000181273	ENST00000326855	
ENSG00000019169	ENST00000327097	ENSOPRP00000014329
ENSG00000181371	ENST00000327216	
ENSG00000166342	ENST00000327305	ENSOPRP00000001698
ENSG00000104938	ENST00000327325	ENSOPRP00000009702
ENSG00000184954	ENST00000327335	
ENSG00000185385	ENST00000327462	
ENSG00000185436	ENST00000327535	ENSOPRP00000014297
ENSG00000185231	ENST00000327606	
ENSG00000153294	ENST00000327753	ENSOPRP00000010458
ENSG00000185897	ENST00000327809	ENSOPRP00000000495
ENSG00000221931	ENST00000327930	
ENSG00000182771	ENST00000327946	ENSOPRP00000005119
ENSG00000197125	ENST00000328064	ENSOPRP00000012184
ENSG00000185926	ENST00000328188	
ENSG00000182613	ENST00000328275	
ENSG00000185821	ENST00000328314	
ENSG00000182334	ENST00000328375	ENSOPRP00000005150
ENSG00000183473	ENST00000328544	ENSOPRP00000012992
ENSG00000182783	ENST00000328570	
ENSG00000186891	ENST00000328596	
ENSG00000184698	ENST00000328611	
ENSG00000186407	ENST00000328630	
ENSG00000183310	ENST00000328782	
ENSG00000183706	ENST00000328795	
ENSG00000184881	ENST00000328813	
ENSG00000182782	ENST00000328880	ENSOPRP00000012676
ENSG00000184140	ENST00000328882	ENSOPRP00000001875
ENSG00000183024	ENST00000328890	
ENSG00000206306	ENST00000328980	
ENSG00000182687	ENST00000329003	
ENSG00000235568	ENST00000329021	ENSOPRP00000015855
ENSG00000185245	ENST00000329125	
ENSG00000183840	ENST00000329321	ENSOPRP00000001388
ENSG00000205409	ENST00000329322	ENSOPRP00000012282
ENSG00000172742	ENST00000329328	ENSOPRP00000006893
ENSG00000185372	ENST00000329365	
ENSG00000183303	ENST00000329434	ENSOPRP00000005140
ENSG00000183303	ENST00000329434	ENSOPRP00000008779
ENSG00000183303	ENST00000329434	ENSOPRP00000008769
ENSG00000183303	ENST00000329434	ENSOPRP00000005145
ENSG00000183303	ENST00000329434	ENSOPRP00000005137
ENSG00000185149	ENST00000329476	ENSOPRP00000000356
ENSG00000113763	ENST00000329542	ENSOPRP00000008131
ENSG00000184478	ENST00000329564	
ENSG00000183695	ENST00000329773	
ENSG00000183484	ENST00000329797	
ENSG00000184574	ENST00000329858	
ENSG00000184160	ENST00000330055	
ENSG00000182631	ENST00000330120	ENSOPRP00000010872
ENSG00000182580	ENST00000330394	ENSOPRP00000004861
ENSG00000182634	ENST00000330487	
ENSG00000184022	ENST00000330500	
ENSG00000114013	ENST00000330540	ENSOPRP00000000257
ENSG00000183389	ENST00000330728	
ENSG00000167850	ENST00000330793	
ENSG00000183130	ENST00000330803	ENSOPRP00000014842
ENSG00000183813	ENST00000330953	ENSOPRP00000004622
ENSG00000185291	ENST00000331035	ENSOPRP00000002322
ENSG00000183729	ENST00000331251	
ENSG00000183748	ENST00000331429	ENSOPRP00000009050
ENSG00000184166	ENST00000331459	
ENSG00000172116	ENST00000331469	ENSOPRP00000008660
ENSG00000178852	ENST00000331493	ENSOPRP00000006300
ENSG00000182652	ENST00000331723	
ENSG00000185920	ENST00000331920	ENSOPRP00000006668
ENSG00000184321	ENST00000332043	
ENSG00000173482	ENST00000332175	ENSOPRP00000000674
ENSG00000196266	ENST00000332217	
ENSG00000182854	ENST00000332238	ENSOPRP00000016212
ENSG00000183313	ENST00000332249	
ENSG00000182170	ENST00000332314	
ENSG00000184451	ENST00000332438	ENSOPRP00000011408
ENSG00000183134	ENST00000332539	ENSOPRP00000007882
ENSG00000115590	ENST00000332549	ENSOPRP00000000409
ENSG00000184194	ENST00000332582	ENSOPRP00000014200
ENSG00000184933	ENST00000332601	
ENSG00000232382	ENST00000332650	
ENSG00000182974	ENST00000332663	ENSOPRP00000000230
ENSG00000185097	ENST00000332831	
ENSG00000221890	ENST00000333039	ENSOPRP00000003230
ENSG00000173662	ENST00000333172	ENSOPRP00000011095
ENSG00000007908	ENST00000333360	ENSOPRP00000000636
ENSG00000182885	ENST00000333493	
ENSG00000184394	ENST00000333629	ENSOPRP00000012048
ENSG00000184394	ENST00000333629	ENSOPRP00000000260
ENSG00000182256	ENST00000333743	ENSOPRP00000014967
ENSG00000186117	ENST00000333973	ENSOPRP00000006529
ENSG00000186119	ENST00000333976	ENSOPRP00000006510
ENSG00000136160	ENST00000334286	ENSOPRP00000015217
ENSG00000152990	ENST00000334304	ENSOPRP00000010322
ENSG00000186306	ENST00000334438	ENSOPRP00000003368
ENSG00000186265	ENST00000334529	
ENSG00000186919	ENST00000334586	ENSOPRP00000013181
ENSG00000110148	ENST00000334619	ENSOPRP00000007170
ENSG00000186440	ENST00000334632	
ENSG00000186881	ENST00000334726	
ENSG00000180264	ENST00000334810	ENSOPRP00000015220
ENSG00000184155	ENST00000334857	
ENSG00000186723	ENST00000334920	
ENSG00000186943	ENST00000335040	
ENSG00000197403	ENST00000335094	
ENSG00000186092	ENST00000335137	
ENSG00000221954	ENST00000335238	ENSOPRP00000002613
ENSG00000197233	ENST00000335302	
ENSG00000186038	ENST00000335304	
ENSG00000107731	ENST00000335350	ENSOPRP00000005660
ENSG00000186509	ENST00000335397	ENSOPRP00000000474
ENSG00000186113	ENST00000335605	ENSOPRP00000006509
ENSG00000186297	ENST00000335625	ENSOPRP00000014955
ENSG00000257008	ENST00000335666	ENSOPRP00000014810
ENSG00000125498	ENST00000336077	
ENSG00000148680	ENST00000336152	ENSOPRP00000001879
ENSG00000044524	ENST00000336596	ENSOPRP00000005170
ENSG00000125510	ENST00000336866	
ENSG00000135124	ENST00000337233	ENSOPRP00000012960
ENSG00000187800	ENST00000338302	ENSOPRP00000000651
ENSG00000164129	ENST00000338566	
ENSG00000188124	ENST00000338569	ENSOPRP00000003714
ENSG00000188124	ENST00000338569	ENSOPRP00000001578
ENSG00000171054	ENST00000338616	
ENSG00000187474	ENST00000339223	ENSOPRP00000006744
ENSG00000188340	ENST00000339258	ENSOPRP00000010873
ENSG00000169962	ENST00000339381	ENSOPRP00000004192
ENSG00000179603	ENST00000339582	ENSOPRP00000014549
ENSG00000171049	ENST00000340023	ENSOPRP00000006744
ENSG00000204475	ENST00000340027	ENSOPRP00000010955
ENSG00000068078	ENST00000340107	ENSOPRP00000002030
ENSG00000101180	ENST00000340177	ENSOPRP00000008860
ENSG00000159618	ENST00000340339	ENSOPRP00000006419
ENSG00000187871	ENST00000340465	ENSOPRP00000006876
ENSG00000072071	ENST00000340736	ENSOPRP00000010592
ENSG00000239590	ENST00000340750	
ENSG00000159346	ENST00000340990	ENSOPRP00000004164
ENSG00000187918	ENST00000341449	ENSOPRP00000015346
ENSG00000196131	ENST00000341702	
ENSG00000187957	ENST00000341772	ENSOPRP00000004876
ENSG00000122718	ENST00000341959	ENSOPRP00000004595
ENSG00000168575	ENST00000342228	ENSOPRP00000011147
ENSG00000188888	ENST00000342292	
ENSG00000243772	ENST00000342376	
ENSG00000189181	ENST00000342623	ENSOPRP00000013594
ENSG00000170412	ENST00000342648	ENSOPRP00000012647
ENSG00000178568	ENST00000342788	ENSOPRP00000015775
ENSG00000196240	ENST00000342927	ENSOPRP00000014840
ENSG00000092421	ENST00000343348	ENSOPRP00000013539
ENSG00000187857	ENST00000343399	
ENSG00000188558	ENST00000343414	
ENSG00000188069	ENST00000343430	
ENSG00000160791	ENST00000343801	ENSOPRP00000010361
ENSG00000197706	ENST00000343870	
ENSG00000187848	ENST00000343948	ENSOPRP00000002946
ENSG00000188000	ENST00000344248	
ENSG00000187612	ENST00000344514	
ENSG00000188763	ENST00000344575	
ENSG00000187701	ENST00000344889	ENSOPRP00000014835
ENSG00000187747	ENST00000345043	
ENSG00000188778	ENST00000345060	
ENSG00000156642	ENST00000345330	ENSOPRP00000010689
ENSG00000060656	ENST00000345512	ENSOPRP00000009272
ENSG00000189013	ENST00000345540	
ENSG00000104921	ENST00000346664	ENSOPRP00000004313
ENSG00000162594	ENST00000347310	ENSOPRP00000014801
ENSG00000110448	ENST00000347785	ENSOPRP00000003448
ENSG00000116678	ENST00000349533	
ENSG00000179468	ENST00000350513	
ENSG00000114739	ENST00000352511	ENSOPRP00000000977
ENSG00000231192	ENST00000354565	
ENSG00000196661	ENST00000354597	ENSOPRP00000012174
ENSG00000168079	ENST00000354914	ENSOPRP00000000570
ENSG00000196098	ENST00000354924	
ENSG00000196189	ENST00000355014	ENSOPRP00000002762
ENSG00000161944	ENST00000355035	ENSOPRP00000005801
ENSG00000197405	ENST00000355085	
ENSG00000197938	ENST00000355273	
ENSG00000197454	ENST00000355281	
ENSG00000166736	ENST00000355556	ENSOPRP00000011212
ENSG00000136869	ENST00000355622	ENSOPRP00000010529
ENSG00000157873	ENST00000355716	
ENSG00000198104	ENST00000355728	ENSOPRP00000002185
ENSG00000197591	ENST00000355784	
ENSG00000173890	ENST00000355897	
ENSG00000165246	ENST00000355905	
ENSG00000198053	ENST00000356025	ENSOPRP00000006776
ENSG00000176937	ENST00000356069	
ENSG00000198657	ENST00000356130	
ENSG00000233412	ENST00000356526	
ENSG00000050628	ENST00000356595	ENSOPRP00000003507
ENSG00000173535	ENST00000356864	
ENSG00000197081	ENST00000356956	ENSOPRP00000005610
ENSG00000139187	ENST00000356986	ENSOPRP00000000615
ENSG00000196917	ENST00000356987	ENSOPRP00000014574
ENSG00000196936	ENST00000357191	
ENSG00000196832	ENST00000357366	
ENSG00000105426	ENST00000357368	ENSOPRP00000009835
ENSG00000197786	ENST00000357377	ENSOPRP00000014485
ENSG00000121797	ENST00000357392	
ENSG00000197263	ENST00000357438	
ENSG00000180616	ENST00000357585	ENSOPRP00000006804
ENSG00000197428	ENST00000357605	ENSOPRP00000006041
ENSG00000196772	ENST00000357627	
ENSG00000196277	ENST00000357716	ENSOPRP00000001953
ENSG00000196341	ENST00000357821	
ENSG00000135622	ENST00000357877	ENSOPRP00000010969
ENSG00000213694	ENST00000358157	
ENSG00000196411	ENST00000358173	ENSOPRP00000013965
ENSG00000168329	ENST00000358309	ENSOPRP00000008976
ENSG00000142627	ENST00000358432	ENSOPRP00000007789
ENSG00000188324	ENST00000358433	ENSOPRP00000003243
ENSG00000196578	ENST00000358642	ENSOPRP00000013104
ENSG00000072694	ENST00000358671	ENSOPRP00000012774
ENSG00000196338	ENST00000358741	ENSOPRP00000003381
ENSG00000126895	ENST00000358927	ENSOPRP00000014755
ENSG00000163513	ENST00000359013	ENSOPRP00000005103
ENSG00000134545	ENST00000359151	
ENSG00000177575	ENST00000359156	ENSOPRP00000002258
ENSG00000176895	ENST00000359350	
ENSG00000148604	ENST00000359452	ENSOPRP00000002704
ENSG00000004948	ENST00000359558	ENSOPRP00000002221
ENSG00000196539	ENST00000359594	
ENSG00000196218	ENST00000359596	ENSOPRP00000008366
ENSG00000196171	ENST00000359610	ENSOPRP00000009325
ENSG00000198601	ENST00000359682	
ENSG00000197437	ENST00000359688	
ENSG00000187258	ENST00000359791	ENSOPRP00000006534
ENSG00000117114	ENST00000359929	ENSOPRP00000001194
ENSG00000142949	ENST00000359947	ENSOPRP00000003312
ENSG00000198128	ENST00000359959	
ENSG00000196126	ENST00000360004	ENSOPRP00000004178
ENSG00000196126	ENST00000360004	ENSOPRP00000005713
ENSG00000196126	ENST00000360004	ENSOPRP00000005697
ENSG00000072274	ENST00000360110	ENSOPRP00000014622
ENSG00000167851	ENST00000360141	
ENSG00000197790	ENST00000360213	
ENSG00000198283	ENST00000360374	
ENSG00000118257	ENST00000360409	ENSOPRP00000009938
ENSG00000197635	ENST00000360534	ENSOPRP00000014348
ENSG00000239732	ENST00000360658	ENSOPRP00000008096
ENSG00000164270	ENST00000360693	ENSOPRP00000012285
ENSG00000170683	ENST00000360759	ENSOPRP00000013256
ENSG00000170180	ENST00000360771	ENSOPRP00000010219
ENSG00000119121	ENST00000360774	ENSOPRP00000014773
ENSG00000140538	ENST00000360948	ENSOPRP00000005914
ENSG00000197594	ENST00000360971	ENSOPRP00000015642
ENSG00000198967	ENST00000361284	ENSOPRP00000001142
ENSG00000196776	ENST00000361309	ENSOPRP00000015546
ENSG00000158458	ENST00000361474	
ENSG00000132704	ENST00000361516	ENSOPRP00000006523
ENSG00000198822	ENST00000361669	ENSOPRP00000002966
ENSG00000152822	ENST00000361719	ENSOPRP00000003495
ENSG00000198877	ENST00000361760	ENSOPRP00000006506
ENSG00000198851	ENST00000361763	ENSOPRP00000015253
ENSG00000105699	ENST00000361790	
ENSG00000198785	ENST00000361820	ENSOPRP00000014268
ENSG00000143297	ENST00000361835	
ENSG00000198829	ENST00000362032	
ENSG00000149295	ENST00000362072	ENSOPRP00000014382
ENSG00000198821	ENST00000362089	
ENSG00000203618	ENST00000366425	ENSOPRP00000016308
ENSG00000203661	ENST00000366473	
ENSG00000175143	ENST00000366474	
ENSG00000196944	ENST00000366475	
ENSG00000162727	ENST00000366476	
ENSG00000196071	ENST00000366478	ENSOPRP00000014822
ENSG00000203663	ENST00000366479	
ENSG00000187080	ENST00000366480	
ENSG00000241128	ENST00000366485	
ENSG00000196242	ENST00000366487	ENSOPRP00000012884
ENSG00000054277	ENST00000366554	ENSOPRP00000008042
ENSG00000116996	ENST00000366570	ENSOPRP00000005392
ENSG00000077585	ENST00000366592	ENSOPRP00000011858
ENSG00000120436	ENST00000366834	
ENSG00000162769	ENST00000366971	ENSOPRP00000015378
ENSG00000076356	ENST00000367033	ENSOPRP00000012926
ENSG00000203710	ENST00000367049	ENSOPRP00000000634
ENSG00000117322	ENST00000367057	ENSOPRP00000000599
ENSG00000198049	ENST00000367126	ENSOPRP00000000451
ENSG00000133067	ENST00000367278	ENSOPRP00000004469
ENSG00000170075	ENST00000367282	
ENSG00000111981	ENST00000367345	
ENSG00000131015	ENST00000367351	
ENSG00000153029	ENST00000367580	
ENSG00000143324	ENST00000367590	ENSOPRP00000006886
ENSG00000112414	ENST00000367609	ENSOPRP00000014433
ENSG00000203737	ENST00000367685	ENSOPRP00000006882
ENSG00000027697	ENST00000367739	
ENSG00000143147	ENST00000367838	ENSOPRP00000010305
ENSG00000143167	ENST00000367868	ENSOPRP00000015231
ENSG00000162733	ENST00000367922	ENSOPRP00000011837
ENSG00000162747	ENST00000367964	ENSOPRP00000003530
ENSG00000162747	ENST00000367964	ENSOPRP00000012766
ENSG00000203747	ENST00000367969	ENSOPRP00000003530
ENSG00000203747	ENST00000367969	ENSOPRP00000012766
ENSG00000143217	ENST00000368012	ENSOPRP00000009897
ENSG00000158769	ENST00000368026	ENSOPRP00000014643
ENSG00000122223	ENST00000368033	ENSOPRP00000006975
ENSG00000026751	ENST00000368043	ENSOPRP00000006955
ENSG00000162739	ENST00000368057	ENSOPRP00000013819
ENSG00000179639	ENST00000368115	
ENSG00000213088	ENST00000368121	ENSOPRP00000016242
ENSG00000180433	ENST00000368144	
ENSG00000203757	ENST00000368145	
ENSG00000186400	ENST00000368150	
ENSG00000198965	ENST00000368152	
ENSG00000158473	ENST00000368171	ENSOPRP00000014475
ENSG00000158473	ENST00000368171	ENSOPRP00000002514
ENSG00000163534	ENST00000368176	ENSOPRP00000006540
ENSG00000160856	ENST00000368184	ENSOPRP00000006499
ENSG00000027644	ENST00000368195	ENSOPRP00000014561
ENSG00000027644	ENST00000368195	ENSOPRP00000000621
ENSG00000152894	ENST00000368213	ENSOPRP00000015532
ENSG00000173080	ENST00000368318	
ENSG00000160716	ENST00000368476	ENSOPRP00000000277
ENSG00000160712	ENST00000368485	ENSOPRP00000007866
ENSG00000047936	ENST00000368508	ENSOPRP00000014046
ENSG00000159164	ENST00000369146	ENSOPRP00000009862
ENSG00000150337	ENST00000369168	ENSOPRP00000011495
ENSG00000150337	ENST00000369168	ENSOPRP00000012776
ENSG00000043591	ENST00000369295	
ENSG00000135333	ENST00000369303	ENSOPRP00000003340
ENSG00000143127	ENST00000369304	ENSOPRP00000012201
ENSG00000198019	ENST00000369384	ENSOPRP00000011495
ENSG00000198019	ENST00000369384	ENSOPRP00000012776
ENSG00000116824	ENST00000369478	ENSOPRP00000006196
ENSG00000118432	ENST00000369501	ENSOPRP00000003794
ENSG00000121933	ENST00000369716	ENSOPRP00000003598
ENSG00000125522	ENST00000369768	
ENSG00000166160	ENST00000369929	
ENSG00000147380	ENST00000369935	
ENSG00000135312	ENST00000369947	
ENSG00000102076	ENST00000369951	
ENSG00000101204	ENST00000370263	ENSOPRP00000005449
ENSG00000147402	ENST00000370306	ENSOPRP00000000956
ENSG00000011677	ENST00000370314	
ENSG00000102287	ENST00000370328	ENSOPRP00000010414
ENSG00000101188	ENST00000370501	ENSOPRP00000001463
ENSG00000135298	ENST00000370598	ENSOPRP00000012900
ENSG00000102239	ENST00000370648	ENSOPRP00000003826
ENSG00000162618	ENST00000370742	ENSOPRP00000011067
ENSG00000122420	ENST00000370758	ENSOPRP00000000341
ENSG00000137252	ENST00000370862	ENSOPRP00000001353
ENSG00000185483	ENST00000371079	ENSOPRP00000006263
ENSG00000170927	ENST00000371117	ENSOPRP00000008664
ENSG00000162604	ENST00000371180	ENSOPRP00000000136
ENSG00000184292	ENST00000371225	
ENSG00000153292	ENST00000371253	ENSOPRP00000014478
ENSG00000186188	ENST00000371483	ENSOPRP00000003969
ENSG00000176884	ENST00000371553	ENSOPRP00000006070
ENSG00000131724	ENST00000371666	ENSOPRP00000006426
ENSG00000180772	ENST00000371906	
ENSG00000122375	ENST00000372071	ENSOPRP00000004399
ENSG00000148600	ENST00000372117	ENSOPRP00000002682
ENSG00000117425	ENST00000372192	ENSOPRP00000003696
ENSG00000101017	ENST00000372285	ENSOPRP00000013317
ENSG00000117400	ENST00000372470	ENSOPRP00000014731
ENSG00000066056	ENST00000372476	ENSOPRP00000014719
ENSG00000188828	ENST00000372617	ENSOPRP00000001554
ENSG00000124145	ENST00000372733	ENSOPRP00000010941
ENSG00000183317	ENST00000373048	ENSOPRP00000006270
ENSG00000096264	ENST00000373089	
ENSG00000163873	ENST00000373091	ENSOPRP00000004418
ENSG00000119535	ENST00000373103	ENSOPRP00000001612
ENSG00000095970	ENST00000373113	ENSOPRP00000013569
ENSG00000161911	ENST00000373127	ENSOPRP00000013558
ENSG00000196090	ENST00000373187	ENSOPRP00000015123
ENSG00000106991	ENST00000373203	ENSOPRP00000014893
ENSG00000112164	ENST00000373256	ENSOPRP00000010320
ENSG00000173198	ENST00000373304	
ENSG00000075073	ENST00000373306	ENSOPRP00000001654
ENSG00000188394	ENST00000373642	
ENSG00000121753	ENST00000373658	ENSOPRP00000012303
ENSG00000148215	ENST00000373680	
ENSG00000171501	ENST00000373688	
ENSG00000186810	ENST00000373691	
ENSG00000181773	ENST00000374024	ENSOPRP00000002133
ENSG00000124493	ENST00000374181	
ENSG00000147168	ENST00000374202	ENSOPRP00000004297
ENSG00000182749	ENST00000374296	ENSOPRP00000001231
ENSG00000204174	ENST00000374312	ENSOPRP00000009222
ENSG00000096433	ENST00000374316	ENSOPRP00000004058
ENSG00000198121	ENST00000374431	
ENSG00000030304	ENST00000374448	ENSOPRP00000011821
ENSG00000188822	ENST00000374472	
ENSG00000101000	ENST00000374477	ENSOPRP00000015782
ENSG00000186912	ENST00000374519	
ENSG00000204217	ENST00000374580	ENSOPRP00000008538
ENSG00000133216	ENST00000374632	ENSOPRP00000002973
ENSG00000177283	ENST00000374694	
ENSG00000131080	ENST00000374719	
ENSG00000165029	ENST00000374736	ENSOPRP00000009493
ENSG00000255800	ENST00000374779	
ENSG00000204246	ENST00000374781	
ENSG00000168384	ENST00000374808	
ENSG00000237541	ENST00000374940	
ENSG00000106799	ENST00000374994	ENSOPRP00000014807
ENSG00000204293	ENST00000375013	ENSOPRP00000012174
ENSG00000236981	ENST00000375024	
ENSG00000204305	ENST00000375076	ENSOPRP00000004038
ENSG00000204345	ENST00000375352	ENSOPRP00000007382
ENSG00000179002	ENST00000375371	ENSOPRP00000011463
ENSG00000169071	ENST00000375708	ENSOPRP00000008997
ENSG00000204420	ENST00000375806	ENSOPRP00000003175
ENSG00000148053	ENST00000376214	ENSOPRP00000015299
ENSG00000028137	ENST00000376259	ENSOPRP00000006617
ENSG00000080031	ENST00000376350	ENSOPRP00000008073
ENSG00000151025	ENST00000376351	ENSOPRP00000001380
ENSG00000169508	ENST00000376414	ENSOPRP00000001685
ENSG00000204580	ENST00000376575	ENSOPRP00000000611
ENSG00000229698	ENST00000376848	
ENSG00000206512	ENST00000376947	
ENSG00000204681	ENST00000377034	ENSOPRP00000010733
ENSG00000178726	ENST00000377103	
ENSG00000204687	ENST00000377127	
ENSG00000204688	ENST00000377136	
ENSG00000204690	ENST00000377140	
ENSG00000112462	ENST00000377143	
ENSG00000204694	ENST00000377148	ENSOPRP00000016015
ENSG00000243729	ENST00000377154	ENSOPRP00000009584
ENSG00000204695	ENST00000377160	
ENSG00000204701	ENST00000377169	
ENSG00000204702	ENST00000377171	ENSOPRP00000002393
ENSG00000204703	ENST00000377173	ENSOPRP00000014782
ENSG00000204703	ENST00000377173	ENSOPRP00000004929
ENSG00000204704	ENST00000377175	ENSOPRP00000003048
ENSG00000113749	ENST00000377291	ENSOPRP00000001050
ENSG00000180758	ENST00000377411	ENSOPRP00000002396
ENSG00000049249	ENST00000377507	ENSOPRP00000010590
ENSG00000204882	ENST00000377741	
ENSG00000215788	ENST00000377782	ENSOPRP00000016182
ENSG00000158292	ENST00000377893	ENSOPRP00000010102
ENSG00000168828	ENST00000377981	
ENSG00000077943	ENST00000378076	ENSOPRP00000012133
ENSG00000171659	ENST00000378142	
ENSG00000205029	ENST00000378396	
ENSG00000205030	ENST00000378397	ENSOPRP00000006529
ENSG00000139679	ENST00000378434	ENSOPRP00000009395
ENSG00000182220	ENST00000378438	ENSOPRP00000014426
ENSG00000187730	ENST00000378585	
ENSG00000134569	ENST00000378623	ENSOPRP00000008594
ENSG00000162881	ENST00000378661	
ENSG00000102468	ENST00000378688	ENSOPRP00000010470
ENSG00000169306	ENST00000378993	ENSOPRP00000012356
ENSG00000205213	ENST00000379214	ENSOPRP00000007718
ENSG00000186827	ENST00000379236	
ENSG00000165186	ENST00000379361	ENSOPRP00000009641
ENSG00000171873	ENST00000379453	ENSOPRP00000009215
ENSG00000138741	ENST00000379645	ENSOPRP00000001149
ENSG00000205327	ENST00000379662	
ENSG00000205328	ENST00000379665	
ENSG00000205329	ENST00000379667	
ENSG00000205330	ENST00000379668	ENSOPRP00000012432
ENSG00000170782	ENST00000379829	
ENSG00000173698	ENST00000379869	ENSOPRP00000005153
ENSG00000134460	ENST00000379959	ENSOPRP00000002734
ENSG00000178015	ENST00000380007	
ENSG00000120156	ENST00000380036	ENSOPRP00000006576
ENSG00000167359	ENST00000380211	ENSOPRP00000015344
ENSG00000176239	ENST00000380219	
ENSG00000183251	ENST00000380224	
ENSG00000126010	ENST00000380289	ENSOPRP00000000262
ENSG00000182070	ENST00000380367	ENSOPRP00000003639
ENSG00000205494	ENST00000380369	
ENSG00000205495	ENST00000380370	
ENSG00000205496	ENST00000380371	
ENSG00000205497	ENST00000380373	
ENSG00000176900	ENST00000380378	
ENSG00000132670	ENST00000380393	ENSOPRP00000016211
ENSG00000120907	ENST00000380586	ENSOPRP00000000338
ENSG00000196664	ENST00000380659	ENSOPRP00000015519
ENSG00000139514	ENST00000380752	ENSOPRP00000007526
ENSG00000146938	ENST00000381095	
ENSG00000153707	ENST00000381196	ENSOPRP00000010020
ENSG00000182162	ENST00000381297	
ENSG00000134352	ENST00000381298	
ENSG00000120217	ENST00000381577	ENSOPRP00000011553
ENSG00000205809	ENST00000381902	
ENSG00000134539	ENST00000381907	ENSOPRP00000003108
ENSG00000172150	ENST00000381951	ENSOPRP00000013171
ENSG00000159110	ENST00000382241	ENSOPRP00000003590
ENSG00000155269	ENST00000382487	
ENSG00000186090	ENST00000382489	ENSOPRP00000005053
ENSG00000112902	ENST00000382496	ENSOPRP00000012544
ENSG00000231679	ENST00000383126	
ENSG00000206291	ENST00000383224	
ENSG00000206292	ENST00000383226	
ENSG00000206305	ENST00000383251	
ENSG00000206308	ENST00000383259	
ENSG00000184984	ENST00000383263	
ENSG00000206320	ENST00000383279	
ENSG00000206396	ENST00000383412	
ENSG00000206430	ENST00000383476	
ENSG00000137403	ENST00000383516	
ENSG00000206466	ENST00000383542	
ENSG00000206470	ENST00000383549	
ENSG00000206471	ENST00000383550	
ENSG00000206472	ENST00000383551	
ENSG00000168787	ENST00000383555	ENSOPRP00000005531
ENSG00000204692	ENST00000383556	
ENSG00000206493	ENST00000383597	
ENSG00000206506	ENST00000383623	
ENSG00000206509	ENST00000383627	
ENSG00000206511	ENST00000383638	
ENSG00000204657	ENST00000383640	
ENSG00000206515	ENST00000383643	
ENSG00000206516	ENST00000383644	
ENSG00000206517	ENST00000383645	
ENSG00000206522	ENST00000383651	
ENSG00000206524	ENST00000383653	
ENSG00000206525	ENST00000383654	
ENSG00000206536	ENST00000383695	
ENSG00000230301	ENST00000383696	
ENSG00000205336	ENST00000388812	ENSOPRP00000006443
ENSG00000136011	ENST00000388887	ENSOPRP00000007312
ENSG00000156886	ENST00000389202	
ENSG00000196811	ENST00000389494	
ENSG00000080224	ENST00000389672	ENSOPRP00000014337
