Ensembl Gene ID	Ensembl Transcript ID	Rat Ensembl Protein ID
ENSG00000170803	ENST00000307401	ENSRNOP00000050297
ENSG00000170803	ENST00000307401	ENSRNOP00000039905
ENSG00000170803	ENST00000307401	ENSRNOP00000041835
ENSG00000170803	ENST00000307401	ENSRNOP00000048425
ENSG00000170803	ENST00000307401	ENSRNOP00000039127
ENSG00000170803	ENST00000307401	ENSRNOP00000063039
ENSG00000170803	ENST00000307401	ENSRNOP00000043319
ENSG00000170803	ENST00000307401	ENSRNOP00000046916
ENSG00000170803	ENST00000307401	ENSRNOP00000044407
ENSG00000170803	ENST00000307401	ENSRNOP00000030877
ENSG00000172289	ENST00000307552	ENSRNOP00000028575
ENSG00000196778	ENST00000307632	ENSRNOP00000024957
ENSG00000171860	ENST00000307637	ENSRNOP00000012216
ENSG00000171509	ENST00000307765	ENSRNOP00000033541
ENSG00000174339	ENST00000307832	
ENSG00000163606	ENST00000308611	ENSRNOP00000039646
ENSG00000163606	ENST00000308611	ENSRNOP00000002799
ENSG00000174667	ENST00000308682	ENSRNOP00000043766
ENSG00000174667	ENST00000308682	ENSRNOP00000047732
ENSG00000174667	ENST00000308682	ENSRNOP00000049577
ENSG00000174667	ENST00000308682	ENSRNOP00000051324
ENSG00000056291	ENST00000308744	ENSRNOP00000004153
ENSG00000172519	ENST00000308940	ENSRNOP00000049679
ENSG00000172519	ENST00000308940	ENSRNOP00000040418
ENSG00000172519	ENST00000308940	ENSRNOP00000049724
ENSG00000172519	ENST00000308940	ENSRNOP00000046747
ENSG00000174123	ENST00000308973	ENSRNOP00000055898
ENSG00000174125	ENST00000308979	ENSRNOP00000055899
ENSG00000172938	ENST00000309106	ENSRNOP00000017958
ENSG00000196099	ENST00000309154	
ENSG00000174944	ENST00000309170	ENSRNOP00000054643
ENSG00000174946	ENST00000309180	ENSRNOP00000038911
ENSG00000173578	ENST00000309285	ENSRNOP00000008747
ENSG00000172769	ENST00000309403	ENSRNOP00000017231
ENSG00000172769	ENST00000309403	ENSRNOP00000017444
ENSG00000172769	ENST00000309403	ENSRNOP00000038955
ENSG00000172769	ENST00000309403	ENSRNOP00000050548
ENSG00000172769	ENST00000309403	ENSRNOP00000017455
ENSG00000172769	ENST00000309403	ENSRNOP00000049067
ENSG00000172769	ENST00000309403	ENSRNOP00000047196
ENSG00000172769	ENST00000309403	ENSRNOP00000042410
ENSG00000172769	ENST00000309403	ENSRNOP00000049869
ENSG00000172774	ENST00000309433	ENSRNOP00000017604
ENSG00000163485	ENST00000309502	ENSRNOP00000004602
ENSG00000173391	ENST00000309539	ENSRNOP00000011196
ENSG00000175619	ENST00000309562	ENSRNOP00000029670
ENSG00000175619	ENST00000309562	ENSRNOP00000050061
ENSG00000175619	ENST00000309562	ENSRNOP00000031188
ENSG00000175619	ENST00000309562	ENSRNOP00000048518
ENSG00000173679	ENST00000309623	
ENSG00000175398	ENST00000309675	ENSRNOP00000004458
ENSG00000175393	ENST00000309838	ENSRNOP00000038958
ENSG00000175393	ENST00000309838	ENSRNOP00000040613
ENSG00000175393	ENST00000309838	ENSRNOP00000042349
ENSG00000175393	ENST00000309838	ENSRNOP00000043991
ENSG00000173302	ENST00000309926	
ENSG00000174343	ENST00000310169	ENSRNOP00000003382
ENSG00000197376	ENST00000310194	
ENSG00000172640	ENST00000310248	ENSRNOP00000047119
ENSG00000172640	ENST00000310248	ENSRNOP00000045399
ENSG00000172640	ENST00000310248	ENSRNOP00000014258
ENSG00000173612	ENST00000310357	ENSRNOP00000000451
ENSG00000088053	ENST00000310373	
ENSG00000121716	ENST00000310771	ENSRNOP00000059615
ENSG00000121716	ENST00000310771	ENSRNOP00000035136
ENSG00000121716	ENST00000310771	ENSRNOP00000060351
ENSG00000121716	ENST00000310771	ENSRNOP00000060447
ENSG00000121716	ENST00000310771	ENSRNOP00000059614
ENSG00000121716	ENST00000310771	ENSRNOP00000041571
ENSG00000121716	ENST00000310771	ENSRNOP00000040924
ENSG00000121716	ENST00000310771	ENSRNOP00000062376
ENSG00000121716	ENST00000310771	ENSRNOP00000061816
ENSG00000121716	ENST00000310771	ENSRNOP00000060008
ENSG00000121716	ENST00000310771	ENSRNOP00000045306
ENSG00000121716	ENST00000310771	ENSRNOP00000063274
ENSG00000173250	ENST00000311104	ENSRNOP00000043810
ENSG00000228567	ENST00000311170	
ENSG00000066294	ENST00000311224	ENSRNOP00000042936
ENSG00000250510	ENST00000311268	ENSRNOP00000021669
ENSG00000175485	ENST00000311352	
ENSG00000173567	ENST00000311519	ENSRNOP00000034976
ENSG00000166206	ENST00000311550	ENSRNOP00000061969
ENSG00000186513	ENST00000311591	ENSRNOP00000017615
ENSG00000174837	ENST00000312053	
ENSG00000174600	ENST00000312143	ENSRNOP00000000893
ENSG00000174914	ENST00000312153	ENSRNOP00000044726
ENSG00000174914	ENST00000312153	ENSRNOP00000041027
ENSG00000174937	ENST00000312240	ENSRNOP00000041116
ENSG00000174942	ENST00000312253	ENSRNOP00000050075
ENSG00000110195	ENST00000312293	ENSRNOP00000026962
ENSG00000174957	ENST00000312298	ENSRNOP00000013215
ENSG00000174970	ENST00000312345	ENSRNOP00000046496
ENSG00000174970	ENST00000312345	ENSRNOP00000045706
ENSG00000174970	ENST00000312345	ENSRNOP00000061022
ENSG00000174970	ENST00000312345	ENSRNOP00000054293
ENSG00000174982	ENST00000312422	ENSRNOP00000054210
ENSG00000175514	ENST00000312457	ENSRNOP00000051734
ENSG00000226288	ENST00000312614	
ENSG00000173762	ENST00000312648	ENSRNOP00000051817
ENSG00000181689	ENST00000312711	ENSRNOP00000039249
ENSG00000181689	ENST00000312711	ENSRNOP00000047547
ENSG00000181689	ENST00000312711	ENSRNOP00000044236
ENSG00000181689	ENST00000312711	ENSRNOP00000049344
ENSG00000181689	ENST00000312711	ENSRNOP00000040660
ENSG00000181689	ENST00000312711	ENSRNOP00000041631
ENSG00000181689	ENST00000312711	ENSRNOP00000048418
ENSG00000181689	ENST00000312711	ENSRNOP00000044810
ENSG00000181689	ENST00000312711	ENSRNOP00000040898
ENSG00000181689	ENST00000312711	ENSRNOP00000050747
ENSG00000181693	ENST00000313022	ENSRNOP00000059283
ENSG00000181693	ENST00000313022	ENSRNOP00000043143
ENSG00000181693	ENST00000313022	ENSRNOP00000048100
ENSG00000181693	ENST00000313022	ENSRNOP00000013150
ENSG00000181693	ENST00000313022	ENSRNOP00000042246
ENSG00000181693	ENST00000313022	ENSRNOP00000041464
ENSG00000181693	ENST00000313022	ENSRNOP00000039592
ENSG00000181693	ENST00000313022	ENSRNOP00000063513
ENSG00000181693	ENST00000313022	ENSRNOP00000059379
ENSG00000181698	ENST00000313033	ENSRNOP00000050772
ENSG00000181698	ENST00000313033	ENSRNOP00000013060
ENSG00000181698	ENST00000313033	ENSRNOP00000040644
ENSG00000181698	ENST00000313033	ENSRNOP00000013190
ENSG00000181698	ENST00000313033	ENSRNOP00000039078
ENSG00000181408	ENST00000313135	ENSRNOP00000051809
ENSG00000176200	ENST00000313253	ENSRNOP00000028599
ENSG00000181718	ENST00000313264	ENSRNOP00000045659
ENSG00000181718	ENST00000313264	ENSRNOP00000050821
ENSG00000181718	ENST00000313264	ENSRNOP00000042330
ENSG00000013725	ENST00000313421	ENSRNOP00000028347
ENSG00000181752	ENST00000313447	ENSRNOP00000012938
ENSG00000181752	ENST00000313447	ENSRNOP00000012929
ENSG00000181761	ENST00000313472	ENSRNOP00000059283
ENSG00000181761	ENST00000313472	ENSRNOP00000043143
ENSG00000181761	ENST00000313472	ENSRNOP00000048100
ENSG00000181761	ENST00000313472	ENSRNOP00000013150
ENSG00000181761	ENST00000313472	ENSRNOP00000042246
ENSG00000181761	ENST00000313472	ENSRNOP00000041464
ENSG00000181761	ENST00000313472	ENSRNOP00000039592
ENSG00000181761	ENST00000313472	ENSRNOP00000063513
ENSG00000181761	ENST00000313472	ENSRNOP00000059379
ENSG00000181767	ENST00000313503	ENSRNOP00000059283
ENSG00000181767	ENST00000313503	ENSRNOP00000043143
ENSG00000181767	ENST00000313503	ENSRNOP00000048100
ENSG00000181767	ENST00000313503	ENSRNOP00000013150
ENSG00000181767	ENST00000313503	ENSRNOP00000042246
ENSG00000181767	ENST00000313503	ENSRNOP00000041464
ENSG00000181767	ENST00000313503	ENSRNOP00000039592
ENSG00000181767	ENST00000313503	ENSRNOP00000063513
ENSG00000181767	ENST00000313503	ENSRNOP00000059379
ENSG00000181785	ENST00000313555	ENSRNOP00000039698
ENSG00000177675	ENST00000313599	
ENSG00000176495	ENST00000313940	ENSRNOP00000028619
ENSG00000176495	ENST00000313940	ENSRNOP00000043906
ENSG00000176495	ENST00000313940	ENSRNOP00000046761
ENSG00000176495	ENST00000313940	ENSRNOP00000061311
ENSG00000179546	ENST00000314113	ENSRNOP00000016047
ENSG00000179817	ENST00000314254	
ENSG00000181903	ENST00000314259	ENSRNOP00000039375
ENSG00000178789	ENST00000314401	
ENSG00000181927	ENST00000314612	ENSRNOP00000039565
ENSG00000181935	ENST00000314634	ENSRNOP00000040071
ENSG00000181935	ENST00000314634	ENSRNOP00000049904
ENSG00000181935	ENST00000314634	ENSRNOP00000045073
ENSG00000181935	ENST00000314634	ENSRNOP00000041343
ENSG00000181939	ENST00000314644	ENSRNOP00000043740
ENSG00000181939	ENST00000314644	ENSRNOP00000050424
ENSG00000181939	ENST00000314644	ENSRNOP00000046245
ENSG00000181939	ENST00000314644	ENSRNOP00000048845
ENSG00000181939	ENST00000314644	ENSRNOP00000042322
ENSG00000181939	ENST00000314644	ENSRNOP00000050258
ENSG00000181939	ENST00000314644	ENSRNOP00000046736
ENSG00000181939	ENST00000314644	ENSRNOP00000050398
ENSG00000181939	ENST00000314644	ENSRNOP00000047501
ENSG00000181939	ENST00000314644	ENSRNOP00000042794
ENSG00000181939	ENST00000314644	ENSRNOP00000041320
ENSG00000181939	ENST00000314644	ENSRNOP00000049109
ENSG00000181939	ENST00000314644	ENSRNOP00000050405
ENSG00000181939	ENST00000314644	ENSRNOP00000045222
ENSG00000181939	ENST00000314644	ENSRNOP00000048074
ENSG00000181939	ENST00000314644	ENSRNOP00000040496
ENSG00000181939	ENST00000314644	ENSRNOP00000045595
ENSG00000181939	ENST00000314644	ENSRNOP00000043359
ENSG00000181939	ENST00000314644	ENSRNOP00000042616
ENSG00000181939	ENST00000314644	ENSRNOP00000040093
ENSG00000181939	ENST00000314644	ENSRNOP00000050781
ENSG00000181958	ENST00000314706	ENSRNOP00000043971
ENSG00000181961	ENST00000314721	ENSRNOP00000042009
ENSG00000181961	ENST00000314721	ENSRNOP00000050135
ENSG00000181961	ENST00000314721	ENSRNOP00000046609
ENSG00000181961	ENST00000314721	ENSRNOP00000043334
ENSG00000181961	ENST00000314721	ENSRNOP00000040268
ENSG00000181961	ENST00000314721	ENSRNOP00000042338
ENSG00000181961	ENST00000314721	ENSRNOP00000042587
ENSG00000181961	ENST00000314721	ENSRNOP00000050484
ENSG00000181961	ENST00000314721	ENSRNOP00000042435
ENSG00000181961	ENST00000314721	ENSRNOP00000045472
ENSG00000181961	ENST00000314721	ENSRNOP00000039546
ENSG00000181961	ENST00000314721	ENSRNOP00000045487
ENSG00000181961	ENST00000314721	ENSRNOP00000042312
ENSG00000181961	ENST00000314721	ENSRNOP00000040567
ENSG00000181961	ENST00000314721	ENSRNOP00000050840
ENSG00000180708	ENST00000314902	ENSRNOP00000030653
ENSG00000181656	ENST00000315033	ENSRNOP00000038233
ENSG00000180340	ENST00000315323	ENSRNOP00000036154
ENSG00000150048	ENST00000315330	ENSRNOP00000062457
ENSG00000176198	ENST00000315409	ENSRNOP00000048070
ENSG00000176198	ENST00000315409	ENSRNOP00000041674
ENSG00000176198	ENST00000315409	ENSRNOP00000038993
ENSG00000176198	ENST00000315409	ENSRNOP00000048633
ENSG00000180658	ENST00000315453	ENSRNOP00000007229
ENSG00000176219	ENST00000315519	ENSRNOP00000011632
ENSG00000176230	ENST00000315543	
ENSG00000127507	ENST00000315576	
ENSG00000176246	ENST00000315683	ENSRNOP00000016643
ENSG00000176253	ENST00000315693	
ENSG00000137809	ENST00000315757	ENSRNOP00000008971
ENSG00000176281	ENST00000315915	ENSRNOP00000016683
ENSG00000176294	ENST00000315947	
ENSG00000176299	ENST00000315957	ENSRNOP00000016727
ENSG00000244623	ENST00000316368	
ENSG00000180919	ENST00000316529	
ENSG00000180934	ENST00000316650	
ENSG00000180475	ENST00000316770	ENSRNOP00000043893
ENSG00000180475	ENST00000316770	ENSRNOP00000039041
ENSG00000180914	ENST00000316793	ENSRNOP00000007724
ENSG00000180974	ENST00000316987	ENSRNOP00000023293
ENSG00000180988	ENST00000317037	ENSRNOP00000060002
ENSG00000180988	ENST00000317037	ENSRNOP00000040301
ENSG00000180988	ENST00000317037	ENSRNOP00000047996
ENSG00000180988	ENST00000317037	ENSRNOP00000059415
ENSG00000181001	ENST00000317078	ENSRNOP00000044899
ENSG00000181001	ENST00000317078	ENSRNOP00000039529
ENSG00000181009	ENST00000317093	
ENSG00000181023	ENST00000317121	ENSRNOP00000023177
ENSG00000181074	ENST00000317254	ENSRNOP00000050837
ENSG00000161649	ENST00000317310	ENSRNOP00000028277
ENSG00000177151	ENST00000317450	ENSRNOP00000038706
ENSG00000168995	ENST00000317643	ENSRNOP00000040647
ENSG00000175898	ENST00000317726	ENSRNOP00000028034
ENSG00000180245	ENST00000317735	ENSRNOP00000061336
ENSG00000178358	ENST00000317834	ENSRNOP00000039307
ENSG00000178358	ENST00000317834	ENSRNOP00000040431
ENSG00000177174	ENST00000317861	
ENSG00000177186	ENST00000317965	
ENSG00000177201	ENST00000317996	ENSRNOP00000047059
ENSG00000177201	ENST00000317996	ENSRNOP00000040213
ENSG00000177201	ENST00000317996	ENSRNOP00000043037
ENSG00000177212	ENST00000318021	ENSRNOP00000047059
ENSG00000177212	ENST00000318021	ENSRNOP00000040213
ENSG00000177212	ENST00000318021	ENSRNOP00000043037
ENSG00000176695	ENST00000318050	ENSRNOP00000041931
ENSG00000176695	ENST00000318050	ENSRNOP00000043682
ENSG00000176695	ENST00000318050	ENSRNOP00000050284
ENSG00000177275	ENST00000318244	ENSRNOP00000044911
ENSG00000177275	ENST00000318244	ENSRNOP00000048363
ENSG00000178084	ENST00000318351	
ENSG00000105976	ENST00000318493	ENSRNOP00000009662
ENSG00000180871	ENST00000318507	ENSRNOP00000019109
ENSG00000197309	ENST00000318666	ENSRNOP00000056842
ENSG00000177535	ENST00000318749	ENSRNOP00000033053
ENSG00000179055	ENST00000318763	ENSRNOP00000024722
ENSG00000181104	ENST00000319211	ENSRNOP00000024279
ENSG00000177663	ENST00000319363	ENSRNOP00000014885
ENSG00000178586	ENST00000319423	
ENSG00000179097	ENST00000319595	ENSRNOP00000000907
ENSG00000221840	ENST00000319760	ENSRNOP00000042009
ENSG00000221840	ENST00000319760	ENSRNOP00000050135
ENSG00000221840	ENST00000319760	ENSRNOP00000046609
ENSG00000221840	ENST00000319760	ENSRNOP00000043334
ENSG00000221840	ENST00000319760	ENSRNOP00000040268
ENSG00000221840	ENST00000319760	ENSRNOP00000042338
ENSG00000221840	ENST00000319760	ENSRNOP00000042587
ENSG00000221840	ENST00000319760	ENSRNOP00000050484
ENSG00000221840	ENST00000319760	ENSRNOP00000042435
ENSG00000221840	ENST00000319760	ENSRNOP00000045472
ENSG00000221840	ENST00000319760	ENSRNOP00000039546
ENSG00000221840	ENST00000319760	ENSRNOP00000045487
ENSG00000221840	ENST00000319760	ENSRNOP00000042312
ENSG00000221840	ENST00000319760	ENSRNOP00000040567
ENSG00000221840	ENST00000319760	ENSRNOP00000050840
ENSG00000176540	ENST00000319813	ENSRNOP00000008762
ENSG00000178623	ENST00000319838	ENSRNOP00000037009
ENSG00000176547	ENST00000319856	ENSRNOP00000008864
ENSG00000177462	ENST00000319968	ENSRNOP00000047059
ENSG00000177462	ENST00000319968	ENSRNOP00000040213
ENSG00000177462	ENST00000319968	ENSRNOP00000043037
ENSG00000176555	ENST00000319988	
ENSG00000177476	ENST00000320002	
ENSG00000176567	ENST00000320048	ENSRNOP00000037171
ENSG00000177489	ENST00000320065	
ENSG00000181803	ENST00000320704	ENSRNOP00000031284
ENSG00000254737	ENST00000320891	ENSRNOP00000046973
ENSG00000254737	ENST00000320891	ENSRNOP00000050754
ENSG00000176269	ENST00000320901	
ENSG00000178201	ENST00000321039	ENSRNOP00000050557
ENSG00000178201	ENST00000321039	ENSRNOP00000040340
ENSG00000221866	ENST00000321063	ENSRNOP00000017537
ENSG00000181499	ENST00000321252	
ENSG00000176742	ENST00000321255	
ENSG00000181518	ENST00000321355	ENSRNOP00000046049
ENSG00000176787	ENST00000321522	ENSRNOP00000021115
ENSG00000176798	ENST00000321543	ENSRNOP00000021098
ENSG00000179615	ENST00000321688	ENSRNOP00000063204
ENSG00000244165	ENST00000321826	
ENSG00000176879	ENST00000321961	ENSRNOP00000020981
ENSG00000176893	ENST00000322013	ENSRNOP00000020969
ENSG00000176904	ENST00000322059	ENSRNOP00000021102
ENSG00000176922	ENST00000322101	ENSRNOP00000020699
ENSG00000176231	ENST00000322107	
ENSG00000176925	ENST00000322110	ENSRNOP00000020678
ENSG00000180929	ENST00000322241	ENSRNOP00000038558
ENSG00000188269	ENST00000322301	
ENSG00000180016	ENST00000322608	ENSRNOP00000040387
ENSG00000180016	ENST00000322608	ENSRNOP00000049606
ENSG00000180016	ENST00000322608	ENSRNOP00000050536
ENSG00000180016	ENST00000322608	ENSRNOP00000042028
ENSG00000180016	ENST00000322608	ENSRNOP00000044905
ENSG00000180016	ENST00000322608	ENSRNOP00000042010
ENSG00000180016	ENST00000322608	ENSRNOP00000049888
ENSG00000180016	ENST00000322608	ENSRNOP00000047108
ENSG00000180016	ENST00000322608	ENSRNOP00000040217
ENSG00000180016	ENST00000322608	ENSRNOP00000041235
ENSG00000180016	ENST00000322608	ENSRNOP00000039877
ENSG00000180016	ENST00000322608	ENSRNOP00000040839
ENSG00000180016	ENST00000322608	ENSRNOP00000062661
ENSG00000180016	ENST00000322608	ENSRNOP00000048341
ENSG00000180016	ENST00000322608	ENSRNOP00000048805
ENSG00000180016	ENST00000322608	ENSRNOP00000042973
ENSG00000180016	ENST00000322608	ENSRNOP00000051540
ENSG00000180016	ENST00000322608	ENSRNOP00000043978
ENSG00000180016	ENST00000322608	ENSRNOP00000047074
ENSG00000180016	ENST00000322608	ENSRNOP00000043823
ENSG00000180016	ENST00000322608	ENSRNOP00000051012
ENSG00000180016	ENST00000322608	ENSRNOP00000041484
ENSG00000181609	ENST00000322641	ENSRNOP00000022789
ENSG00000181616	ENST00000322653	ENSRNOP00000023002
ENSG00000179695	ENST00000322678	ENSRNOP00000044386
ENSG00000179695	ENST00000322678	ENSRNOP00000040375
ENSG00000117335	ENST00000322875	ENSRNOP00000053980
ENSG00000177464	ENST00000323040	ENSRNOP00000021894
ENSG00000196610	ENST00000323109	
ENSG00000180090	ENST00000323404	ENSRNOP00000041946
ENSG00000180090	ENST00000323404	ENSRNOP00000051085
ENSG00000180090	ENST00000323404	ENSRNOP00000047885
ENSG00000178394	ENST00000323865	ENSRNOP00000013618
ENSG00000181733	ENST00000324060	ENSRNOP00000019271
ENSG00000181733	ENST00000324060	ENSRNOP00000051205
ENSG00000181733	ENST00000324060	ENSRNOP00000047605
ENSG00000004399	ENST00000324093	ENSRNOP00000033101
ENSG00000178562	ENST00000324106	ENSRNOP00000013701
ENSG00000151617	ENST00000324300	ENSRNOP00000054967
ENSG00000104972	ENST00000324602	
ENSG00000144481	ENST00000324695	ENSRNOP00000025879
ENSG00000176136	ENST00000324750	ENSRNOP00000022364
ENSG00000162897	ENST00000324852	ENSRNOP00000038671
ENSG00000114812	ENST00000325123	
ENSG00000181631	ENST00000325602	ENSRNOP00000047532
ENSG00000181963	ENST00000325719	ENSRNOP00000024961
ENSG00000106128	ENST00000326139	ENSRNOP00000016087
ENSG00000186074	ENST00000326165	ENSRNOP00000033887
ENSG00000186074	ENST00000326165	ENSRNOP00000060120
ENSG00000186074	ENST00000326165	ENSRNOP00000036953
ENSG00000177693	ENST00000326183	ENSRNOP00000041931
ENSG00000177693	ENST00000326183	ENSRNOP00000043682
ENSG00000177693	ENST00000326183	ENSRNOP00000050284
ENSG00000179919	ENST00000326258	
ENSG00000179934	ENST00000326306	ENSRNOP00000029724
ENSG00000240403	ENST00000326321	ENSRNOP00000031521
ENSG00000180269	ENST00000326571	ENSRNOP00000037722
ENSG00000006327	ENST00000326577	ENSRNOP00000004843
ENSG00000080644	ENST00000326828	ENSRNOP00000019307
ENSG00000181273	ENST00000326855	ENSRNOP00000050233
ENSG00000181273	ENST00000326855	ENSRNOP00000047049
ENSG00000181273	ENST00000326855	ENSRNOP00000012416
ENSG00000019169	ENST00000327097	
ENSG00000181371	ENST00000327216	
ENSG00000166342	ENST00000327305	ENSRNOP00000019384
ENSG00000104938	ENST00000327325	ENSRNOP00000029615
ENSG00000104938	ENST00000327325	ENSRNOP00000058463
ENSG00000104938	ENST00000327325	ENSRNOP00000058440
ENSG00000104938	ENST00000327325	ENSRNOP00000058462
ENSG00000104938	ENST00000327325	ENSRNOP00000001344
ENSG00000104938	ENST00000327325	ENSRNOP00000031168
ENSG00000104938	ENST00000327325	ENSRNOP00000001348
ENSG00000104938	ENST00000327325	ENSRNOP00000032606
ENSG00000104938	ENST00000327325	ENSRNOP00000030818
ENSG00000184954	ENST00000327335	ENSRNOP00000040940
ENSG00000184954	ENST00000327335	ENSRNOP00000043977
ENSG00000185385	ENST00000327462	
ENSG00000185436	ENST00000327535	ENSRNOP00000048303
ENSG00000185231	ENST00000327606	ENSRNOP00000022347
ENSG00000153294	ENST00000327753	ENSRNOP00000016906
ENSG00000185897	ENST00000327809	ENSRNOP00000053557
ENSG00000221931	ENST00000327930	ENSRNOP00000008260
ENSG00000182771	ENST00000327946	ENSRNOP00000031478
ENSG00000182771	ENST00000327946	ENSRNOP00000057493
ENSG00000197125	ENST00000328064	ENSRNOP00000044142
ENSG00000185926	ENST00000328188	ENSRNOP00000008715
ENSG00000185926	ENST00000328188	ENSRNOP00000040643
ENSG00000185926	ENST00000328188	ENSRNOP00000050158
ENSG00000185926	ENST00000328188	ENSRNOP00000050547
ENSG00000182613	ENST00000328275	ENSRNOP00000042980
ENSG00000185821	ENST00000328314	ENSRNOP00000043287
ENSG00000185821	ENST00000328314	ENSRNOP00000049336
ENSG00000185821	ENST00000328314	ENSRNOP00000041447
ENSG00000182334	ENST00000328375	ENSRNOP00000038757
ENSG00000183473	ENST00000328544	ENSRNOP00000009612
ENSG00000182783	ENST00000328570	
ENSG00000186891	ENST00000328596	ENSRNOP00000035610
ENSG00000184698	ENST00000328611	
ENSG00000186407	ENST00000328630	
ENSG00000183310	ENST00000328782	
ENSG00000183706	ENST00000328795	ENSRNOP00000050616
ENSG00000183706	ENST00000328795	ENSRNOP00000016721
ENSG00000184881	ENST00000328813	
ENSG00000182782	ENST00000328880	ENSRNOP00000036057
ENSG00000184140	ENST00000328882	ENSRNOP00000051019
ENSG00000184140	ENST00000328882	ENSRNOP00000039525
ENSG00000183024	ENST00000328890	
ENSG00000206306	ENST00000328980	
ENSG00000182687	ENST00000329003	ENSRNOP00000012523
ENSG00000235568	ENST00000329021	ENSRNOP00000030943
ENSG00000185245	ENST00000329125	ENSRNOP00000053510
ENSG00000183840	ENST00000329321	ENSRNOP00000036196
ENSG00000205409	ENST00000329322	ENSRNOP00000044210
ENSG00000205409	ENST00000329322	ENSRNOP00000023279
ENSG00000172742	ENST00000329328	
ENSG00000185372	ENST00000329365	ENSRNOP00000041808
ENSG00000183303	ENST00000329434	ENSRNOP00000045607
ENSG00000183303	ENST00000329434	ENSRNOP00000048588
ENSG00000183303	ENST00000329434	ENSRNOP00000047291
ENSG00000183303	ENST00000329434	ENSRNOP00000052048
ENSG00000183303	ENST00000329434	ENSRNOP00000012919
ENSG00000183303	ENST00000329434	ENSRNOP00000044826
ENSG00000183303	ENST00000329434	ENSRNOP00000048239
ENSG00000183303	ENST00000329434	ENSRNOP00000049368
ENSG00000183303	ENST00000329434	ENSRNOP00000045725
ENSG00000183303	ENST00000329434	ENSRNOP00000061827
ENSG00000183303	ENST00000329434	ENSRNOP00000052047
ENSG00000183303	ENST00000329434	ENSRNOP00000049983
ENSG00000183303	ENST00000329434	ENSRNOP00000049865
ENSG00000183303	ENST00000329434	ENSRNOP00000021031
ENSG00000183303	ENST00000329434	ENSRNOP00000041628
ENSG00000183303	ENST00000329434	ENSRNOP00000044085
ENSG00000183303	ENST00000329434	ENSRNOP00000042596
ENSG00000183303	ENST00000329434	ENSRNOP00000040738
ENSG00000183303	ENST00000329434	ENSRNOP00000042460
ENSG00000183303	ENST00000329434	ENSRNOP00000012975
ENSG00000183303	ENST00000329434	ENSRNOP00000046528
ENSG00000185149	ENST00000329476	
ENSG00000113763	ENST00000329542	ENSRNOP00000032250
ENSG00000184478	ENST00000329564	ENSRNOP00000023307
ENSG00000183695	ENST00000329773	
ENSG00000183484	ENST00000329797	ENSRNOP00000018613
ENSG00000184574	ENST00000329858	ENSRNOP00000038032
ENSG00000184160	ENST00000330055	ENSRNOP00000012322
ENSG00000182631	ENST00000330120	ENSRNOP00000032501
ENSG00000182580	ENST00000330394	ENSRNOP00000039489
ENSG00000182634	ENST00000330487	ENSRNOP00000046973
ENSG00000182634	ENST00000330487	ENSRNOP00000050754
ENSG00000184022	ENST00000330500	
ENSG00000114013	ENST00000330540	ENSRNOP00000003129
ENSG00000183389	ENST00000330728	
ENSG00000167850	ENST00000330793	
ENSG00000183130	ENST00000330803	
ENSG00000183813	ENST00000330953	ENSRNOP00000013705
ENSG00000185291	ENST00000331035	
ENSG00000183729	ENST00000331251	ENSRNOP00000010032
ENSG00000183748	ENST00000331429	ENSRNOP00000062621
ENSG00000184166	ENST00000331459	ENSRNOP00000047018
ENSG00000184166	ENST00000331459	ENSRNOP00000047947
ENSG00000172116	ENST00000331469	ENSRNOP00000009392
ENSG00000178852	ENST00000331493	ENSRNOP00000038052
ENSG00000182652	ENST00000331723	
ENSG00000185920	ENST00000331920	ENSRNOP00000026287
ENSG00000184321	ENST00000332043	ENSRNOP00000036046
ENSG00000173482	ENST00000332175	ENSRNOP00000053204
ENSG00000196266	ENST00000332217	ENSRNOP00000040999
ENSG00000196266	ENST00000332217	ENSRNOP00000039512
ENSG00000182854	ENST00000332238	ENSRNOP00000043478
ENSG00000183313	ENST00000332249	ENSRNOP00000044566
ENSG00000183313	ENST00000332249	ENSRNOP00000039919
ENSG00000182170	ENST00000332314	ENSRNOP00000028126
ENSG00000182170	ENST00000332314	ENSRNOP00000045673
ENSG00000184451	ENST00000332438	ENSRNOP00000027458
ENSG00000183134	ENST00000332539	
ENSG00000115590	ENST00000332549	ENSRNOP00000019415
ENSG00000184194	ENST00000332582	
ENSG00000184933	ENST00000332601	ENSRNOP00000048551
ENSG00000232382	ENST00000332650	
ENSG00000182974	ENST00000332663	ENSRNOP00000016727
ENSG00000185097	ENST00000332831	
ENSG00000221890	ENST00000333039	ENSRNOP00000004703
ENSG00000173662	ENST00000333172	ENSRNOP00000013385
ENSG00000007908	ENST00000333360	ENSRNOP00000003709
ENSG00000182885	ENST00000333493	ENSRNOP00000020062
ENSG00000184394	ENST00000333629	ENSRNOP00000049192
ENSG00000182256	ENST00000333743	ENSRNOP00000019971
ENSG00000186117	ENST00000333973	ENSRNOP00000007689
ENSG00000186119	ENST00000333976	ENSRNOP00000007712
ENSG00000136160	ENST00000334286	ENSRNOP00000014747
ENSG00000152990	ENST00000334304	ENSRNOP00000037291
ENSG00000186306	ENST00000334438	
ENSG00000186265	ENST00000334529	ENSRNOP00000050172
ENSG00000186919	ENST00000334586	
