Ensembl Gene ID	Ensembl Transcript ID	Rabbit Ensembl Protein ID
ENSG00000174914	ENST00000312153	ENSOCUP00000005641
ENSG00000174914	ENST00000312153	ENSOCUP00000002697
ENSG00000174937	ENST00000312240	ENSOCUP00000021543
ENSG00000174942	ENST00000312253	ENSOCUP00000004958
ENSG00000110195	ENST00000312293	ENSOCUP00000000146
ENSG00000174957	ENST00000312298	ENSOCUP00000008995
ENSG00000174970	ENST00000312345	ENSOCUP00000025460
ENSG00000174982	ENST00000312422	ENSOCUP00000023906
ENSG00000175514	ENST00000312457	
ENSG00000226288	ENST00000312614	ENSOCUP00000016044
ENSG00000226288	ENST00000312614	ENSOCUP00000019813
ENSG00000226288	ENST00000312614	ENSOCUP00000020207
ENSG00000173762	ENST00000312648	
ENSG00000181689	ENST00000312711	ENSOCUP00000023738
ENSG00000181689	ENST00000312711	ENSOCUP00000014747
ENSG00000181689	ENST00000312711	ENSOCUP00000023721
ENSG00000181689	ENST00000312711	ENSOCUP00000019908
ENSG00000181693	ENST00000313022	ENSOCUP00000024341
ENSG00000181693	ENST00000313022	ENSOCUP00000020184
ENSG00000181693	ENST00000313022	ENSOCUP00000023770
ENSG00000181693	ENST00000313022	ENSOCUP00000025235
ENSG00000181693	ENST00000313022	ENSOCUP00000017437
ENSG00000181693	ENST00000313022	ENSOCUP00000021737
ENSG00000181698	ENST00000313033	ENSOCUP00000019455
ENSG00000181698	ENST00000313033	ENSOCUP00000020703
ENSG00000181698	ENST00000313033	ENSOCUP00000015647
ENSG00000181408	ENST00000313135	
ENSG00000176200	ENST00000313253	ENSOCUP00000023647
ENSG00000181718	ENST00000313264	ENSOCUP00000024757
ENSG00000181718	ENST00000313264	ENSOCUP00000020933
ENSG00000181718	ENST00000313264	ENSOCUP00000020934
ENSG00000013725	ENST00000313421	ENSOCUP00000010729
ENSG00000181752	ENST00000313447	ENSOCUP00000002595
ENSG00000181752	ENST00000313447	ENSOCUP00000015667
ENSG00000181761	ENST00000313472	ENSOCUP00000024341
ENSG00000181761	ENST00000313472	ENSOCUP00000020184
ENSG00000181761	ENST00000313472	ENSOCUP00000023770
ENSG00000181761	ENST00000313472	ENSOCUP00000025235
ENSG00000181761	ENST00000313472	ENSOCUP00000017437
ENSG00000181761	ENST00000313472	ENSOCUP00000021737
ENSG00000181767	ENST00000313503	ENSOCUP00000024341
ENSG00000181767	ENST00000313503	ENSOCUP00000020184
ENSG00000181767	ENST00000313503	ENSOCUP00000023770
ENSG00000181767	ENST00000313503	ENSOCUP00000025235
ENSG00000181767	ENST00000313503	ENSOCUP00000017437
ENSG00000181767	ENST00000313503	ENSOCUP00000021737
ENSG00000181785	ENST00000313555	ENSOCUP00000021888
ENSG00000177675	ENST00000313599	ENSOCUP00000018239
ENSG00000176495	ENST00000313940	
ENSG00000179546	ENST00000314113	ENSOCUP00000009551
ENSG00000179817	ENST00000314254	
ENSG00000181903	ENST00000314259	ENSOCUP00000020037
ENSG00000178789	ENST00000314401	
ENSG00000181927	ENST00000314612	ENSOCUP00000009198
ENSG00000181935	ENST00000314634	ENSOCUP00000016990
ENSG00000181935	ENST00000314634	ENSOCUP00000018540
ENSG00000181935	ENST00000314634	ENSOCUP00000023304
ENSG00000181935	ENST00000314634	ENSOCUP00000017512
ENSG00000181939	ENST00000314644	ENSOCUP00000022476
ENSG00000181939	ENST00000314644	ENSOCUP00000025711
ENSG00000181939	ENST00000314644	ENSOCUP00000020935
ENSG00000181958	ENST00000314706	ENSOCUP00000022479
ENSG00000181958	ENST00000314706	ENSOCUP00000016281
ENSG00000181958	ENST00000314706	ENSOCUP00000024554
ENSG00000181958	ENST00000314706	ENSOCUP00000019165
ENSG00000181958	ENST00000314706	ENSOCUP00000016480
ENSG00000181961	ENST00000314721	ENSOCUP00000022687
ENSG00000181961	ENST00000314721	ENSOCUP00000023556
ENSG00000180708	ENST00000314902	ENSOCUP00000020446
ENSG00000181656	ENST00000315033	ENSOCUP00000010422
ENSG00000180340	ENST00000315323	ENSOCUP00000012657
ENSG00000150048	ENST00000315330	ENSOCUP00000014430
ENSG00000176198	ENST00000315409	ENSOCUP00000015100
ENSG00000180658	ENST00000315453	ENSOCUP00000019269
ENSG00000176219	ENST00000315519	ENSOCUP00000025803
ENSG00000176230	ENST00000315543	ENSOCUP00000024997
ENSG00000127507	ENST00000315576	ENSOCUP00000006033
ENSG00000176246	ENST00000315683	ENSOCUP00000002169
ENSG00000176253	ENST00000315693	
ENSG00000137809	ENST00000315757	ENSOCUP00000015224
ENSG00000176281	ENST00000315915	ENSOCUP00000021901
ENSG00000176294	ENST00000315947	ENSOCUP00000019677
ENSG00000176294	ENST00000315947	ENSOCUP00000025333
ENSG00000176299	ENST00000315957	ENSOCUP00000009602
ENSG00000244623	ENST00000316368	ENSOCUP00000022084
ENSG00000244623	ENST00000316368	ENSOCUP00000025279
ENSG00000180919	ENST00000316529	
ENSG00000180934	ENST00000316650	ENSOCUP00000019734
ENSG00000180475	ENST00000316770	ENSOCUP00000019868
ENSG00000180475	ENST00000316770	ENSOCUP00000020674
ENSG00000180475	ENST00000316770	ENSOCUP00000024423
ENSG00000180914	ENST00000316793	ENSOCUP00000005151
ENSG00000180974	ENST00000316987	
ENSG00000180988	ENST00000317037	ENSOCUP00000007822
ENSG00000181001	ENST00000317078	ENSOCUP00000002150
ENSG00000181009	ENST00000317093	ENSOCUP00000019421
ENSG00000181023	ENST00000317121	
ENSG00000181074	ENST00000317254	ENSOCUP00000014058
ENSG00000161649	ENST00000317310	ENSOCUP00000022246
ENSG00000177151	ENST00000317450	ENSOCUP00000016645
ENSG00000168995	ENST00000317643	
ENSG00000175898	ENST00000317726	
ENSG00000180245	ENST00000317735	ENSOCUP00000003386
ENSG00000178358	ENST00000317834	
ENSG00000177174	ENST00000317861	
ENSG00000177186	ENST00000317965	
ENSG00000177201	ENST00000317996	ENSOCUP00000014497
ENSG00000177212	ENST00000318021	ENSOCUP00000014497
ENSG00000176695	ENST00000318050	ENSOCUP00000010028
ENSG00000177275	ENST00000318244	ENSOCUP00000019198
ENSG00000177275	ENST00000318244	ENSOCUP00000016370
ENSG00000178084	ENST00000318351	ENSOCUP00000008714
ENSG00000105976	ENST00000318493	ENSOCUP00000011247
ENSG00000180871	ENST00000318507	
ENSG00000197309	ENST00000318666	ENSOCUP00000011139
ENSG00000197309	ENST00000318666	ENSOCUP00000017854
ENSG00000177535	ENST00000318749	ENSOCUP00000009610
ENSG00000179055	ENST00000318763	ENSOCUP00000024359
ENSG00000181104	ENST00000319211	ENSOCUP00000020419
ENSG00000177663	ENST00000319363	ENSOCUP00000022474
ENSG00000178586	ENST00000319423	
ENSG00000179097	ENST00000319595	ENSOCUP00000018984
ENSG00000221840	ENST00000319760	ENSOCUP00000022687
ENSG00000221840	ENST00000319760	ENSOCUP00000023556
ENSG00000176540	ENST00000319813	ENSOCUP00000024797
ENSG00000178623	ENST00000319838	
ENSG00000176547	ENST00000319856	ENSOCUP00000008244
ENSG00000177462	ENST00000319968	ENSOCUP00000014497
ENSG00000176555	ENST00000319988	
ENSG00000177476	ENST00000320002	ENSOCUP00000017860
ENSG00000176567	ENST00000320048	ENSOCUP00000020596
ENSG00000177489	ENST00000320065	
ENSG00000181803	ENST00000320704	ENSOCUP00000014881
ENSG00000254737	ENST00000320891	ENSOCUP00000021022
ENSG00000254737	ENST00000320891	ENSOCUP00000011125
ENSG00000176269	ENST00000320901	
ENSG00000178201	ENST00000321039	ENSOCUP00000019061
ENSG00000178201	ENST00000321039	ENSOCUP00000019731
ENSG00000221866	ENST00000321063	ENSOCUP00000023428
ENSG00000181499	ENST00000321252	
ENSG00000176742	ENST00000321255	ENSOCUP00000000929
ENSG00000181518	ENST00000321355	ENSOCUP00000025849
ENSG00000181518	ENST00000321355	ENSOCUP00000019288
ENSG00000176787	ENST00000321522	
ENSG00000176798	ENST00000321543	ENSOCUP00000022487
ENSG00000179615	ENST00000321688	
ENSG00000244165	ENST00000321826	ENSOCUP00000025558
ENSG00000176879	ENST00000321961	ENSOCUP00000016512
ENSG00000176893	ENST00000322013	ENSOCUP00000018648
ENSG00000176904	ENST00000322059	ENSOCUP00000006811
ENSG00000176922	ENST00000322101	
ENSG00000176231	ENST00000322107	
ENSG00000176925	ENST00000322110	ENSOCUP00000016262
ENSG00000180929	ENST00000322241	
ENSG00000188269	ENST00000322301	
ENSG00000180016	ENST00000322608	ENSOCUP00000021889
ENSG00000180016	ENST00000322608	ENSOCUP00000009680
ENSG00000180016	ENST00000322608	ENSOCUP00000023036
ENSG00000180016	ENST00000322608	ENSOCUP00000019265
ENSG00000180016	ENST00000322608	ENSOCUP00000020376
ENSG00000180016	ENST00000322608	ENSOCUP00000009989
ENSG00000180016	ENST00000322608	ENSOCUP00000024672
ENSG00000181609	ENST00000322641	ENSOCUP00000011689
ENSG00000181609	ENST00000322641	ENSOCUP00000007071
ENSG00000181616	ENST00000322653	ENSOCUP00000016006
ENSG00000179695	ENST00000322678	ENSOCUP00000017145
ENSG00000117335	ENST00000322875	ENSOCUP00000010460
ENSG00000177464	ENST00000323040	ENSOCUP00000023311
ENSG00000196610	ENST00000323109	
ENSG00000180090	ENST00000323404	
ENSG00000178394	ENST00000323865	ENSOCUP00000008436
ENSG00000181733	ENST00000324060	ENSOCUP00000020360
ENSG00000004399	ENST00000324093	ENSOCUP00000011241
ENSG00000178562	ENST00000324106	ENSOCUP00000025050
ENSG00000151617	ENST00000324300	ENSOCUP00000001082
ENSG00000104972	ENST00000324602	
ENSG00000144481	ENST00000324695	ENSOCUP00000001769
ENSG00000176136	ENST00000324750	ENSOCUP00000020515
ENSG00000162897	ENST00000324852	ENSOCUP00000012323
ENSG00000114812	ENST00000325123	ENSOCUP00000011285
ENSG00000181631	ENST00000325602	ENSOCUP00000000367
ENSG00000181963	ENST00000325719	
ENSG00000106128	ENST00000326139	ENSOCUP00000013563
ENSG00000186074	ENST00000326165	ENSOCUP00000014039
ENSG00000177693	ENST00000326183	ENSOCUP00000010028
ENSG00000179919	ENST00000326258	
ENSG00000179934	ENST00000326306	ENSOCUP00000010278
ENSG00000240403	ENST00000326321	
ENSG00000180269	ENST00000326571	ENSOCUP00000020641
ENSG00000006327	ENST00000326577	ENSOCUP00000018848
ENSG00000080644	ENST00000326828	ENSOCUP00000004351
ENSG00000181273	ENST00000326855	ENSOCUP00000020646
ENSG00000019169	ENST00000327097	ENSOCUP00000005962
ENSG00000181371	ENST00000327216	
ENSG00000166342	ENST00000327305	ENSOCUP00000006636
ENSG00000104938	ENST00000327325	ENSOCUP00000009370
ENSG00000184954	ENST00000327335	ENSOCUP00000019657
ENSG00000185385	ENST00000327462	
ENSG00000185436	ENST00000327535	ENSOCUP00000001283
ENSG00000185231	ENST00000327606	ENSOCUP00000022326
ENSG00000153294	ENST00000327753	ENSOCUP00000011207
ENSG00000185897	ENST00000327809	ENSOCUP00000017137
ENSG00000221931	ENST00000327930	
ENSG00000182771	ENST00000327946	ENSOCUP00000011078
ENSG00000197125	ENST00000328064	ENSOCUP00000015926
ENSG00000185926	ENST00000328188	
ENSG00000182613	ENST00000328275	
ENSG00000185821	ENST00000328314	
ENSG00000182334	ENST00000328375	ENSOCUP00000019012
ENSG00000183473	ENST00000328544	
ENSG00000182783	ENST00000328570	
ENSG00000186891	ENST00000328596	
ENSG00000184698	ENST00000328611	ENSOCUP00000020635
ENSG00000186407	ENST00000328630	
ENSG00000183310	ENST00000328782	
ENSG00000183706	ENST00000328795	
ENSG00000184881	ENST00000328813	
ENSG00000182782	ENST00000328880	ENSOCUP00000026141
ENSG00000184140	ENST00000328882	ENSOCUP00000021283
ENSG00000183024	ENST00000328890	ENSOCUP00000013645
ENSG00000206306	ENST00000328980	
ENSG00000182687	ENST00000329003	ENSOCUP00000000369
ENSG00000235568	ENST00000329021	ENSOCUP00000020894
ENSG00000185245	ENST00000329125	ENSOCUP00000000954
ENSG00000183840	ENST00000329321	ENSOCUP00000000159
ENSG00000205409	ENST00000329322	
ENSG00000172742	ENST00000329328	ENSOCUP00000019995
ENSG00000185372	ENST00000329365	ENSOCUP00000016043
ENSG00000183303	ENST00000329434	ENSOCUP00000015574
ENSG00000183303	ENST00000329434	ENSOCUP00000025379
ENSG00000183303	ENST00000329434	ENSOCUP00000023158
ENSG00000183303	ENST00000329434	ENSOCUP00000013431
ENSG00000183303	ENST00000329434	ENSOCUP00000019996
ENSG00000185149	ENST00000329476	ENSOCUP00000019949
ENSG00000113763	ENST00000329542	ENSOCUP00000000348
ENSG00000184478	ENST00000329564	ENSOCUP00000005353
ENSG00000183695	ENST00000329773	
ENSG00000183484	ENST00000329797	
ENSG00000184574	ENST00000329858	ENSOCUP00000018263
ENSG00000184160	ENST00000330055	
ENSG00000182631	ENST00000330120	ENSOCUP00000004276
ENSG00000182580	ENST00000330394	ENSOCUP00000010881
ENSG00000182634	ENST00000330487	ENSOCUP00000021022
ENSG00000182634	ENST00000330487	ENSOCUP00000011125
ENSG00000184022	ENST00000330500	
ENSG00000114013	ENST00000330540	ENSOCUP00000009930
ENSG00000183389	ENST00000330728	ENSOCUP00000023453
ENSG00000167850	ENST00000330793	
ENSG00000183130	ENST00000330803	ENSOCUP00000009904
ENSG00000183813	ENST00000330953	ENSOCUP00000021905
ENSG00000185291	ENST00000331035	ENSOCUP00000018065
ENSG00000183729	ENST00000331251	ENSOCUP00000019612
ENSG00000183748	ENST00000331429	ENSOCUP00000002826
ENSG00000184166	ENST00000331459	ENSOCUP00000000181
ENSG00000184166	ENST00000331459	ENSOCUP00000023652
ENSG00000172116	ENST00000331469	ENSOCUP00000008094
ENSG00000178852	ENST00000331493	
ENSG00000182652	ENST00000331723	
ENSG00000185920	ENST00000331920	ENSOCUP00000002587
ENSG00000184321	ENST00000332043	ENSOCUP00000018549
ENSG00000173482	ENST00000332175	ENSOCUP00000013875
ENSG00000196266	ENST00000332217	ENSOCUP00000022918
ENSG00000182854	ENST00000332238	ENSOCUP00000022997
ENSG00000183313	ENST00000332249	ENSOCUP00000017994
ENSG00000182170	ENST00000332314	
ENSG00000184451	ENST00000332438	ENSOCUP00000020567
ENSG00000183134	ENST00000332539	ENSOCUP00000018027
ENSG00000115590	ENST00000332549	ENSOCUP00000014394
ENSG00000184194	ENST00000332582	ENSOCUP00000015884
ENSG00000184933	ENST00000332601	ENSOCUP00000020070
ENSG00000232382	ENST00000332650	ENSOCUP00000001520
ENSG00000182974	ENST00000332663	ENSOCUP00000009602
ENSG00000185097	ENST00000332831	
ENSG00000221890	ENST00000333039	ENSOCUP00000022813
ENSG00000173662	ENST00000333172	ENSOCUP00000020314
ENSG00000007908	ENST00000333360	ENSOCUP00000014985
ENSG00000182885	ENST00000333493	ENSOCUP00000014311
ENSG00000184394	ENST00000333629	ENSOCUP00000001540
ENSG00000182256	ENST00000333743	ENSOCUP00000009962
ENSG00000186117	ENST00000333973	
ENSG00000186119	ENST00000333976	ENSOCUP00000013056
ENSG00000186119	ENST00000333976	ENSOCUP00000017955
ENSG00000136160	ENST00000334286	ENSOCUP00000015272
ENSG00000152990	ENST00000334304	ENSOCUP00000000795
ENSG00000186306	ENST00000334438	ENSOCUP00000024497
ENSG00000186265	ENST00000334529	
ENSG00000186919	ENST00000334586	ENSOCUP00000000371
ENSG00000110148	ENST00000334619	ENSOCUP00000006740
ENSG00000186440	ENST00000334632	ENSOCUP00000024176
ENSG00000186881	ENST00000334726	ENSOCUP00000005970
ENSG00000180264	ENST00000334810	ENSOCUP00000005425
ENSG00000184155	ENST00000334857	
ENSG00000186723	ENST00000334920	ENSOCUP00000018966
ENSG00000186943	ENST00000335040	ENSOCUP00000014076
ENSG00000197403	ENST00000335094	ENSOCUP00000015193
ENSG00000186092	ENST00000335137	ENSOCUP00000010028
ENSG00000221954	ENST00000335238	ENSOCUP00000001765
ENSG00000221954	ENST00000335238	ENSOCUP00000017881
ENSG00000197233	ENST00000335302	
ENSG00000186038	ENST00000335304	
ENSG00000107731	ENST00000335350	ENSOCUP00000006006
ENSG00000186509	ENST00000335397	ENSOCUP00000005264
ENSG00000186113	ENST00000335605	
ENSG00000186297	ENST00000335625	ENSOCUP00000011109
ENSG00000257008	ENST00000335666	ENSOCUP00000022297
ENSG00000125498	ENST00000336077	
ENSG00000148680	ENST00000336152	ENSOCUP00000013835
ENSG00000044524	ENST00000336596	ENSOCUP00000009015
ENSG00000125510	ENST00000336866	
ENSG00000135124	ENST00000337233	ENSOCUP00000001914
ENSG00000187800	ENST00000338302	ENSOCUP00000009225
ENSG00000164129	ENST00000338566	
ENSG00000188124	ENST00000338569	ENSOCUP00000013663
ENSG00000188124	ENST00000338569	ENSOCUP00000019313
ENSG00000171054	ENST00000338616	ENSOCUP00000009736
ENSG00000187474	ENST00000339223	ENSOCUP00000007434
ENSG00000188340	ENST00000339258	ENSOCUP00000016871
ENSG00000169962	ENST00000339381	
ENSG00000179603	ENST00000339582	ENSOCUP00000001830
ENSG00000171049	ENST00000340023	ENSOCUP00000007434
ENSG00000204475	ENST00000340027	ENSOCUP00000015871
ENSG00000068078	ENST00000340107	
ENSG00000101180	ENST00000340177	
ENSG00000159618	ENST00000340339	ENSOCUP00000025346
ENSG00000187871	ENST00000340465	ENSOCUP00000014317
ENSG00000072071	ENST00000340736	ENSOCUP00000023951
ENSG00000239590	ENST00000340750	ENSOCUP00000025974
ENSG00000159346	ENST00000340990	ENSOCUP00000020601
ENSG00000187918	ENST00000341449	ENSOCUP00000015124
ENSG00000196131	ENST00000341702	ENSOCUP00000022795
ENSG00000187957	ENST00000341772	ENSOCUP00000014369
ENSG00000122718	ENST00000341959	
ENSG00000168575	ENST00000342228	ENSOCUP00000013251
ENSG00000188888	ENST00000342292	ENSOCUP00000013498
ENSG00000243772	ENST00000342376	
ENSG00000189181	ENST00000342623	ENSOCUP00000017564
ENSG00000170412	ENST00000342648	ENSOCUP00000011534
ENSG00000178568	ENST00000342788	ENSOCUP00000008439
ENSG00000196240	ENST00000342927	ENSOCUP00000016645
ENSG00000092421	ENST00000343348	ENSOCUP00000011894
ENSG00000187857	ENST00000343399	ENSOCUP00000007891
ENSG00000188558	ENST00000343414	ENSOCUP00000023778
ENSG00000188558	ENST00000343414	ENSOCUP00000016977
ENSG00000188069	ENST00000343430	ENSOCUP00000022144
ENSG00000160791	ENST00000343801	
ENSG00000197706	ENST00000343870	ENSOCUP00000002934
ENSG00000187848	ENST00000343948	ENSOCUP00000015234
ENSG00000188000	ENST00000344248	
ENSG00000187612	ENST00000344514	ENSOCUP00000010504
ENSG00000188763	ENST00000344575	ENSOCUP00000016183
ENSG00000187701	ENST00000344889	ENSOCUP00000013960
ENSG00000187701	ENST00000344889	ENSOCUP00000025414
ENSG00000187747	ENST00000345043	ENSOCUP00000011687
ENSG00000188778	ENST00000345060	ENSOCUP00000022221
ENSG00000156642	ENST00000345330	ENSOCUP00000008669
ENSG00000060656	ENST00000345512	ENSOCUP00000010910
ENSG00000189013	ENST00000345540	
ENSG00000104921	ENST00000346664	ENSOCUP00000018740
ENSG00000162594	ENST00000347310	ENSOCUP00000025563
ENSG00000110448	ENST00000347785	ENSOCUP00000023266
ENSG00000116678	ENST00000349533	ENSOCUP00000014912
ENSG00000179468	ENST00000350513	
ENSG00000114739	ENST00000352511	
ENSG00000231192	ENST00000354565	ENSOCUP00000014627
ENSG00000196661	ENST00000354597	ENSOCUP00000009999
ENSG00000196661	ENST00000354597	ENSOCUP00000009997
ENSG00000168079	ENST00000354914	ENSOCUP00000025158
ENSG00000196098	ENST00000354924	ENSOCUP00000016530
ENSG00000196189	ENST00000355014	ENSOCUP00000001144
ENSG00000161944	ENST00000355035	ENSOCUP00000018167
ENSG00000197405	ENST00000355085	ENSOCUP00000023879
ENSG00000197938	ENST00000355273	
ENSG00000197454	ENST00000355281	ENSOCUP00000010953
ENSG00000166736	ENST00000355556	ENSOCUP00000006455
ENSG00000136869	ENST00000355622	ENSOCUP00000001909
ENSG00000157873	ENST00000355716	
ENSG00000198104	ENST00000355728	ENSOCUP00000019335
ENSG00000198104	ENST00000355728	ENSOCUP00000019436
ENSG00000197591	ENST00000355784	ENSOCUP00000020906
ENSG00000173890	ENST00000355897	ENSOCUP00000011270
ENSG00000165246	ENST00000355905	
ENSG00000198053	ENST00000356025	ENSOCUP00000022865
ENSG00000198053	ENST00000356025	ENSOCUP00000020477
ENSG00000176937	ENST00000356069	ENSOCUP00000025568
ENSG00000176937	ENST00000356069	ENSOCUP00000015616
ENSG00000176937	ENST00000356069	ENSOCUP00000016080
ENSG00000198657	ENST00000356130	ENSOCUP00000022062
ENSG00000233412	ENST00000356526	ENSOCUP00000014627
ENSG00000050628	ENST00000356595	ENSOCUP00000021559
ENSG00000173535	ENST00000356864	
ENSG00000197081	ENST00000356956	ENSOCUP00000022695
ENSG00000139187	ENST00000356986	ENSOCUP00000015309
ENSG00000196917	ENST00000356987	ENSOCUP00000016665
ENSG00000196936	ENST00000357191	ENSOCUP00000010953
ENSG00000196832	ENST00000357366	ENSOCUP00000024414
ENSG00000105426	ENST00000357368	
ENSG00000197786	ENST00000357377	ENSOCUP00000013095
ENSG00000197786	ENST00000357377	ENSOCUP00000025108
ENSG00000121797	ENST00000357392	ENSOCUP00000023378
ENSG00000197263	ENST00000357438	ENSOCUP00000001185
ENSG00000180616	ENST00000357585	ENSOCUP00000008063
ENSG00000197428	ENST00000357605	ENSOCUP00000012376
ENSG00000196772	ENST00000357627	ENSOCUP00000021526
ENSG00000196277	ENST00000357716	ENSOCUP00000021043
ENSG00000196341	ENST00000357821	
ENSG00000135622	ENST00000357877	ENSOCUP00000004034
ENSG00000213694	ENST00000358157	ENSOCUP00000013209
ENSG00000196411	ENST00000358173	ENSOCUP00000014526
ENSG00000168329	ENST00000358309	ENSOCUP00000024608
ENSG00000142627	ENST00000358432	ENSOCUP00000016311
ENSG00000188324	ENST00000358433	ENSOCUP00000025007
ENSG00000196578	ENST00000358642	ENSOCUP00000024459
ENSG00000072694	ENST00000358671	ENSOCUP00000010045
ENSG00000072694	ENST00000358671	ENSOCUP00000010038
ENSG00000196338	ENST00000358741	ENSOCUP00000022184
ENSG00000126895	ENST00000358927	ENSOCUP00000013477
ENSG00000163513	ENST00000359013	ENSOCUP00000013719
ENSG00000134545	ENST00000359151	
ENSG00000177575	ENST00000359156	ENSOCUP00000003433
ENSG00000176895	ENST00000359350	ENSOCUP00000023074
ENSG00000148604	ENST00000359452	ENSOCUP00000005304
ENSG00000004948	ENST00000359558	ENSOCUP00000020880
ENSG00000196539	ENST00000359594	
ENSG00000196218	ENST00000359596	ENSOCUP00000025335
ENSG00000196171	ENST00000359610	ENSOCUP00000023398
ENSG00000198601	ENST00000359682	
ENSG00000197437	ENST00000359688	
ENSG00000187258	ENST00000359791	ENSOCUP00000004453
ENSG00000117114	ENST00000359929	ENSOCUP00000011744
ENSG00000142949	ENST00000359947	ENSOCUP00000017662
ENSG00000198128	ENST00000359959	ENSOCUP00000010953
ENSG00000196126	ENST00000360004	ENSOCUP00000016089
ENSG00000196126	ENST00000360004	ENSOCUP00000023763
ENSG00000196126	ENST00000360004	ENSOCUP00000001200
ENSG00000196126	ENST00000360004	ENSOCUP00000001201
ENSG00000072274	ENST00000360110	ENSOCUP00000014641
ENSG00000167851	ENST00000360141	
ENSG00000197790	ENST00000360213	ENSOCUP00000021735
ENSG00000198283	ENST00000360374	ENSOCUP00000019067
ENSG00000118257	ENST00000360409	ENSOCUP00000006899
ENSG00000197635	ENST00000360534	ENSOCUP00000009852
ENSG00000239732	ENST00000360658	
ENSG00000164270	ENST00000360693	ENSOCUP00000014870
ENSG00000170683	ENST00000360759	ENSOCUP00000003657
ENSG00000170180	ENST00000360771	ENSOCUP00000022347
ENSG00000119121	ENST00000360774	ENSOCUP00000022751
ENSG00000119121	ENST00000360774	ENSOCUP00000003244
ENSG00000140538	ENST00000360948	ENSOCUP00000011647
ENSG00000197594	ENST00000360971	ENSOCUP00000012432
ENSG00000198967	ENST00000361284	ENSOCUP00000019831
ENSG00000196776	ENST00000361309	ENSOCUP00000003444
ENSG00000196776	ENST00000361309	ENSOCUP00000019893
ENSG00000158458	ENST00000361474	ENSOCUP00000015818
ENSG00000132704	ENST00000361516	ENSOCUP00000007814
ENSG00000198822	ENST00000361669	ENSOCUP00000006361
ENSG00000152822	ENST00000361719	ENSOCUP00000005964
ENSG00000198877	ENST00000361760	ENSOCUP00000020812
ENSG00000198851	ENST00000361763	ENSOCUP00000005934
ENSG00000198851	ENST00000361763	ENSOCUP00000001596
ENSG00000105699	ENST00000361790	ENSOCUP00000014296
ENSG00000198785	ENST00000361820	ENSOCUP00000023394
ENSG00000143297	ENST00000361835	ENSOCUP00000007782
ENSG00000198829	ENST00000362032	ENSOCUP00000015505
ENSG00000149295	ENST00000362072	ENSOCUP00000010023
ENSG00000198821	ENST00000362089	ENSOCUP00000020187
ENSG00000203618	ENST00000366425	
ENSG00000203661	ENST00000366473	
ENSG00000175143	ENST00000366474	
ENSG00000196944	ENST00000366475	
ENSG00000162727	ENST00000366476	
ENSG00000196071	ENST00000366478	ENSOCUP00000018227
ENSG00000203663	ENST00000366479	ENSOCUP00000010953
ENSG00000187080	ENST00000366480	
ENSG00000241128	ENST00000366485	
ENSG00000196242	ENST00000366487	ENSOCUP00000011561
ENSG00000054277	ENST00000366554	ENSOCUP00000006665
ENSG00000116996	ENST00000366570	ENSOCUP00000022164
ENSG00000077585	ENST00000366592	ENSOCUP00000010995
ENSG00000120436	ENST00000366834	
ENSG00000162769	ENST00000366971	ENSOCUP00000004156
ENSG00000076356	ENST00000367033	ENSOCUP00000003028
ENSG00000203710	ENST00000367049	ENSOCUP00000005600
ENSG00000117322	ENST00000367057	
ENSG00000198049	ENST00000367126	ENSOCUP00000006353
ENSG00000133067	ENST00000367278	ENSOCUP00000008832
ENSG00000170075	ENST00000367282	
ENSG00000111981	ENST00000367345	
ENSG00000131015	ENST00000367351	
ENSG00000153029	ENST00000367580	
ENSG00000143324	ENST00000367590	ENSOCUP00000000490
ENSG00000112414	ENST00000367609	ENSOCUP00000002211
ENSG00000203737	ENST00000367685	ENSOCUP00000009039
ENSG00000027697	ENST00000367739	ENSOCUP00000011407
ENSG00000143147	ENST00000367838	ENSOCUP00000016518
ENSG00000143167	ENST00000367868	ENSOCUP00000020517
ENSG00000162733	ENST00000367922	ENSOCUP00000009847
ENSG00000162747	ENST00000367964	ENSOCUP00000019538
ENSG00000162747	ENST00000367964	ENSOCUP00000012417
ENSG00000203747	ENST00000367969	ENSOCUP00000019538
ENSG00000203747	ENST00000367969	ENSOCUP00000012417
ENSG00000143217	ENST00000368012	ENSOCUP00000002045
ENSG00000158769	ENST00000368026	ENSOCUP00000023762
ENSG00000122223	ENST00000368033	ENSOCUP00000011686
ENSG00000026751	ENST00000368043	ENSOCUP00000011665
ENSG00000162739	ENST00000368057	ENSOCUP00000019702
ENSG00000179639	ENST00000368115	ENSOCUP00000021595
ENSG00000213088	ENST00000368121	ENSOCUP00000017802
ENSG00000180433	ENST00000368144	ENSOCUP00000016589
ENSG00000203757	ENST00000368145	ENSOCUP00000005875
ENSG00000186400	ENST00000368150	ENSOCUP00000011798
ENSG00000198965	ENST00000368152	ENSOCUP00000022007
ENSG00000158473	ENST00000368171	ENSOCUP00000005660
ENSG00000163534	ENST00000368176	ENSOCUP00000004287
ENSG00000160856	ENST00000368184	ENSOCUP00000007803
ENSG00000027644	ENST00000368195	ENSOCUP00000009205
ENSG00000152894	ENST00000368213	ENSOCUP00000001454
ENSG00000173080	ENST00000368318	ENSOCUP00000021991
ENSG00000160716	ENST00000368476	
ENSG00000160712	ENST00000368485	ENSOCUP00000014060
ENSG00000047936	ENST00000368508	ENSOCUP00000002794
