Ensembl Gene ID	Ensembl Transcript ID	Dog Ensembl Protein ID
ENSG00000157219	ENST00000287907	ENSCAFP00000007565
ENSG00000157240	ENST00000287934	ENSCAFP00000002804
ENSG00000157404	ENST00000288135	ENSCAFP00000003042
ENSG00000157873	ENST00000355716	ENSCAFP00000028709
ENSG00000158292	ENST00000377893	ENSCAFP00000028945
ENSG00000158458	ENST00000361474	ENSCAFP00000008572
ENSG00000158473	ENST00000368171	
ENSG00000158748	ENST00000289753	ENSCAFP00000030616
ENSG00000158769	ENST00000368026	ENSCAFP00000018655
ENSG00000158869	ENST00000289902	ENSCAFP00000018972
ENSG00000159110	ENST00000382241	ENSCAFP00000013331
ENSG00000159128	ENST00000290219	ENSCAFP00000013375
ENSG00000159164	ENST00000369146	ENSCAFP00000017054
ENSG00000159346	ENST00000340990	ENSCAFP00000015251
ENSG00000159618	ENST00000340339	ENSCAFP00000012793
ENSG00000159958	ENST00000291232	ENSCAFP00000001422
ENSG00000159961	ENST00000291231	
ENSG00000160013	ENST00000291294	ENSCAFP00000006358
ENSG00000160255	ENST00000397852	ENSCAFP00000016262
ENSG00000160654	ENST00000532917	ENSCAFP00000018809
ENSG00000160683	ENST00000292174	ENSCAFP00000018310
ENSG00000160712	ENST00000368485	ENSCAFP00000025310
ENSG00000160716	ENST00000368476	ENSCAFP00000025294
ENSG00000160791	ENST00000343801	ENSCAFP00000020323
ENSG00000160801	ENST00000449590	ENSCAFP00000020013
ENSG00000160856	ENST00000368184	ENSCAFP00000024208
ENSG00000160951	ENST00000292513	ENSCAFP00000024002
ENSG00000161509	ENST00000293190	ENSCAFP00000006896
ENSG00000161638	ENST00000293379	ENSCAFP00000009742
ENSG00000161649	ENST00000317310	ENSCAFP00000021297
ENSG00000161911	ENST00000373127	ENSCAFP00000002300
ENSG00000161921	ENST00000293778	ENSCAFP00000031705
ENSG00000161944	ENST00000355035	ENSCAFP00000023524
ENSG00000162009	ENST00000397547	ENSCAFP00000028988
ENSG00000162337	ENST00000294304	ENSCAFP00000016050
ENSG00000162594	ENST00000347310	ENSCAFP00000031793
ENSG00000162604	ENST00000371180	ENSCAFP00000027791
ENSG00000162618	ENST00000370742	ENSCAFP00000030167
ENSG00000162727	ENST00000366476	ENSCAFP00000032728
ENSG00000162733	ENST00000367922	ENSCAFP00000019449
ENSG00000162739	ENST00000368057	ENSCAFP00000032027
ENSG00000162747	ENST00000367964	ENSCAFP00000019180
ENSG00000162769	ENST00000366971	ENSCAFP00000018207
ENSG00000162881	ENST00000378661	ENSCAFP00000003543
ENSG00000162897	ENST00000324852	ENSCAFP00000016930
ENSG00000163251	ENST00000295417	ENSCAFP00000019956
ENSG00000163285	ENST00000295452	ENSCAFP00000002762
ENSG00000163288	ENST00000295454	ENSCAFP00000002776
ENSG00000163394	ENST00000295589	ENSCAFP00000024104
ENSG00000163485	ENST00000309502	ENSCAFP00000015121
ENSG00000163513	ENST00000359013	ENSCAFP00000008129
ENSG00000163518	ENST00000271532	ENSCAFP00000024223
ENSG00000163534	ENST00000368176	ENSCAFP00000024207
ENSG00000163702	ENST00000295981	ENSCAFP00000007841
ENSG00000163785	ENST00000296084	ENSCAFP00000010007
ENSG00000163823	ENST00000296140	ENSCAFP00000020354
ENSG00000163873	ENST00000373091	ENSCAFP00000004975
ENSG00000163914	ENST00000296271	ENSCAFP00000006912
ENSG00000163956	ENST00000500728	ENSCAFP00000021550
ENSG00000164078	ENST00000296474	ENSCAFP00000031338
ENSG00000164082	ENST00000395052	ENSCAFP00000002613
ENSG00000164128	ENST00000296533	ENSCAFP00000012917
ENSG00000164129	ENST00000338566	ENSCAFP00000012919
ENSG00000164171	ENST00000296585	ENSCAFP00000027208
ENSG00000164199	ENST00000405460	ENSCAFP00000012130
ENSG00000164199	ENST00000405460	ENSCAFP00000012135
ENSG00000164220	ENST00000296641	ENSCAFP00000013685
ENSG00000164251	ENST00000296677	ENSCAFP00000030588
ENSG00000164270	ENST00000360693	ENSCAFP00000027104
ENSG00000164342	ENST00000296795	ENSCAFP00000011004
ENSG00000164393	ENST00000296862	ENSCAFP00000003070
ENSG00000164418	ENST00000421544	ENSCAFP00000005338
ENSG00000164509	ENST00000447346	ENSCAFP00000010258
ENSG00000164604	ENST00000501255	ENSCAFP00000004940
ENSG00000164849	ENST00000397095	ENSCAFP00000017317
ENSG00000164930	ENST00000522566	ENSCAFP00000000924
ENSG00000165029	ENST00000374736	ENSCAFP00000004019
ENSG00000165186	ENST00000379361	ENSCAFP00000019682
ENSG00000165202	ENST00000297913	
ENSG00000165204	ENST00000277309	ENSCAFP00000030046
ENSG00000165215	ENST00000395145	ENSCAFP00000018448
ENSG00000165246	ENST00000355905	ENSCAFP00000016561
ENSG00000165370	ENST00000298110	
ENSG00000165409	ENST00000541158	ENSCAFP00000025489
ENSG00000165621	ENST00000298440	ENSCAFP00000034704
ENSG00000165682	ENST00000298527	ENSCAFP00000019938
ENSG00000165762	ENST00000298642	ENSCAFP00000020785
ENSG00000166073	ENST00000299092	ENSCAFP00000012860
ENSG00000166148	ENST00000299178	ENSCAFP00000000475
ENSG00000166160	ENST00000369929	ENSCAFP00000028751
ENSG00000166206	ENST00000311550	ENSCAFP00000014773
ENSG00000166342	ENST00000327305	ENSCAFP00000000045
ENSG00000166573	ENST00000299727	ENSCAFP00000000021
ENSG00000166603	ENST00000299766	ENSCAFP00000000126
ENSG00000166682	ENST00000299882	ENSCAFP00000020231
ENSG00000166736	ENST00000355556	ENSCAFP00000031849
ENSG00000166825	ENST00000300060	ENSCAFP00000017677
ENSG00000166856	ENST00000300098	ENSCAFP00000033555
ENSG00000166884	ENST00000300127	
ENSG00000167286	ENST00000300692	ENSCAFP00000018829
ENSG00000167332	ENST00000396950	ENSCAFP00000035576
ENSG00000167359	ENST00000380211	ENSCAFP00000009294
ENSG00000167601	ENST00000301178	ENSCAFP00000007520
ENSG00000167613	ENST00000391742	ENSCAFP00000003873
ENSG00000167633	ENST00000391728	
ENSG00000167822	ENST00000301529	ENSCAFP00000032816
ENSG00000167850	ENST00000330793	
ENSG00000167851	ENST00000360141	ENSCAFP00000033135
ENSG00000168079	ENST00000354914	ENSCAFP00000012281
ENSG00000168124	ENST00000304646	
ENSG00000168131	ENST00000303324	ENSCAFP00000016833
ENSG00000168158	ENST00000304936	ENSCAFP00000030370
ENSG00000168229	ENST00000306051	ENSCAFP00000021663
ENSG00000168329	ENST00000358309	ENSCAFP00000035087
ENSG00000168384	ENST00000374808	
ENSG00000168398	ENST00000554311	ENSCAFP00000031305
ENSG00000168412	ENST00000307161	ENSCAFP00000010886
ENSG00000168539	ENST00000306960	ENSCAFP00000022772
ENSG00000168575	ENST00000342228	ENSCAFP00000008202
ENSG00000168685	ENST00000303115	ENSCAFP00000027663
ENSG00000168758	ENST00000305476	ENSCAFP00000003467
ENSG00000168787	ENST00000383555	
ENSG00000168828	ENST00000377981	ENSCAFP00000032525
ENSG00000168830	ENST00000305344	
ENSG00000168959	ENST00000418177	ENSCAFP00000006522
ENSG00000168995	ENST00000317643	
ENSG00000169006	ENST00000306928	ENSCAFP00000005334
ENSG00000169071	ENST00000375708	ENSCAFP00000003158
ENSG00000169208	ENST00000303532	
ENSG00000169214	ENST00000302084	ENSCAFP00000001696
ENSG00000169252	ENST00000305988	ENSCAFP00000027094
ENSG00000169306	ENST00000378993	ENSCAFP00000020084
ENSG00000169313	ENST00000302632	ENSCAFP00000031947
ENSG00000169327	ENST00000304418	
ENSG00000169484	ENST00000305045	ENSCAFP00000030907
ENSG00000169488	ENST00000305051	ENSCAFP00000011448
ENSG00000169508	ENST00000376414	ENSCAFP00000008673
ENSG00000169604	ENST00000303714	ENSCAFP00000004857
ENSG00000169618	ENST00000303786	ENSCAFP00000004847
ENSG00000169676	ENST00000304374	ENSCAFP00000023019
ENSG00000169684	ENST00000299565	ENSCAFP00000002540
ENSG00000169760	ENST00000457714	ENSCAFP00000022837
ENSG00000169836	ENST00000304883	ENSCAFP00000015974
ENSG00000169860	ENST00000305097	
ENSG00000169896	ENST00000544665	ENSCAFP00000024840
ENSG00000169962	ENST00000339381	ENSCAFP00000028447
ENSG00000169992	ENST00000302926	ENSCAFP00000023989
ENSG00000170075	ENST00000367282	ENSCAFP00000034693
ENSG00000170128	ENST00000304244	
ENSG00000170175	ENST00000306071	ENSCAFP00000024042
ENSG00000170180	ENST00000360771	
ENSG00000170214	ENST00000306675	ENSCAFP00000025460
ENSG00000170255	ENST00000302797	
ENSG00000170412	ENST00000342648	ENSCAFP00000032186
ENSG00000170425	ENST00000304222	ENSCAFP00000026712
ENSG00000170605	ENST00000305377	ENSCAFP00000035807
ENSG00000170683	ENST00000360759	
ENSG00000170775	ENST00000303921	ENSCAFP00000002555
ENSG00000170782	ENST00000379829	ENSCAFP00000032819
ENSG00000170820	ENST00000406846	ENSCAFP00000003943
ENSG00000170837	ENST00000304411	
ENSG00000170915	ENST00000442253	ENSCAFP00000003212
ENSG00000170920	ENST00000305444	ENSCAFP00000026756
ENSG00000170923	ENST00000305456	
ENSG00000170927	ENST00000371117	ENSCAFP00000003171
ENSG00000170929	ENST00000429566	ENSCAFP00000026772
ENSG00000170953	ENST00000306842	ENSCAFP00000016532
ENSG00000170989	ENST00000305352	ENSCAFP00000029624
ENSG00000171014	ENST00000307033	ENSCAFP00000032245
ENSG00000171049	ENST00000340023	ENSCAFP00000004154
ENSG00000171051	ENST00000304748	
ENSG00000171054	ENST00000338616	ENSCAFP00000027757
ENSG00000171105	ENST00000302850	ENSCAFP00000026853
ENSG00000171133	ENST00000302681	ENSCAFP00000004426
ENSG00000171180	ENST00000306687	
ENSG00000171189	ENST00000399907	ENSCAFP00000012930
ENSG00000171459	ENST00000304720	
ENSG00000171481	ENST00000304820	
ENSG00000171484	ENST00000304833	
ENSG00000171496	ENST00000304865	ENSCAFP00000030053
ENSG00000171501	ENST00000373688	
ENSG00000171505	ENST00000304880	ENSCAFP00000028524
ENSG00000171509	ENST00000307765	ENSCAFP00000012723
ENSG00000171517	ENST00000440886	ENSCAFP00000030106
ENSG00000171522	ENST00000302472	ENSCAFP00000027474
ENSG00000171561	ENST00000305159	ENSCAFP00000008123
ENSG00000171596	ENST00000305141	ENSCAFP00000034089
ENSG00000171631	ENST00000540342	ENSCAFP00000008395
ENSG00000171657	ENST00000302548	ENSCAFP00000021251
ENSG00000171659	ENST00000378142	ENSCAFP00000021250
ENSG00000171860	ENST00000307637	ENSCAFP00000035391
ENSG00000171873	ENST00000379453	ENSCAFP00000009109
ENSG00000171942	ENST00000305899	
ENSG00000171944	ENST00000307388	ENSCAFP00000034857
ENSG00000172116	ENST00000331469	ENSCAFP00000032014
ENSG00000172146	ENST00000304094	ENSCAFP00000031624
ENSG00000172148	ENST00000304105	
ENSG00000172150	ENST00000381951	ENSCAFP00000031624
ENSG00000172154	ENST00000302124	
ENSG00000172199	ENST00000302270	ENSCAFP00000032918
ENSG00000172208	ENST00000302329	ENSCAFP00000012124
ENSG00000172209	ENST00000304402	
ENSG00000172215	ENST00000438735	ENSCAFP00000020442
ENSG00000172243	ENST00000304084	ENSCAFP00000019886
ENSG00000172289	ENST00000307552	ENSCAFP00000011225
ENSG00000172320	ENST00000302030	ENSCAFP00000034122
ENSG00000172322	ENST00000304361	ENSCAFP00000019951
ENSG00000172324	ENST00000302040	ENSCAFP00000021076
ENSG00000172324	ENST00000302040	ENSCAFP00000035722
ENSG00000172362	ENST00000302572	
ENSG00000172365	ENST00000302581	ENSCAFP00000032844
ENSG00000172377	ENST00000302610	ENSCAFP00000035383
ENSG00000172381	ENST00000302622	ENSCAFP00000035371
ENSG00000172457	ENST00000302957	ENSCAFP00000011819
ENSG00000172459	ENST00000302969	ENSCAFP00000011844
ENSG00000172464	ENST00000302981	ENSCAFP00000011846
ENSG00000172487	ENST00000303039	ENSCAFP00000032816
ENSG00000172489	ENST00000303059	
ENSG00000172519	ENST00000308940	
ENSG00000172742	ENST00000329328	ENSCAFP00000034195
ENSG00000172772	ENST00000395079	ENSCAFP00000011449
ENSG00000172774	ENST00000309433	ENSCAFP00000011450
ENSG00000172935	ENST00000441623	ENSCAFP00000034903
ENSG00000172938	ENST00000309106	ENSCAFP00000015798
ENSG00000173080	ENST00000368318	
ENSG00000173198	ENST00000373304	
ENSG00000173250	ENST00000311104	ENSCAFP00000009746
ENSG00000173285	ENST00000289451	ENSCAFP00000032455
ENSG00000173302	ENST00000309926	
ENSG00000173391	ENST00000309539	ENSCAFP00000019870
ENSG00000173402	ENST00000515359	ENSCAFP00000016488
ENSG00000173535	ENST00000356864	
ENSG00000173567	ENST00000311519	ENSCAFP00000006424
ENSG00000173578	ENST00000309285	ENSCAFP00000020366
ENSG00000173612	ENST00000310357	ENSCAFP00000001300
ENSG00000173662	ENST00000333172	ENSCAFP00000029003
ENSG00000173679	ENST00000309623	
ENSG00000173698	ENST00000379869	ENSCAFP00000019125
ENSG00000173762	ENST00000312648	
ENSG00000173890	ENST00000355897	ENSCAFP00000021776
ENSG00000174123	ENST00000308973	ENSCAFP00000023840
ENSG00000174125	ENST00000308979	ENSCAFP00000032660
ENSG00000174130	ENST00000436693	ENSCAFP00000023836
ENSG00000174339	ENST00000307832	
ENSG00000174343	ENST00000310169	ENSCAFP00000023412
ENSG00000174417	ENST00000518632	ENSCAFP00000001024
ENSG00000174600	ENST00000312143	ENSCAFP00000019368
ENSG00000174667	ENST00000308682	ENSCAFP00000030334
ENSG00000174667	ENST00000308682	ENSCAFP00000033350
ENSG00000174804	ENST00000531380	ENSCAFP00000006553
ENSG00000174837	ENST00000312053	ENSCAFP00000027403
ENSG00000174937	ENST00000312240	ENSCAFP00000032822
ENSG00000174942	ENST00000312253	ENSCAFP00000033391
ENSG00000174944	ENST00000309170	ENSCAFP00000032029
ENSG00000174946	ENST00000309180	ENSCAFP00000012512
ENSG00000174948	ENST00000389740	ENSCAFP00000012753
ENSG00000174957	ENST00000312298	
ENSG00000174970	ENST00000312345	ENSCAFP00000011946
ENSG00000174982	ENST00000312422	ENSCAFP00000022349
ENSG00000175143	ENST00000366474	ENSCAFP00000001802
ENSG00000175344	ENST00000454250	ENSCAFP00000015074
ENSG00000175393	ENST00000309838	ENSCAFP00000010218
ENSG00000175398	ENST00000309675	ENSCAFP00000000057
ENSG00000175485	ENST00000311352	ENSCAFP00000009534
ENSG00000175514	ENST00000312457	ENSCAFP00000016974
ENSG00000175591	ENST00000393597	ENSCAFP00000008396
ENSG00000175619	ENST00000309562	ENSCAFP00000012128
ENSG00000175697	ENST00000464295	ENSCAFP00000016415
ENSG00000175898	ENST00000317726	ENSCAFP00000026380
ENSG00000176136	ENST00000324750	ENSCAFP00000000252
ENSG00000176198	ENST00000315409	ENSCAFP00000008002
ENSG00000176200	ENST00000313253	ENSCAFP00000034190
ENSG00000176219	ENST00000315519	ENSCAFP00000031203
ENSG00000176230	ENST00000315543	
ENSG00000176239	ENST00000380219	ENSCAFP00000032647
ENSG00000176246	ENST00000315683	ENSCAFP00000015903
ENSG00000176253	ENST00000315693	ENSCAFP00000031557
ENSG00000176253	ENST00000315693	ENSCAFP00000034416
ENSG00000176269	ENST00000320901	ENSCAFP00000032986
ENSG00000176281	ENST00000315915	ENSCAFP00000032992
ENSG00000176299	ENST00000315957	ENSCAFP00000021227
ENSG00000176540	ENST00000319813	ENSCAFP00000035512
ENSG00000176547	ENST00000319856	ENSCAFP00000034934
ENSG00000176567	ENST00000320048	ENSCAFP00000033585
ENSG00000176695	ENST00000318050	
ENSG00000176742	ENST00000321255	
ENSG00000176798	ENST00000321543	ENSCAFP00000034154
ENSG00000176879	ENST00000321961	ENSCAFP00000034344
ENSG00000176884	ENST00000371553	ENSCAFP00000030425
ENSG00000176893	ENST00000322013	ENSCAFP00000018508
ENSG00000176895	ENST00000359350	ENSCAFP00000034458
ENSG00000176900	ENST00000380378	ENSCAFP00000032732
ENSG00000176904	ENST00000322059	ENSCAFP00000018467
ENSG00000176922	ENST00000322101	ENSCAFP00000032736
ENSG00000176925	ENST00000322110	
ENSG00000177151	ENST00000317450	ENSCAFP00000001806
ENSG00000177174	ENST00000317861	ENSCAFP00000032322
ENSG00000177186	ENST00000317965	ENSCAFP00000032728
ENSG00000177275	ENST00000318244	ENSCAFP00000001729
ENSG00000177283	ENST00000374694	ENSCAFP00000005466
ENSG00000177464	ENST00000323040	ENSCAFP00000006582
ENSG00000177476	ENST00000320002	
ENSG00000177489	ENST00000320065	
ENSG00000177535	ENST00000318749	ENSCAFP00000015812
ENSG00000177575	ENST00000359156	ENSCAFP00000020583
ENSG00000177663	ENST00000319363	ENSCAFP00000023689
ENSG00000177675	ENST00000313599	ENSCAFP00000020659
ENSG00000177693	ENST00000326183	
ENSG00000178015	ENST00000380007	
ENSG00000178084	ENST00000318351	ENSCAFP00000017883
ENSG00000178201	ENST00000321039	
ENSG00000178358	ENST00000317834	ENSCAFP00000033263
ENSG00000178358	ENST00000317834	ENSCAFP00000034356
ENSG00000178358	ENST00000317834	ENSCAFP00000035264
ENSG00000178394	ENST00000323865	
ENSG00000178562	ENST00000324106	ENSCAFP00000018952
ENSG00000178623	ENST00000319838	ENSCAFP00000032170
ENSG00000178726	ENST00000377103	ENSCAFP00000007702
ENSG00000178789	ENST00000314401	ENSCAFP00000033768
ENSG00000178852	ENST00000331493	ENSCAFP00000033139
ENSG00000179002	ENST00000375371	
ENSG00000179055	ENST00000318763	ENSCAFP00000003927
ENSG00000179055	ENST00000318763	ENSCAFP00000003928
ENSG00000179097	ENST00000319595	ENSCAFP00000011506
ENSG00000179468	ENST00000350513	ENSCAFP00000005442
ENSG00000179546	ENST00000314113	ENSCAFP00000019638
ENSG00000179603	ENST00000339582	ENSCAFP00000002534
ENSG00000179615	ENST00000321688	
ENSG00000179626	ENST00000394256	ENSCAFP00000000056
ENSG00000179626	ENST00000394256	ENSCAFP00000015887
ENSG00000179639	ENST00000368115	ENSCAFP00000017294
ENSG00000179695	ENST00000322678	ENSCAFP00000019817
ENSG00000179817	ENST00000314254	
ENSG00000179826	ENST00000396275	
ENSG00000179915	ENST00000404971	ENSCAFP00000003981
ENSG00000179919	ENST00000326258	ENSCAFP00000035186
ENSG00000179921	ENST00000479077	ENSCAFP00000021554
ENSG00000179934	ENST00000326306	
ENSG00000180090	ENST00000323404	
ENSG00000180245	ENST00000317735	ENSCAFP00000031669
ENSG00000180264	ENST00000334810	ENSCAFP00000029993
ENSG00000180269	ENST00000326571	ENSCAFP00000026632
ENSG00000180340	ENST00000315323	ENSCAFP00000020828
ENSG00000180433	ENST00000368144	ENSCAFP00000017162
ENSG00000180475	ENST00000316770	
ENSG00000180616	ENST00000357585	ENSCAFP00000006717
ENSG00000180658	ENST00000315453	
ENSG00000180708	ENST00000314902	ENSCAFP00000016990
ENSG00000180720	ENST00000433765	ENSCAFP00000013535
ENSG00000180739	ENST00000439028	ENSCAFP00000026216
ENSG00000180758	ENST00000377411	ENSCAFP00000029196
ENSG00000180772	ENST00000371906	ENSCAFP00000026975
ENSG00000180785	ENST00000396952	ENSCAFP00000009137
ENSG00000180914	ENST00000316793	ENSCAFP00000008302
ENSG00000180919	ENST00000316529	
ENSG00000180929	ENST00000322241	ENSCAFP00000014762
ENSG00000180934	ENST00000316650	ENSCAFP00000009522
ENSG00000180988	ENST00000317037	ENSCAFP00000033027
ENSG00000181001	ENST00000317078	ENSCAFP00000009471
ENSG00000181009	ENST00000317093	
ENSG00000181023	ENST00000317121	ENSCAFP00000009452
ENSG00000181072	ENST00000445907	ENSCAFP00000004995
ENSG00000181074	ENST00000317254	
ENSG00000181104	ENST00000319211	ENSCAFP00000030535
ENSG00000181273	ENST00000326855	
ENSG00000181371	ENST00000327216	ENSCAFP00000033599
ENSG00000181408	ENST00000313135	ENSCAFP00000035506
ENSG00000181499	ENST00000321252	
ENSG00000181518	ENST00000321355	ENSCAFP00000016857
ENSG00000181619	ENST00000395116	ENSCAFP00000022865
ENSG00000181631	ENST00000325602	ENSCAFP00000012527
ENSG00000181656	ENST00000315033	
ENSG00000181693	ENST00000313022	ENSCAFP00000011920
ENSG00000181698	ENST00000313033	
ENSG00000181733	ENST00000324060	ENSCAFP00000031220
ENSG00000181752	ENST00000313447	ENSCAFP00000011897
ENSG00000181761	ENST00000313472	ENSCAFP00000011920
ENSG00000181767	ENST00000313503	ENSCAFP00000011920
ENSG00000181773	ENST00000374024	
ENSG00000181785	ENST00000313555	ENSCAFP00000011932
ENSG00000181803	ENST00000320704	ENSCAFP00000008090
ENSG00000181927	ENST00000314612	ENSCAFP00000012006
ENSG00000181939	ENST00000314644	ENSCAFP00000012070
ENSG00000181958	ENST00000314706	ENSCAFP00000012079
ENSG00000181961	ENST00000314721	
ENSG00000181963	ENST00000325719	ENSCAFP00000009123
ENSG00000182070	ENST00000380367	
ENSG00000182162	ENST00000381297	ENSCAFP00000016280
ENSG00000182168	ENST00000453304	ENSCAFP00000015025
ENSG00000182170	ENST00000332314	ENSCAFP00000015222
ENSG00000182220	ENST00000378438	ENSCAFP00000020806
ENSG00000182256	ENST00000333743	ENSCAFP00000014603
ENSG00000182334	ENST00000328375	
ENSG00000182578	ENST00000286301	ENSCAFP00000026920
ENSG00000182580	ENST00000330394	ENSCAFP00000019282
ENSG00000182613	ENST00000328275	
ENSG00000182631	ENST00000330120	
ENSG00000182687	ENST00000329003	ENSCAFP00000007485
ENSG00000182749	ENST00000374296	
ENSG00000182771	ENST00000327946	ENSCAFP00000016913
ENSG00000182771	ENST00000327946	ENSCAFP00000023480
ENSG00000182782	ENST00000328880	ENSCAFP00000030576
ENSG00000182854	ENST00000332238	ENSCAFP00000035374
ENSG00000182885	ENST00000333493	ENSCAFP00000012769
ENSG00000182974	ENST00000332663	ENSCAFP00000021227
ENSG00000183024	ENST00000328890	
ENSG00000183130	ENST00000330803	ENSCAFP00000001807
ENSG00000183134	ENST00000332539	
ENSG00000183150	ENST00000540510	
ENSG00000183251	ENST00000380224
ENSG00000183303	ENST00000329434	ENSCAFP00000035606
ENSG00000183310	ENST00000328782	
ENSG00000183317	ENST00000373048	ENSCAFP00000004855
ENSG00000183454	ENST00000396573	ENSCAFP00000028005
ENSG00000183473	ENST00000328544	
ENSG00000183484	ENST00000329797	
ENSG00000183625	ENST00000545097	ENSCAFP00000020344
ENSG00000183671	ENST00000407325	ENSCAFP00000019696
ENSG00000183695	ENST00000329773	
ENSG00000183706	ENST00000328795	
ENSG00000183729	ENST00000331251	
ENSG00000183748	ENST00000331429	ENSCAFP00000006719
ENSG00000183813	ENST00000330953	ENSCAFP00000006935
ENSG00000183840	ENST00000329321	ENSCAFP00000007431
ENSG00000184012	ENST00000398585	ENSCAFP00000014972
ENSG00000184022	ENST00000330500	
ENSG00000184140	ENST00000328882	
ENSG00000184155	ENST00000334857	ENSCAFP00000034765
ENSG00000184160	ENST00000330055	ENSCAFP00000021531
ENSG00000184166	ENST00000331459	ENSCAFP00000028516
ENSG00000184194	ENST00000332582	ENSCAFP00000032911
ENSG00000184292	ENST00000371225	ENSCAFP00000032043
ENSG00000184321	ENST00000332043	ENSCAFP00000035723
ENSG00000184350	ENST00000389832	
ENSG00000184394	ENST00000333629	ENSCAFP00000035233
ENSG00000184451	ENST00000332438	ENSCAFP00000034355
ENSG00000184574	ENST00000329858	ENSCAFP00000021791
ENSG00000184698	ENST00000328611	ENSCAFP00000032645
ENSG00000184845	ENST00000393752	ENSCAFP00000031852
ENSG00000184881	ENST00000328813	
ENSG00000184933	ENST00000332601	ENSCAFP00000009939
ENSG00000184954	ENST00000327335	
ENSG00000184984	ENST00000383263	ENSCAFP00000032974
ENSG00000185008	ENST00000487694	ENSCAFP00000011789
ENSG00000185097	ENST00000332831	ENSCAFP00000032986
ENSG00000185149	ENST00000329476	
ENSG00000185231	ENST00000327606	ENSCAFP00000030776
ENSG00000185245	ENST00000329125	
ENSG00000185291	ENST00000331035	ENSCAFP00000016273
ENSG00000185372	ENST00000329365	ENSCAFP00000019011
ENSG00000185385	ENST00000327462	
ENSG00000185436	ENST00000327535	ENSCAFP00000019174
ENSG00000185483	ENST00000371079	ENSCAFP00000027493
ENSG00000185803	ENST00000530047	ENSCAFP00000002314
ENSG00000185821	ENST00000328314	
ENSG00000185825	ENST00000458587	ENSCAFP00000031361
ENSG00000185897	ENST00000327809	ENSCAFP00000010437
ENSG00000185920	ENST00000331920	ENSCAFP00000001826
ENSG00000185926	ENST00000328188	
ENSG00000186038	ENST00000335304	ENSCAFP00000017896
ENSG00000186074	ENST00000326165	ENSCAFP00000034317
ENSG00000186090	ENST00000382489	ENSCAFP00000017871
ENSG00000186092	ENST00000335137	
ENSG00000186113	ENST00000335605	ENSCAFP00000011985
ENSG00000186119	ENST00000333976	ENSCAFP00000011983
ENSG00000186188	ENST00000371483	ENSCAFP00000011664
ENSG00000186265	ENST00000334529	ENSCAFP00000034044
ENSG00000186297	ENST00000335625	ENSCAFP00000014768
ENSG00000186306	ENST00000334438	ENSCAFP00000016888
ENSG00000186400	ENST00000368150	ENSCAFP00000017067
ENSG00000186407	ENST00000328630	ENSCAFP00000006813
ENSG00000186440	ENST00000334632	ENSCAFP00000017061
ENSG00000186513	ENST00000311591	
ENSG00000186723	ENST00000334920	
ENSG00000186810	ENST00000373691	ENSCAFP00000025254
ENSG00000186818	ENST00000391736	
ENSG00000186827	ENST00000379236	ENSCAFP00000028534
ENSG00000186867	ENST00000394427	ENSCAFP00000006176
ENSG00000186881	ENST00000334726	ENSCAFP00000003916
ENSG00000186891	ENST00000328596	ENSCAFP00000028538
ENSG00000186912	ENST00000374519	
ENSG00000186919	ENST00000334586	ENSCAFP00000007487
ENSG00000186943	ENST00000335040	ENSCAFP00000003920
ENSG00000187037	ENST00000447769	ENSCAFP00000004876
ENSG00000187080	ENST00000366480	ENSCAFP00000001700
ENSG00000187244	ENST00000270233	ENSCAFP00000006919
ENSG00000187258	ENST00000359791	ENSCAFP00000004730
ENSG00000187266	ENST00000222139	ENSCAFP00000025668
ENSG00000187323	ENST00000442544	ENSCAFP00000000229
ENSG00000187474	ENST00000339223	ENSCAFP00000004154
ENSG00000187554	ENST00000540964	ENSCAFP00000016726
ENSG00000187701	ENST00000344889	ENSCAFP00000001805
ENSG00000187730	ENST00000378585	ENSCAFP00000028625
ENSG00000187747	ENST00000345043	ENSCAFP00000009327
ENSG00000187764	ENST00000450295	ENSCAFP00000003185
ENSG00000187800	ENST00000338302	ENSCAFP00000024294
ENSG00000187848	ENST00000343948	ENSCAFP00000009417
ENSG00000187871	ENST00000340465	ENSCAFP00000003381
ENSG00000187957	ENST00000341772	ENSCAFP00000015513
ENSG00000188000	ENST00000344248	ENSCAFP00000033170
ENSG00000188069	ENST00000343430	ENSCAFP00000009187
ENSG00000188269	ENST00000322301	
ENSG00000188340	ENST00000339258	
ENSG00000188372	ENST00000394857	ENSCAFP00000020101
ENSG00000188393	ENST00000455827	
ENSG00000188394	ENST00000373642	
ENSG00000188558	ENST00000343414	ENSCAFP00000001822
ENSG00000188763	ENST00000344575	ENSCAFP00000019400
ENSG00000188778	ENST00000345060	ENSCAFP00000009245
ENSG00000188822	ENST00000374472	ENSCAFP00000019242
ENSG00000188828	ENST00000372617	ENSCAFP00000026275
ENSG00000188888	ENST00000342292	ENSCAFP00000024475
ENSG00000189013	ENST00000345540	
ENSG00000189143	ENST00000435050	ENSCAFP00000018445
ENSG00000189181	ENST00000342623	ENSCAFP00000034905
ENSG00000189430	ENST00000291890	ENSCAFP00000003839
ENSG00000196071	ENST00000366478	ENSCAFP00000033729
ENSG00000196083	ENST00000443369	ENSCAFP00000020672
ENSG00000196098	ENST00000354924	ENSCAFP00000035511
ENSG00000196099	ENST00000309154	ENSCAFP00000031296
ENSG00000196101	ENST00000307137	
