Ensembl Gene ID	Ensembl Transcript ID	Cat Ensembl Protein ID
ENSG00000004399	ENST00000324093	ENSFCAP00000000090
ENSG00000178562	ENST00000324106	ENSFCAP00000013242
ENSG00000151617	ENST00000324300	ENSFCAP00000014287
ENSG00000104972	ENST00000324602	
ENSG00000144481	ENST00000324695	ENSFCAP00000008995
ENSG00000176136	ENST00000324750	ENSFCAP00000002103
ENSG00000162897	ENST00000324852	ENSFCAP00000012827
ENSG00000114812	ENST00000325123	ENSFCAP00000008379
ENSG00000181631	ENST00000325602	ENSFCAP00000009650
ENSG00000181963	ENST00000325719	
ENSG00000106128	ENST00000326139	ENSFCAP00000002342
ENSG00000186074	ENST00000326165	ENSFCAP00000001500
ENSG00000177693	ENST00000326183	ENSFCAP00000001841
ENSG00000179919	ENST00000326258	ENSFCAP00000001109
ENSG00000179934	ENST00000326306	ENSFCAP00000002515
ENSG00000240403	ENST00000326321	
ENSG00000180269	ENST00000326571	ENSFCAP00000013267
ENSG00000006327	ENST00000326577	
ENSG00000080644	ENST00000326828	ENSFCAP00000001785
ENSG00000181273	ENST00000326855	ENSFCAP00000009595
ENSG00000019169	ENST00000327097	ENSFCAP00000013008
ENSG00000181371	ENST00000327216	ENSFCAP00000000511
ENSG00000166342	ENST00000327305	ENSFCAP00000013941
ENSG00000104938	ENST00000327325	
ENSG00000184954	ENST00000327335	
ENSG00000185385	ENST00000327462	
ENSG00000185436	ENST00000327535	ENSFCAP00000005686
ENSG00000185231	ENST00000327606	
ENSG00000153294	ENST00000327753	ENSFCAP00000002265
ENSG00000185897	ENST00000327809	
ENSG00000221931	ENST00000327930	
ENSG00000182771	ENST00000327946	ENSFCAP00000010274
ENSG00000197125	ENST00000328064	ENSFCAP00000007559
ENSG00000185926	ENST00000328188	
ENSG00000182613	ENST00000328275	
ENSG00000185821	ENST00000328314	
ENSG00000182334	ENST00000328375	
ENSG00000183473	ENST00000328544	ENSFCAP00000012751
ENSG00000182783	ENST00000328570	
ENSG00000186891	ENST00000328596	ENSFCAP00000008637
ENSG00000184698	ENST00000328611	
ENSG00000186407	ENST00000328630	ENSFCAP00000015901
ENSG00000183310	ENST00000328782	
ENSG00000183706	ENST00000328795	
ENSG00000184881	ENST00000328813	
ENSG00000182782	ENST00000328880	ENSFCAP00000015165
ENSG00000184140	ENST00000328882	
ENSG00000183024	ENST00000328890	ENSFCAP00000008490
ENSG00000206306	ENST00000328980	
ENSG00000182687	ENST00000329003	ENSFCAP00000005356
ENSG00000235568	ENST00000329021	ENSFCAP00000015518
ENSG00000185245	ENST00000329125	ENSFCAP00000007451
ENSG00000183840	ENST00000329321	ENSFCAP00000000020
ENSG00000205409	ENST00000329322	ENSFCAP00000003277
ENSG00000172742	ENST00000329328	
ENSG00000185372	ENST00000329365	
ENSG00000183303	ENST00000329434	ENSFCAP00000009465
ENSG00000185149	ENST00000329476	
ENSG00000113763	ENST00000329542	ENSFCAP00000002832
ENSG00000183695	ENST00000329773	
ENSG00000183484	ENST00000329797	
ENSG00000184574	ENST00000329858	
ENSG00000184160	ENST00000330055	
ENSG00000182631	ENST00000330120	
ENSG00000182580	ENST00000330394	ENSFCAP00000008174
ENSG00000182634	ENST00000330487	ENSFCAP00000003398
ENSG00000184022	ENST00000330500	
ENSG00000114013	ENST00000330540	ENSFCAP00000008079
ENSG00000183389	ENST00000330728	ENSFCAP00000010493
ENSG00000167850	ENST00000330793	
ENSG00000183130	ENST00000330803	
ENSG00000183813	ENST00000330953	ENSFCAP00000002689
ENSG00000185291	ENST00000331035	ENSFCAP00000015947
ENSG00000183729	ENST00000331251	
ENSG00000183748	ENST00000331429	
ENSG00000184166	ENST00000331459	ENSFCAP00000014372
ENSG00000172116	ENST00000331469	
ENSG00000178852	ENST00000331493	ENSFCAP00000003582
ENSG00000182652	ENST00000331723	
ENSG00000185920	ENST00000331920	ENSFCAP00000010411
ENSG00000184321	ENST00000332043	
ENSG00000173482	ENST00000332175	ENSFCAP00000012080
ENSG00000196266	ENST00000332217	ENSFCAP00000014168
ENSG00000182854	ENST00000332238	
ENSG00000183313	ENST00000332249	ENSFCAP00000000424
ENSG00000182170	ENST00000332314	
ENSG00000184451	ENST00000332438	
ENSG00000183134	ENST00000332539	
ENSG00000115590	ENST00000332549	ENSFCAP00000011273
ENSG00000184194	ENST00000332582	ENSFCAP00000008339
ENSG00000184933	ENST00000332601	ENSFCAP00000011457
ENSG00000232382	ENST00000332650	
ENSG00000182974	ENST00000332663	ENSFCAP00000005295
ENSG00000185097	ENST00000332831	
ENSG00000221890	ENST00000333039	ENSFCAP00000010125
ENSG00000173662	ENST00000333172	ENSFCAP00000000611
ENSG00000007908	ENST00000333360	ENSFCAP00000007550
ENSG00000182885	ENST00000333493	ENSFCAP00000007183
ENSG00000184394	ENST00000333629	ENSFCAP00000002717
ENSG00000182256	ENST00000333743	
ENSG00000186117	ENST00000333973	ENSFCAP00000005643
ENSG00000186119	ENST00000333976	ENSFCAP00000011415
ENSG00000136160	ENST00000334286	ENSFCAP00000008108
ENSG00000152990	ENST00000334304	ENSFCAP00000001439
ENSG00000186306	ENST00000334438	ENSFCAP00000008021
ENSG00000186265	ENST00000334529	ENSFCAP00000008690
ENSG00000186919	ENST00000334586	ENSFCAP00000005357
ENSG00000110148	ENST00000334619	ENSFCAP00000010856
ENSG00000186440	ENST00000334632	ENSFCAP00000003588
ENSG00000186881	ENST00000334726	ENSFCAP00000009511
ENSG00000180264	ENST00000334810	ENSFCAP00000001855
ENSG00000184155	ENST00000334857	
ENSG00000186723	ENST00000334920	
ENSG00000186943	ENST00000335040	
ENSG00000197403	ENST00000335094	ENSFCAP00000014480
ENSG00000186092	ENST00000335137	ENSFCAP00000001841
ENSG00000221954	ENST00000335238	
ENSG00000197233	ENST00000335302	
ENSG00000186038	ENST00000335304	ENSFCAP00000007210
ENSG00000107731	ENST00000335350	ENSFCAP00000012099
ENSG00000186509	ENST00000335397	ENSFCAP00000006175
ENSG00000186113	ENST00000335605	
ENSG00000186297	ENST00000335625	ENSFCAP00000011084
ENSG00000257008	ENST00000335666	ENSFCAP00000008094
ENSG00000125498	ENST00000336077	
ENSG00000148680	ENST00000336152	ENSFCAP00000007921
ENSG00000044524	ENST00000336596	
ENSG00000125510	ENST00000336866	ENSFCAP00000001101
ENSG00000135124	ENST00000337233	
ENSG00000187800	ENST00000338302	
ENSG00000164129	ENST00000338566	ENSFCAP00000005483
ENSG00000188124	ENST00000338569	ENSFCAP00000000578
ENSG00000171054	ENST00000338616	
ENSG00000187474	ENST00000339223	
ENSG00000188340	ENST00000339258	
ENSG00000169962	ENST00000339381	ENSFCAP00000007059
ENSG00000179603	ENST00000339582	ENSFCAP00000003544
ENSG00000171049	ENST00000340023	
ENSG00000204475	ENST00000340027	ENSFCAP00000002143
ENSG00000068078	ENST00000340107	ENSFCAP00000016348
ENSG00000101180	ENST00000340177	
ENSG00000159618	ENST00000340339	ENSFCAP00000002471
ENSG00000187871	ENST00000340465	ENSFCAP00000006305
ENSG00000072071	ENST00000340736	ENSFCAP00000003434
ENSG00000239590	ENST00000340750	ENSFCAP00000016035
ENSG00000159346	ENST00000340990	ENSFCAP00000012579
ENSG00000196131	ENST00000341702	ENSFCAP00000006821
ENSG00000187957	ENST00000341772	ENSFCAP00000011245
ENSG00000122718	ENST00000341959	ENSFCAP00000011831
ENSG00000168575	ENST00000342228	ENSFCAP00000009354
ENSG00000188888	ENST00000342292	ENSFCAP00000005398
ENSG00000243772	ENST00000342376	
ENSG00000189181	ENST00000342623	
ENSG00000170412	ENST00000342648	ENSFCAP00000008098
ENSG00000178568	ENST00000342788	ENSFCAP00000016089
ENSG00000196240	ENST00000342927	
ENSG00000092421	ENST00000343348	ENSFCAP00000011676
ENSG00000187857	ENST00000343399	ENSFCAP00000010405
ENSG00000188558	ENST00000343414	ENSFCAP00000003194
ENSG00000188069	ENST00000343430	
ENSG00000197706	ENST00000343870	
ENSG00000187848	ENST00000343948	ENSFCAP00000002296
ENSG00000188000	ENST00000344248	
ENSG00000187612	ENST00000344514	ENSFCAP00000004754
ENSG00000188763	ENST00000344575	ENSFCAP00000011749
ENSG00000187701	ENST00000344889	
ENSG00000187747	ENST00000345043	ENSFCAP00000009969
ENSG00000188778	ENST00000345060	ENSFCAP00000009674
ENSG00000156642	ENST00000345330	ENSFCAP00000005895
ENSG00000060656	ENST00000345512	ENSFCAP00000002033
ENSG00000189013	ENST00000345540	
ENSG00000104921	ENST00000346664	ENSFCAP00000001485
ENSG00000162594	ENST00000347310	ENSFCAP00000001794
ENSG00000110448	ENST00000347785	ENSFCAP00000012680
ENSG00000116678	ENST00000349533	ENSFCAP00000010861
ENSG00000179468	ENST00000350513	
ENSG00000114739	ENST00000352511	ENSFCAP00000002907
ENSG00000231192	ENST00000354565	
ENSG00000196661	ENST00000354597	ENSFCAP00000010141
ENSG00000168079	ENST00000354914	
ENSG00000196098	ENST00000354924	
ENSG00000196189	ENST00000355014	ENSFCAP00000010932
ENSG00000161944	ENST00000355035	ENSFCAP00000001266
ENSG00000197405	ENST00000355085	
ENSG00000197938	ENST00000355273	
ENSG00000197454	ENST00000355281	
ENSG00000166736	ENST00000355556	ENSFCAP00000004611
ENSG00000136869	ENST00000355622	
ENSG00000157873	ENST00000355716	ENSFCAP00000008830
ENSG00000198104	ENST00000355728	
ENSG00000197591	ENST00000355784	
ENSG00000173890	ENST00000355897	
ENSG00000165246	ENST00000355905	ENSFCAP00000000346
ENSG00000176937	ENST00000356069	
ENSG00000198657	ENST00000356130	ENSFCAP00000002407
ENSG00000233412	ENST00000356526	
ENSG00000050628	ENST00000356595	ENSFCAP00000005749
ENSG00000173535	ENST00000356864	ENSFCAP00000005266
ENSG00000197081	ENST00000356956	ENSFCAP00000002623
ENSG00000139187	ENST00000356986	ENSFCAP00000014171
ENSG00000196917	ENST00000356987	ENSFCAP00000008403
ENSG00000196936	ENST00000357191	
ENSG00000196832	ENST00000357366	
ENSG00000105426	ENST00000357368	ENSFCAP00000006709
ENSG00000197786	ENST00000357377	
ENSG00000121797	ENST00000357392	ENSFCAP00000013453
ENSG00000197263	ENST00000357438	ENSFCAP00000002239
ENSG00000180616	ENST00000357585	ENSFCAP00000004376
ENSG00000197428	ENST00000357605	ENSFCAP00000014204
ENSG00000196772	ENST00000357627	
ENSG00000196277	ENST00000357716	ENSFCAP00000003202
ENSG00000196341	ENST00000357821	
ENSG00000135622	ENST00000357877	ENSFCAP00000006642
ENSG00000213694	ENST00000358157	ENSFCAP00000003879
ENSG00000196411	ENST00000358173	ENSFCAP00000006361
ENSG00000168329	ENST00000358309	ENSFCAP00000002514
ENSG00000142627	ENST00000358432	ENSFCAP00000009443
ENSG00000188324	ENST00000358433	
ENSG00000196578	ENST00000358642	ENSFCAP00000007587
ENSG00000072694	ENST00000358671	ENSFCAP00000007561
ENSG00000196338	ENST00000358741	ENSFCAP00000013732
ENSG00000126895	ENST00000358927	ENSFCAP00000010578
ENSG00000163513	ENST00000359013	ENSFCAP00000004048
ENSG00000134545	ENST00000359151	
ENSG00000177575	ENST00000359156	ENSFCAP00000002722
ENSG00000176895	ENST00000359350	
ENSG00000148604	ENST00000359452	ENSFCAP00000001535
ENSG00000004948	ENST00000359558	ENSFCAP00000006899
ENSG00000196539	ENST00000359594	
ENSG00000196218	ENST00000359596	ENSFCAP00000000769
ENSG00000196171	ENST00000359610	
ENSG00000198601	ENST00000359682	
ENSG00000197437	ENST00000359688	
ENSG00000187258	ENST00000359791	ENSFCAP00000006534
ENSG00000117114	ENST00000359929	
ENSG00000142949	ENST00000359947	ENSFCAP00000014023
ENSG00000198128	ENST00000359959	
ENSG00000196126	ENST00000360004	
ENSG00000072274	ENST00000360110	ENSFCAP00000003404
ENSG00000167851	ENST00000360141	ENSFCAP00000008891
ENSG00000197790	ENST00000360213	
ENSG00000198283	ENST00000360374	
ENSG00000118257	ENST00000360409	ENSFCAP00000000391
ENSG00000197635	ENST00000360534	ENSFCAP00000004117
ENSG00000239732	ENST00000360658	ENSFCAP00000014566
ENSG00000164270	ENST00000360693	ENSFCAP00000009216
ENSG00000170683	ENST00000360759	
ENSG00000170180	ENST00000360771	
ENSG00000119121	ENST00000360774	ENSFCAP00000010613
ENSG00000140538	ENST00000360948	ENSFCAP00000013882
ENSG00000197594	ENST00000360971	ENSFCAP00000013108
ENSG00000198967	ENST00000361284	
ENSG00000196776	ENST00000361309	ENSFCAP00000008838
ENSG00000158458	ENST00000361474	
ENSG00000132704	ENST00000361516	ENSFCAP00000009326
ENSG00000198822	ENST00000361669	ENSFCAP00000006874
ENSG00000152822	ENST00000361719	ENSFCAP00000009708
ENSG00000198877	ENST00000361760	ENSFCAP00000001108
ENSG00000198851	ENST00000361763	ENSFCAP00000010926
ENSG00000105699	ENST00000361790	ENSFCAP00000008241
ENSG00000198785	ENST00000361820	ENSFCAP00000015521
ENSG00000143297	ENST00000361835	ENSFCAP00000009322
ENSG00000198829	ENST00000362032	
ENSG00000149295	ENST00000362072	ENSFCAP00000007688
ENSG00000198821	ENST00000362089	
ENSG00000203618	ENST00000366425	
ENSG00000203661	ENST00000366473	
ENSG00000175143	ENST00000366474	
ENSG00000196944	ENST00000366475	
ENSG00000162727	ENST00000366476	
ENSG00000196071	ENST00000366478	
ENSG00000203663	ENST00000366479	
ENSG00000187080	ENST00000366480	
ENSG00000241128	ENST00000366485	
ENSG00000196242	ENST00000366487	
ENSG00000054277	ENST00000366554	ENSFCAP00000012367
ENSG00000116996	ENST00000366570	ENSFCAP00000010184
ENSG00000077585	ENST00000366592	ENSFCAP00000003119
ENSG00000120436	ENST00000366834	
ENSG00000162769	ENST00000366971	ENSFCAP00000000192
ENSG00000076356	ENST00000367033	ENSFCAP00000007300
ENSG00000203710	ENST00000367049	
ENSG00000117322	ENST00000367057	ENSFCAP00000009833
ENSG00000198049	ENST00000367126	ENSFCAP00000006257
ENSG00000133067	ENST00000367278	ENSFCAP00000000418
ENSG00000170075	ENST00000367282	ENSFCAP00000000417
ENSG00000111981	ENST00000367345	
ENSG00000131015	ENST00000367351	
ENSG00000153029	ENST00000367580	ENSFCAP00000005736
ENSG00000143324	ENST00000367590	ENSFCAP00000011008
ENSG00000112414	ENST00000367609	
ENSG00000203737	ENST00000367685	
ENSG00000027697	ENST00000367739	ENSFCAP00000013075
ENSG00000143147	ENST00000367838	ENSFCAP00000013955
ENSG00000143167	ENST00000367868	ENSFCAP00000004766
ENSG00000162733	ENST00000367922	ENSFCAP00000008496
ENSG00000162747	ENST00000367964	ENSFCAP00000000963
ENSG00000203747	ENST00000367969	ENSFCAP00000000963
ENSG00000143217	ENST00000368012	ENSFCAP00000011422
ENSG00000158769	ENST00000368026	
ENSG00000122223	ENST00000368033	ENSFCAP00000003592
ENSG00000026751	ENST00000368043	ENSFCAP00000003589
ENSG00000162739	ENST00000368057	ENSFCAP00000003626
ENSG00000179639	ENST00000368115	ENSFCAP00000014166
ENSG00000213088	ENST00000368121	ENSFCAP00000015302
ENSG00000180433	ENST00000368144	
ENSG00000203757	ENST00000368145	
ENSG00000186400	ENST00000368150	
ENSG00000198965	ENST00000368152	ENSFCAP00000005496
ENSG00000158473	ENST00000368171	ENSFCAP00000011627
ENSG00000160856	ENST00000368184	ENSFCAP00000009325
ENSG00000027644	ENST00000368195	ENSFCAP00000006096
ENSG00000152894	ENST00000368213	ENSFCAP00000009162
ENSG00000173080	ENST00000368318	
ENSG00000160716	ENST00000368476	
ENSG00000160712	ENST00000368485	
ENSG00000047936	ENST00000368508	ENSFCAP00000005994
ENSG00000159164	ENST00000369146	ENSFCAP00000009380
ENSG00000150337	ENST00000369168	
ENSG00000043591	ENST00000369295	
ENSG00000135333	ENST00000369303	ENSFCAP00000016190
ENSG00000143127	ENST00000369304	ENSFCAP00000005021
ENSG00000198019	ENST00000369384	
ENSG00000116824	ENST00000369478	ENSFCAP00000001827
ENSG00000118432	ENST00000369501	ENSFCAP00000011905
ENSG00000121933	ENST00000369716	ENSFCAP00000012792
ENSG00000125522	ENST00000369768	ENSFCAP00000001102
ENSG00000166160	ENST00000369929	ENSFCAP00000010584
ENSG00000147380	ENST00000369935	ENSFCAP00000010584
ENSG00000135312	ENST00000369947	ENSFCAP00000007135
ENSG00000102076	ENST00000369951	ENSFCAP00000010584
ENSG00000101204	ENST00000370263	ENSFCAP00000008268
ENSG00000147402	ENST00000370306	ENSFCAP00000003547
ENSG00000011677	ENST00000370314	ENSFCAP00000015439
ENSG00000102287	ENST00000370328	ENSFCAP00000005173
ENSG00000101188	ENST00000370501	ENSFCAP00000000354
ENSG00000135298	ENST00000370598	ENSFCAP00000002443
ENSG00000102239	ENST00000370648	ENSFCAP00000002112
ENSG00000162618	ENST00000370742	ENSFCAP00000010180
ENSG00000122420	ENST00000370758	ENSFCAP00000004572
ENSG00000137252	ENST00000370862	
ENSG00000185483	ENST00000371079	ENSFCAP00000012777
ENSG00000170927	ENST00000371117	ENSFCAP00000008545
ENSG00000162604	ENST00000371180	ENSFCAP00000000717
ENSG00000184292	ENST00000371225	ENSFCAP00000002691
ENSG00000153292	ENST00000371253	ENSFCAP00000008627
ENSG00000186188	ENST00000371483	ENSFCAP00000009221
ENSG00000176884	ENST00000371553	ENSFCAP00000009517
ENSG00000131724	ENST00000371666	
ENSG00000180772	ENST00000371906	ENSFCAP00000013050
ENSG00000122375	ENST00000372071	ENSFCAP00000013930
ENSG00000148600	ENST00000372117	ENSFCAP00000001530
ENSG00000117425	ENST00000372192	ENSFCAP00000009256
ENSG00000101017	ENST00000372285	ENSFCAP00000013000
ENSG00000117400	ENST00000372470	ENSFCAP00000014017
ENSG00000066056	ENST00000372476	ENSFCAP00000014016
ENSG00000188828	ENST00000372617	ENSFCAP00000012536
ENSG00000124145	ENST00000372733	ENSFCAP00000009103
ENSG00000183317	ENST00000373048	ENSFCAP00000008126
ENSG00000096264	ENST00000373089	ENSFCAP00000010698
ENSG00000163873	ENST00000373091	ENSFCAP00000004776
ENSG00000119535	ENST00000373103	ENSFCAP00000012306
ENSG00000095970	ENST00000373113	ENSFCAP00000002549
ENSG00000161911	ENST00000373127	ENSFCAP00000002548
ENSG00000196090	ENST00000373187	ENSFCAP00000004410
ENSG00000106991	ENST00000373203	ENSFCAP00000001383
ENSG00000112164	ENST00000373256	ENSFCAP00000005956
ENSG00000173198	ENST00000373304	
ENSG00000075073	ENST00000373306	ENSFCAP00000004558
ENSG00000188394	ENST00000373642	
ENSG00000121753	ENST00000373658	ENSFCAP00000014539
ENSG00000148215	ENST00000373680	
ENSG00000171501	ENST00000373688	ENSFCAP00000006932
ENSG00000186810	ENST00000373691	
ENSG00000181773	ENST00000374024	ENSFCAP00000009568
ENSG00000124493	ENST00000374181	ENSFCAP00000014233
ENSG00000147168	ENST00000374202	ENSFCAP00000013730
ENSG00000182749	ENST00000374296	
ENSG00000204174	ENST00000374312	
ENSG00000096433	ENST00000374316	ENSFCAP00000012667
ENSG00000198121	ENST00000374431	ENSFCAP00000004050
ENSG00000030304	ENST00000374448	ENSFCAP00000004049
ENSG00000188822	ENST00000374472	ENSFCAP00000011957
ENSG00000101000	ENST00000374477	ENSFCAP00000002136
ENSG00000186912	ENST00000374519	ENSFCAP00000007557
ENSG00000204217	ENST00000374580	ENSFCAP00000013072
ENSG00000133216	ENST00000374632	ENSFCAP00000000504
ENSG00000177283	ENST00000374694	
ENSG00000131080	ENST00000374719	ENSFCAP00000010813
ENSG00000165029	ENST00000374736	ENSFCAP00000004021
ENSG00000255800	ENST00000374779	ENSFCAP00000000183
ENSG00000204246	ENST00000374781	
ENSG00000168384	ENST00000374808	
ENSG00000237541	ENST00000374940	
ENSG00000106799	ENST00000374994	ENSFCAP00000011353
ENSG00000204293	ENST00000375013	ENSFCAP00000010141
ENSG00000236981	ENST00000375024	ENSFCAP00000003398
ENSG00000204305	ENST00000375076	ENSFCAP00000004183
ENSG00000204345	ENST00000375352	
ENSG00000179002	ENST00000375371	ENSFCAP00000008128
ENSG00000169071	ENST00000375708	ENSFCAP00000004334
ENSG00000204420	ENST00000375806	ENSFCAP00000004161
ENSG00000148053	ENST00000376214	ENSFCAP00000008418
ENSG00000028137	ENST00000376259	ENSFCAP00000001351
ENSG00000028137	ENST00000376259	ENSFCAP00000003482
ENSG00000080031	ENST00000376350	ENSFCAP00000005229
ENSG00000151025	ENST00000376351	
ENSG00000169508	ENST00000376414	ENSFCAP00000013423
ENSG00000204580	ENST00000376575	ENSFCAP00000009777
ENSG00000229698	ENST00000376848	
ENSG00000206512	ENST00000376947	
ENSG00000204681	ENST00000377034	ENSFCAP00000016279
ENSG00000178726	ENST00000377103	ENSFCAP00000010694
ENSG00000204687	ENST00000377127	
ENSG00000204688	ENST00000377136	
ENSG00000204690	ENST00000377140	
ENSG00000112462	ENST00000377143	
ENSG00000204694	ENST00000377148	ENSFCAP00000015676
ENSG00000243729	ENST00000377154	
ENSG00000204695	ENST00000377160	ENSFCAP00000006329
ENSG00000204701	ENST00000377169	
ENSG00000204702	ENST00000377171	ENSFCAP00000004748
ENSG00000204703	ENST00000377173	
ENSG00000204704	ENST00000377175	ENSFCAP00000009872
ENSG00000113749	ENST00000377291	ENSFCAP00000014290
ENSG00000180758	ENST00000377411	
ENSG00000049249	ENST00000377507	ENSFCAP00000004038
ENSG00000204882	ENST00000377741	
ENSG00000215788	ENST00000377782	ENSFCAP00000015758
ENSG00000158292	ENST00000377893	ENSFCAP00000005875
ENSG00000168828	ENST00000377981	ENSFCAP00000011830
ENSG00000077943	ENST00000378076	ENSFCAP00000002077
ENSG00000171659	ENST00000378142	
ENSG00000205029	ENST00000378396	
ENSG00000205030	ENST00000378397	ENSFCAP00000005643
ENSG00000139679	ENST00000378434	ENSFCAP00000006491
ENSG00000182220	ENST00000378438	ENSFCAP00000008759
ENSG00000187730	ENST00000378585	ENSFCAP00000005768
ENSG00000134569	ENST00000378623	ENSFCAP00000002322
ENSG00000162881	ENST00000378661	ENSFCAP00000000251
ENSG00000102468	ENST00000378688	ENSFCAP00000008610
ENSG00000169306	ENST00000378993	ENSFCAP00000000178
ENSG00000205213	ENST00000379214	ENSFCAP00000004521
ENSG00000186827	ENST00000379236	ENSFCAP00000003104
ENSG00000165186	ENST00000379361	ENSFCAP00000015938
ENSG00000171873	ENST00000379453	
ENSG00000138741	ENST00000379645	ENSFCAP00000002357
ENSG00000205327	ENST00000379662	
ENSG00000205328	ENST00000379665	
ENSG00000205329	ENST00000379667	ENSFCAP00000008033
ENSG00000205330	ENST00000379668	ENSFCAP00000003109
ENSG00000170782	ENST00000379829	
ENSG00000173698	ENST00000379869	
ENSG00000134460	ENST00000379959	ENSFCAP00000005380
ENSG00000178015	ENST00000380007	
ENSG00000120156	ENST00000380036	ENSFCAP00000002604
ENSG00000167359	ENST00000380211	
ENSG00000176239	ENST00000380219	
ENSG00000183251	ENST00000380224	ENSFCAP00000010737
ENSG00000126010	ENST00000380289	ENSFCAP00000001605
ENSG00000205494	ENST00000380369	
ENSG00000205495	ENST00000380370	ENSFCAP00000001242
ENSG00000205496	ENST00000380371	ENSFCAP00000010212
ENSG00000205497	ENST00000380373	ENSFCAP00000010212
ENSG00000176900	ENST00000380378	ENSFCAP00000010210
ENSG00000132670	ENST00000380393	ENSFCAP00000016304
ENSG00000120907	ENST00000380586	
ENSG00000196664	ENST00000380659	
ENSG00000139514	ENST00000380752	ENSFCAP00000013290
ENSG00000146938	ENST00000381095	ENSFCAP00000000346
ENSG00000153707	ENST00000381196	
ENSG00000182162	ENST00000381297	ENSFCAP00000002566
ENSG00000134352	ENST00000381298	
ENSG00000120217	ENST00000381577	ENSFCAP00000008385
ENSG00000205809	ENST00000381902	
ENSG00000134539	ENST00000381907	ENSFCAP00000011206
ENSG00000159110	ENST00000382241	ENSFCAP00000011329
ENSG00000155269	ENST00000382487	ENSFCAP00000014186
ENSG00000186090	ENST00000382489	ENSFCAP00000004195
ENSG00000112902	ENST00000382496	ENSFCAP00000011696
ENSG00000231679	ENST00000383126	
ENSG00000206291	ENST00000383224	
ENSG00000206292	ENST00000383226	
ENSG00000206305	ENST00000383251	
ENSG00000206308	ENST00000383259	
ENSG00000184984	ENST00000383263	ENSFCAP00000002820
ENSG00000206320	ENST00000383279	
ENSG00000206396	ENST00000383412	
ENSG00000206430	ENST00000383476	
ENSG00000137403	ENST00000383516	
ENSG00000206466	ENST00000383542	
ENSG00000206470	ENST00000383549	
ENSG00000206471	ENST00000383550	
ENSG00000206472	ENST00000383551	
ENSG00000168787	ENST00000383555	
ENSG00000204692	ENST00000383556	
ENSG00000206493	ENST00000383597	
ENSG00000206506	ENST00000383623	
ENSG00000206509	ENST00000383627	
ENSG00000206511	ENST00000383638	
ENSG00000204657	ENST00000383640	
ENSG00000206515	ENST00000383643	
ENSG00000206516	ENST00000383644	
ENSG00000206517	ENST00000383645	
ENSG00000206522	ENST00000383651	
ENSG00000206524	ENST00000383653	
ENSG00000206525	ENST00000383654	
ENSG00000206536	ENST00000383695	
ENSG00000230301	ENST00000383696	
ENSG00000205336	ENST00000388812	ENSFCAP00000006183
ENSG00000136011	ENST00000388887	ENSFCAP00000006761
ENSG00000156886	ENST00000389202	ENSFCAP00000008289
ENSG00000196811	ENST00000389494	ENSFCAP00000005274
ENSG00000080224	ENST00000389672	
ENSG00000174948	ENST00000389740	ENSFCAP00000004491
ENSG00000006071	ENST00000389817	ENSFCAP00000004598
ENSG00000184350	ENST00000389832	
ENSG00000212807	ENST00000391496	ENSFCAP00000015545
ENSG00000204689	ENST00000391549	
ENSG00000167633	ENST00000391728	
ENSG00000186818	ENST00000391736	
ENSG00000167613	ENST00000391742	ENSFCAP00000003317
ENSG00000131042	ENST00000391749	
ENSG00000135898	ENST00000392040	
ENSG00000064989	ENST00000392370	ENSFCAP00000009569
ENSG00000197177	ENST00000392607	ENSFCAP00000010743
ENSG00000007312	ENST00000392795	ENSFCAP00000003233
ENSG00000213215	ENST00000392899	ENSFCAP00000015177
ENSG00000106123	ENST00000392957	ENSFCAP00000013849
ENSG00000106278	ENST00000393386	ENSFCAP00000014620
ENSG00000114554	ENST00000393409	ENSFCAP00000000909
ENSG00000175591	ENST00000393597	ENSFCAP00000008803
ENSG00000184845	ENST00000393752	ENSFCAP00000000710
ENSG00000144847	ENST00000393775	ENSFCAP00000010217
ENSG00000145864	ENST00000393959	ENSFCAP00000000984
ENSG00000156920	ENST00000394143	ENSFCAP00000003190
ENSG00000179626	ENST00000394256	ENSFCAP00000016186
ENSG00000186867	ENST00000394427	
ENSG00000119737	ENST00000394705	ENSFCAP00000012394
ENSG00000188372	ENST00000394857	ENSFCAP00000012496
ENSG00000164082	ENST00000395052	ENSFCAP00000005970
ENSG00000172772	ENST00000395079	
ENSG00000137868	ENST00000395105	ENSFCAP00000010098
ENSG00000181619	ENST00000395116	
ENSG00000165215	ENST00000395145	
ENSG00000126777	ENST00000395309	ENSFCAP00000007256
ENSG00000197471	ENST00000395389	ENSFCAP00000011632
ENSG00000077238	ENST00000395762	ENSFCAP00000009208
ENSG00000150093	ENST00000396033	ENSFCAP00000016197
ENSG00000179826	ENST00000396275	
ENSG00000244482	ENST00000396365	
ENSG00000183454	ENST00000396573	ENSFCAP00000013266
ENSG00000206503	ENST00000396634	
ENSG00000137101	ENST00000396757	
ENSG00000167332	ENST00000396950	
ENSG00000180785	ENST00000396952	ENSFCAP00000014205
ENSG00000115232	ENST00000397033	ENSFCAP00000010074
ENSG00000164849	ENST00000397095	ENSFCAP00000010602
ENSG00000125245	ENST00000397473	
ENSG00000134160	ENST00000397795	ENSFCAP00000003170
ENSG00000160255	ENST00000397852	ENSFCAP00000002108
ENSG00000154928	ENST00000398015	ENSFCAP00000005311
ENSG00000152558	ENST00000398136	ENSFCAP00000009347
