Ensembl Gene ID	Ensembl Transcript ID	Orangutan Ensembl Protein ID	
ENSG00000151834	ENST00000510861	ENSPPYP00000016427	
ENSG00000152034	ENST00000445970	ENSPPYP00000018881	
ENSG00000152207	ENST00000282018	ENSPPYP00000006109	
ENSG00000152208	ENST00000282020	ENSPPYP00000016675	
ENSG00000152558	ENST00000398136	ENSPPYP00000004358	
ENSG00000152578	ENST00000282499	ENSPPYP00000004380	
ENSG00000152822	ENST00000361719	ENSPPYP00000019120	
ENSG00000152894	ENST00000368213	ENSPPYP00000019035	
ENSG00000152990	ENST00000334304	ENSPPYP00000016352	
ENSG00000153029	ENST00000367580	ENSPPYP00000000505	
ENSG00000153208	ENST00000295408	ENSPPYP00000013558	
ENSG00000153230	ENST00000283225	ENSPPYP00000000027	
ENSG00000153233	ENST00000283228	ENSPPYP00000005435	
ENSG00000153246	ENST00000283243	ENSPPYP00000014368	
ENSG00000153292	ENST00000371253	ENSPPYP00000018657	
ENSG00000153294	ENST00000327753	ENSPPYP00000018661	
ENSG00000153563	ENST00000283635	ENSPPYP00000013612	
ENSG00000153707	ENST00000381196	ENSPPYP00000021528	
ENSG00000154165	ENST00000284311	ENSPPYP00000015218	
ENSG00000154269	ENST00000414305	ENSPPYP00000019047	
ENSG00000154309	ENST00000284476	ENSPPYP00000000194	
ENSG00000154478	ENST00000284674	ENSPPYP00000003195	
ENSG00000154639	ENST00000284878	ENSPPYP00000012617	
ENSG00000154928	ENST00000398015	ENSPPYP00000015802	
ENSG00000155249	ENST00000285600	ENSPPYP00000022376	
ENSG00000155269	ENST00000382487	ENSPPYP00000016269	
ENSG00000155511	ENST00000285900	ENSPPYP00000017871	
ENSG00000155760	ENST00000286201	ENSPPYP00000014616	
ENSG00000156097	ENST00000527748	ENSPPYP00000001242	
ENSG00000156642	ENST00000345330	ENSPPYP00000007513	
ENSG00000156886	ENST00000389202	ENSPPYP00000008703	
ENSG00000156920	ENST00000394143	ENSPPYP00000023245	
ENSG00000157193	ENST00000306052	ENSPPYP00000001551	
ENSG00000157219	ENST00000287907	ENSPPYP00000020418	
ENSG00000157240	ENST00000287934	ENSPPYP00000019980	
ENSG00000157404	ENST00000288135	ENSPPYP00000016492	
ENSG00000157873	ENST00000355716	ENSPPYP00000002290	
ENSG00000158292	ENST00000377893	ENSPPYP00000002258	
ENSG00000158458	ENST00000361474	ENSPPYP00000017719	
ENSG00000158473	ENST00000368171	ENSPPYP00000000793	
ENSG00000158748	ENST00000289753	ENSPPYP00000002068	
ENSG00000158769	ENST00000368026	ENSPPYP00000000723	
ENSG00000158869	ENST00000289902	ENSPPYP00000000706	
ENSG00000159110	ENST00000382241	ENSPPYP00000012692	
ENSG00000159128	ENST00000290219	
ENSG00000159164	ENST00000369146	ENSPPYP00000001066	
ENSG00000159346	ENST00000340990	ENSPPYP00000000379	
ENSG00000159618	ENST00000340339	ENSPPYP00000008353	
ENSG00000159958	ENST00000291232	ENSPPYP00000013261	
ENSG00000159961	ENST00000291231	ENSPPYP00000008795	
ENSG00000160013	ENST00000291294	ENSPPYP00000011358	
ENSG00000160255	ENST00000397852	ENSPPYP00000012844	
ENSG00000160654	ENST00000532917	ENSPPYP00000004502	
ENSG00000160683	ENST00000292174	ENSPPYP00000004517	
ENSG00000160712	ENST00000368485	ENSPPYP00000000909	
ENSG00000160716	ENST00000368476	ENSPPYP00000000905	
ENSG00000160791	ENST00000343801	ENSPPYP00000016199	
ENSG00000160801	ENST00000449590	ENSPPYP00000015577	
ENSG00000160856	ENST00000368184	ENSPPYP00000000799	
ENSG00000160951	ENST00000292513	ENSPPYP00000010808	
ENSG00000161509	ENST00000293190	ENSPPYP00000009666	
ENSG00000161638	ENST00000293379	ENSPPYP00000005252	
ENSG00000161649	ENST00000317310	ENSPPYP00000009388	
ENSG00000161807	ENST00000293614	
ENSG00000161911	ENST00000373127	ENSPPYP00000018554	
ENSG00000161921	ENST00000293778	
ENSG00000161944	ENST00000355035	ENSPPYP00000008883	
ENSG00000162009	ENST00000397547	ENSPPYP00000007857	
ENSG00000162337	ENST00000294304	
ENSG00000162594	ENST00000347310	ENSPPYP00000001464	
ENSG00000162604	ENST00000371180	ENSPPYP00000001502	
ENSG00000162618	ENST00000370742	ENSPPYP00000001406	
ENSG00000162727	ENST00000366476	
ENSG00000162733	ENST00000367922	ENSPPYP00000000678	
ENSG00000162739	ENST00000368057	ENSPPYP00000000732	
ENSG00000162747	ENST00000367964	ENSPPYP00000000694	
ENSG00000162769	ENST00000366971	ENSPPYP00000000238	
ENSG00000162881	ENST00000378661	ENSPPYP00000013917	
ENSG00000162897	ENST00000324852	ENSPPYP00000000292	
ENSG00000163251	ENST00000295417	ENSPPYP00000014662	
ENSG00000163285	ENST00000295452	ENSPPYP00000016426	
ENSG00000163288	ENST00000295454	ENSPPYP00000016431	
ENSG00000163394	ENST00000295589	ENSPPYP00000016374	
ENSG00000163464	ENST00000295683	ENSPPYP00000014707	
ENSG00000163485	ENST00000309502	ENSPPYP00000000373	
ENSG00000163513	ENST00000359013	ENSPPYP00000015718	
ENSG00000163518	ENST00000271532	ENSPPYP00000000800	
ENSG00000163534	ENST00000368176	
ENSG00000163606	ENST00000308611	ENSPPYP00000015144	
ENSG00000163702	ENST00000295981	ENSPPYP00000015286	
ENSG00000163785	ENST00000296084	ENSPPYP00000015796	
ENSG00000163823	ENST00000296140	
ENSG00000163873	ENST00000373091	ENSPPYP00000001771	
ENSG00000163914	ENST00000296271	ENSPPYP00000015003	
ENSG00000163956	ENST00000500728	ENSPPYP00000016265	
ENSG00000164078	ENST00000296474	ENSPPYP00000015506	
ENSG00000164082	ENST00000395052	ENSPPYP00000015475	
ENSG00000164128	ENST00000296533	ENSPPYP00000016947	
ENSG00000164129	ENST00000338566	ENSPPYP00000016948	
ENSG00000164171	ENST00000296585	ENSPPYP00000017266	
ENSG00000164199	ENST00000405460	ENSPPYP00000017471	
ENSG00000164220	ENST00000296641	ENSPPYP00000017405	
ENSG00000164251	ENST00000296677	ENSPPYP00000017407	
ENSG00000164270	ENST00000360693	ENSPPYP00000017818	
ENSG00000164342	ENST00000296795	ENSPPYP00000017042	
ENSG00000164393	ENST00000296862	ENSPPYP00000018660	
ENSG00000164418	ENST00000421544	ENSPPYP00000018887	
ENSG00000164509	ENST00000447346	ENSPPYP00000017289	
ENSG00000164604	ENST00000501255	ENSPPYP00000020091	
ENSG00000164849	ENST00000397095	ENSPPYP00000019386	
ENSG00000164930	ENST00000522566	ENSPPYP00000021096	
ENSG00000165029	ENST00000374736	ENSPPYP00000021810	
ENSG00000165186	ENST00000379361	ENSPPYP00000022588	
ENSG00000165202	ENST00000297913	ENSPPYP00000022434	
ENSG00000165204	ENST00000277309	
ENSG00000165215	ENST00000395145	ENSPPYP00000019610	
ENSG00000165246	ENST00000355905	
ENSG00000165370	ENST00000298110	ENSPPYP00000023257	
ENSG00000165409	ENST00000541158	ENSPPYP00000006869	
ENSG00000165621	ENST00000298440	ENSPPYP00000006215	
ENSG00000165682	ENST00000298527	ENSPPYP00000004862	
ENSG00000165762	ENST00000298642	ENSPPYP00000007084	
ENSG00000166073	ENST00000299092	ENSPPYP00000007180	
ENSG00000166148	ENST00000299178	ENSPPYP00000005378	
ENSG00000166160	ENST00000369929	ENSPPYP00000023356	
ENSG00000166206	ENST00000311550	ENSPPYP00000007112	
ENSG00000166342	ENST00000327305	ENSPPYP00000010365	
ENSG00000166363	ENST00000299454	ENSPPYP00000004047	
ENSG00000166368	ENST00000299459	ENSPPYP00000004044	
ENSG00000166573	ENST00000299727	ENSPPYP00000010387	
ENSG00000166603	ENST00000299766	ENSPPYP00000010328	
ENSG00000166682	ENST00000299882	ENSPPYP00000004453	
ENSG00000166736	ENST00000355556	ENSPPYP00000004457	
ENSG00000166825	ENST00000300060	ENSPPYP00000007682	
ENSG00000166856	ENST00000300098	
ENSG00000166884	ENST00000300127	ENSPPYP00000004674	
ENSG00000167286	ENST00000300692	ENSPPYP00000004501	
ENSG00000167332	ENST00000396950	ENSPPYP00000004134	
ENSG00000167359	ENST00000380211	ENSPPYP00000004098	
ENSG00000167360	ENST00000300778	
ENSG00000167601	ENST00000301178	ENSPPYP00000011205	
ENSG00000167613	ENST00000391742	ENSPPYP00000011627	
ENSG00000167633	ENST00000391728	ENSPPYP00000011640	
ENSG00000167822	ENST00000301529	
ENSG00000167825	ENST00000301532	ENSPPYP00000003772	
ENSG00000167850	ENST00000330793	ENSPPYP00000009659	
ENSG00000167851	ENST00000360141	ENSPPYP00000009657	
ENSG00000168079	ENST00000354914	ENSPPYP00000020702	
ENSG00000168124	ENST00000304646	ENSPPYP00000008728	
ENSG00000168131	ENST00000303324	
ENSG00000168158	ENST00000304936	ENSPPYP00000007964	
ENSG00000168229	ENST00000306051	ENSPPYP00000006608	
ENSG00000168329	ENST00000358309	ENSPPYP00000015654	
ENSG00000168384	ENST00000374808	
ENSG00000168398	ENST00000554311	ENSPPYP00000006959	
ENSG00000168412	ENST00000307161	ENSPPYP00000017049	
ENSG00000168539	ENST00000306960	ENSPPYP00000003626	
ENSG00000168575	ENST00000342228	ENSPPYP00000020809	
ENSG00000168685	ENST00000303115	ENSPPYP00000017197	
ENSG00000168758	ENST00000305476	ENSPPYP00000014202	
ENSG00000168787	ENST00000383555	
ENSG00000168828	ENST00000377981	
ENSG00000168830	ENST00000305344	ENSPPYP00000018833	
ENSG00000168959	ENST00000418177	ENSPPYP00000004293	
ENSG00000168995	ENST00000317643	ENSPPYP00000011548	
ENSG00000169006	ENST00000306928	ENSPPYP00000014115	
ENSG00000169071	ENST00000375708	ENSPPYP00000021705	
ENSG00000169208	ENST00000303532	ENSPPYP00000006373	
ENSG00000169214	ENST00000302084	ENSPPYP00000000029	
ENSG00000169252	ENST00000305988	ENSPPYP00000017819	
ENSG00000169306	ENST00000378993	ENSPPYP00000022613	
ENSG00000169313	ENST00000302632	ENSPPYP00000015895	
ENSG00000169327	ENST00000304418	ENSPPYP00000006360	
ENSG00000169484	ENST00000305045	ENSPPYP00000006323	
ENSG00000169488	ENST00000305051	ENSPPYP00000022310	
ENSG00000169508	ENST00000376414	ENSPPYP00000006234	
ENSG00000169604	ENST00000303714	ENSPPYP00000013763	
ENSG00000169618	ENST00000303786	ENSPPYP00000013768	
ENSG00000169676	ENST00000304374	ENSPPYP00000016314	
ENSG00000169684	ENST00000299565	ENSPPYP00000007604	
ENSG00000169760	ENST00000457714	ENSPPYP00000016004	
ENSG00000169836	ENST00000304883	ENSPPYP00000016721	
ENSG00000169860	ENST00000305097	ENSPPYP00000015899	
ENSG00000169896	ENST00000544665	ENSPPYP00000008263	
ENSG00000169962	ENST00000339381	ENSPPYP00000002326	
ENSG00000169992	ENST00000302926	ENSPPYP00000008903	
ENSG00000170075	ENST00000367282	ENSPPYP00000000395	
ENSG00000170128	ENST00000304244	ENSPPYP00000000419	
ENSG00000170175	ENST00000306071	ENSPPYP00000008908	
ENSG00000170180	ENST00000360771	ENSPPYP00000016861	
ENSG00000170214	ENST00000306675	ENSPPYP00000017907	
ENSG00000170255	ENST00000302797	ENSPPYP00000003935	
ENSG00000170412	ENST00000342648	ENSPPYP00000009654	
ENSG00000170425	ENST00000304222	ENSPPYP00000009008	
ENSG00000170605	ENST00000305377	ENSPPYP00000005264	
ENSG00000170683	ENST00000360759	ENSPPYP00000022440	
ENSG00000170775	ENST00000303921	
ENSG00000170782	ENST00000379829	ENSPPYP00000004045	
ENSG00000170790	ENST00000307322	ENSPPYP00000004046	
ENSG00000170803	ENST00000307401	
ENSG00000170820	ENST00000406846	ENSPPYP00000013860	
ENSG00000170837	ENST00000304411	ENSPPYP00000015343	
ENSG00000170915	ENST00000442253	ENSPPYP00000018689	
ENSG00000170920	ENST00000305444	
ENSG00000170923	ENST00000305456	ENSPPYP00000010676	
ENSG00000170927	ENST00000371117	ENSPPYP00000018684	
ENSG00000170929	ENST00000429566	ENSPPYP00000010675	
ENSG00000170953	ENST00000306842	ENSPPYP00000004587	
ENSG00000170989	ENST00000305352	ENSPPYP00000001284	
ENSG00000171014	ENST00000307033	
ENSG00000171049	ENST00000340023	
ENSG00000171051	ENST00000304748	ENSPPYP00000011839	
ENSG00000171054	ENST00000338616	
ENSG00000171105	ENST00000302850	ENSPPYP00000010619	
ENSG00000171133	ENST00000302681	
ENSG00000171180	ENST00000306687	
ENSG00000171189	ENST00000399907	ENSPPYP00000012647	
ENSG00000171459	ENST00000304720	ENSPPYP00000021942	
ENSG00000171481	ENST00000304820	
ENSG00000171484	ENST00000304833	
ENSG00000171496	ENST00000304865	
ENSG00000171501	ENST00000373688	ENSPPYP00000021941	
ENSG00000171505	ENST00000304880	ENSPPYP00000021940	
ENSG00000171509	ENST00000307765	ENSPPYP00000016938	
ENSG00000171517	ENST00000440886	ENSPPYP00000001390	
ENSG00000171522	ENST00000302472	ENSPPYP00000017225	
ENSG00000171561	ENST00000305159	ENSPPYP00000004212	
ENSG00000171596	ENST00000305141	ENSPPYP00000014832	
ENSG00000171631	ENST00000540342	ENSPPYP00000004182	
ENSG00000171657	ENST00000302548	ENSPPYP00000022675	
ENSG00000171659	ENST00000378142	ENSPPYP00000022674	
ENSG00000171860	ENST00000307637	ENSPPYP00000004833	
ENSG00000171873	ENST00000379453	ENSPPYP00000012065	
ENSG00000171936	ENST00000305892	ENSPPYP00000011810	
ENSG00000171942	ENST00000305899	ENSPPYP00000010846	
ENSG00000171944	ENST00000307388	ENSPPYP00000004114	
ENSG00000172116	ENST00000331469	ENSPPYP00000013609	
ENSG00000172146	ENST00000304094	ENSPPYP00000008790	
ENSG00000172148	ENST00000304105	ENSPPYP00000010824	
ENSG00000172150	ENST00000381951	
ENSG00000172154	ENST00000302124	
ENSG00000172188	ENST00000302231	
ENSG00000172199	ENST00000302270	
ENSG00000172208	ENST00000302329	
ENSG00000172209	ENST00000304402	ENSPPYP00000020064	
ENSG00000172215	ENST00000438735	ENSPPYP00000015592	
ENSG00000172243	ENST00000304084	ENSPPYP00000004865	
ENSG00000172289	ENST00000307552	ENSPPYP00000003719	
ENSG00000172320	ENST00000302030	
ENSG00000172322	ENST00000304361	ENSPPYP00000004861	
ENSG00000172324	ENST00000302040	ENSPPYP00000003723	
ENSG00000172362	ENST00000302572	
ENSG00000172365	ENST00000302581	
ENSG00000172377	ENST00000302610	ENSPPYP00000003745	
ENSG00000172381	ENST00000302622	ENSPPYP00000004690	
ENSG00000172457	ENST00000302957	
ENSG00000172459	ENST00000302969	
ENSG00000172464	ENST00000302981	
ENSG00000172487	ENST00000303039	
ENSG00000172489	ENST00000303059	
ENSG00000172519	ENST00000308940	
ENSG00000172640	ENST00000310248	
ENSG00000172742	ENST00000329328	
ENSG00000172769	ENST00000309403	
ENSG00000172772	ENST00000395079	ENSPPYP00000003738	
ENSG00000172774	ENST00000309433	ENSPPYP00000003740	
ENSG00000172935	ENST00000441623	ENSPPYP00000003437	
ENSG00000172938	ENST00000309106	ENSPPYP00000003438	
ENSG00000173080	ENST00000368318	ENSPPYP00000000852	
ENSG00000173198	ENST00000373304	ENSPPYP00000022946	
ENSG00000173250	ENST00000311104	ENSPPYP00000017800	
ENSG00000173285	ENST00000289451	
ENSG00000173302	ENST00000309926	ENSPPYP00000014220	
ENSG00000173391	ENST00000309539	ENSPPYP00000004866	
ENSG00000173402	ENST00000515359	
ENSG00000173482	ENST00000332175	ENSPPYP00000010117	
ENSG00000173535	ENST00000356864	ENSPPYP00000020656	
ENSG00000173567	ENST00000311519	ENSPPYP00000014049	
ENSG00000173578	ENST00000309285	ENSPPYP00000015590	
ENSG00000173612	ENST00000310357	ENSPPYP00000018984	
ENSG00000173662	ENST00000333172	ENSPPYP00000002249	
ENSG00000173679	ENST00000309623	
ENSG00000173698	ENST00000379869	ENSPPYP00000022565	
ENSG00000173762	ENST00000312648	ENSPPYP00000009849	
ENSG00000173890	ENST00000355897	ENSPPYP00000015968	
ENSG00000174123	ENST00000308973	ENSPPYP00000016386	
ENSG00000174125	ENST00000308979	ENSPPYP00000016387	
ENSG00000174130	ENST00000436693	ENSPPYP00000016388	
ENSG00000174339	ENST00000307832	
ENSG00000174343	ENST00000310169	ENSPPYP00000017081	
ENSG00000174417	ENST00000518632	ENSPPYP00000021118	
ENSG00000174600	ENST00000312143	ENSPPYP00000005609	
ENSG00000174667	ENST00000308682	ENSPPYP00000010681	
ENSG00000174804	ENST00000531380	ENSPPYP00000004289	
ENSG00000174837	ENST00000312053	ENSPPYP00000010614	
ENSG00000174914	ENST00000312153	
ENSG00000174937	ENST00000312240	
ENSG00000174942	ENST00000312253	
ENSG00000174944	ENST00000309170	
ENSG00000174946	ENST00000309180	
ENSG00000174948	ENST00000389740	ENSPPYP00000015903	
ENSG00000174957	ENST00000312298	
ENSG00000174970	ENST00000312345	
ENSG00000174982	ENST00000312422	
ENSG00000175143	ENST00000366474	
ENSG00000175344	ENST00000454250	ENSPPYP00000007134	
ENSG00000175393	ENST00000309838	
ENSG00000175398	ENST00000309675	
ENSG00000175485	ENST00000311352	
ENSG00000175514	ENST00000312457	ENSPPYP00000003467	
ENSG00000175591	ENST00000393597	ENSPPYP00000004181	
ENSG00000175619	ENST00000309562	
ENSG00000175697	ENST00000464295	ENSPPYP00000015104	
ENSG00000175898	ENST00000317726	ENSPPYP00000010707	
ENSG00000176136	ENST00000324750	
ENSG00000176198	ENST00000315409	ENSPPYP00000006328	
ENSG00000176200	ENST00000313253	ENSPPYP00000003722	
ENSG00000176219	ENST00000315519	
ENSG00000176230	ENST00000315543	ENSPPYP00000006325	
ENSG00000176231	ENST00000322107	
ENSG00000176239	ENST00000380219	ENSPPYP00000004099	
ENSG00000176246	ENST00000315683	
ENSG00000176253	ENST00000315693	ENSPPYP00000006324	
ENSG00000176269	ENST00000320901	
ENSG00000176281	ENST00000315915	ENSPPYP00000022375	
ENSG00000176294	ENST00000315947	ENSPPYP00000006322	
ENSG00000176299	ENST00000315957	ENSPPYP00000006321	
ENSG00000176495	ENST00000313940	ENSPPYP00000003724	
ENSG00000176540	ENST00000319813	ENSPPYP00000003773	
ENSG00000176547	ENST00000319856	ENSPPYP00000003774	
ENSG00000176555	ENST00000319988	
ENSG00000176567	ENST00000320048	
ENSG00000176695	ENST00000318050	ENSPPYP00000007752	
ENSG00000176742	ENST00000321255	ENSPPYP00000004111	
ENSG00000176787	ENST00000321522	ENSPPYP00000004119	
ENSG00000176798	ENST00000321543	ENSPPYP00000004120	
ENSG00000176879	ENST00000321961	
ENSG00000176884	ENST00000371553	ENSPPYP00000022212	
ENSG00000176893	ENST00000322013	ENSPPYP00000004126	
ENSG00000176895	ENST00000359350	ENSPPYP00000004125	
ENSG00000176900	ENST00000380378	ENSPPYP00000004127	
ENSG00000176904	ENST00000322059	ENSPPYP00000004128	
ENSG00000176922	ENST00000322101	ENSPPYP00000004129	
ENSG00000176925	ENST00000322110	ENSPPYP00000004130	
ENSG00000176937	ENST00000356069	ENSPPYP00000004131	
ENSG00000177151	ENST00000317450	ENSPPYP00000011924	
ENSG00000177174	ENST00000317861	ENSPPYP00000000013	
ENSG00000177186	ENST00000317965	ENSPPYP00000000014	
ENSG00000177201	ENST00000317996	
ENSG00000177212	ENST00000318021	
ENSG00000177275	ENST00000318244	
ENSG00000177283	ENST00000374694	
ENSG00000177462	ENST00000319968	
ENSG00000177464	ENST00000323040	ENSPPYP00000011325	
ENSG00000177476	ENST00000320002	
ENSG00000177489	ENST00000320065	
ENSG00000177535	ENST00000318749	
ENSG00000177575	ENST00000359156	ENSPPYP00000004819	
ENSG00000177663	ENST00000319363	ENSPPYP00000022301	
ENSG00000177675	ENST00000313599	ENSPPYP00000004818	
ENSG00000177693	ENST00000326183	ENSPPYP00000007752	
ENSG00000178015	ENST00000380007	ENSPPYP00000017486	
ENSG00000178084	ENST00000318351	
ENSG00000178201	ENST00000321039	
ENSG00000178358	ENST00000317834	
ENSG00000178394	ENST00000323865	ENSPPYP00000017318	
ENSG00000178562	ENST00000324106	ENSPPYP00000014637	
ENSG00000178568	ENST00000342788	ENSPPYP00000014681	
ENSG00000178586	ENST00000319423	ENSPPYP00000014915	
ENSG00000178623	ENST00000319838	ENSPPYP00000014924	
ENSG00000178726	ENST00000377103	ENSPPYP00000012026	
ENSG00000178789	ENST00000314401	ENSPPYP00000009658	
ENSG00000178852	ENST00000331493	ENSPPYP00000010044	
ENSG00000179002	ENST00000375371	ENSPPYP00000002087	
ENSG00000179055	ENST00000318763	ENSPPYP00000021808	
ENSG00000179097	ENST00000319595	ENSPPYP00000015249	
ENSG00000179468	ENST00000350513	
ENSG00000179546	ENST00000314113	ENSPPYP00000002020	
ENSG00000179603	ENST00000339582	ENSPPYP00000020152	
ENSG00000179615	ENST00000321688	
ENSG00000179626	ENST00000394256	ENSPPYP00000005270	
ENSG00000179639	ENST00000368115	ENSPPYP00000000769	
ENSG00000179695	ENST00000322678	ENSPPYP00000005268	
ENSG00000179817	ENST00000314254	ENSPPYP00000003957	
ENSG00000179826	ENST00000396275	
ENSG00000179915	ENST00000404971	ENSPPYP00000013858	
ENSG00000179919	ENST00000326258	ENSPPYP00000005882	
ENSG00000179921	ENST00000479077	ENSPPYP00000014709	
ENSG00000179934	ENST00000326306	ENSPPYP00000015653	
ENSG00000180016	ENST00000322608	
ENSG00000180090	ENST00000323404	
ENSG00000180245	ENST00000317735	ENSPPYP00000016750	
ENSG00000180264	ENST00000334810	ENSPPYP00000021959	
ENSG00000180269	ENST00000326571	ENSPPYP00000008088	
ENSG00000180340	ENST00000315323	ENSPPYP00000009362	
ENSG00000180433	ENST00000368144	ENSPPYP00000000780	
ENSG00000180475	ENST00000316770	ENSPPYP00000003739	
ENSG00000180616	ENST00000357585	ENSPPYP00000009640	
ENSG00000180658	ENST00000315453	
ENSG00000180708	ENST00000314902	ENSPPYP00000000788	
ENSG00000180720	ENST00000433765	
ENSG00000180739	ENST00000439028	ENSPPYP00000010717	
ENSG00000180758	ENST00000377411	ENSPPYP00000002221	
ENSG00000180772	ENST00000371906	ENSPPYP00000023121	
ENSG00000180785	ENST00000396952	ENSPPYP00000004135	
ENSG00000180871	ENST00000318507	ENSPPYP00000014705	
ENSG00000180914	ENST00000316793	ENSPPYP00000015306	
ENSG00000180919	ENST00000316529	ENSPPYP00000004076	
ENSG00000180929	ENST00000322241	
ENSG00000180934	ENST00000316650	ENSPPYP00000004078	
ENSG00000180974	ENST00000316987	
ENSG00000180988	ENST00000317037	
ENSG00000181001	ENST00000317078	ENSPPYP00000004082	
ENSG00000181009	ENST00000317093	
ENSG00000181023	ENST00000317121	
ENSG00000181072	ENST00000445907	ENSPPYP00000020235	
ENSG00000181074	ENST00000317254	ENSPPYP00000004083	
ENSG00000181104	ENST00000319211	ENSPPYP00000017406	
ENSG00000181273	ENST00000326855	ENSPPYP00000003770	
ENSG00000181371	ENST00000327216	
ENSG00000181408	ENST00000313135	ENSPPYP00000009853	
ENSG00000181499	ENST00000321252	
ENSG00000181518	ENST00000321355	ENSPPYP00000004569	
ENSG00000181609	ENST00000322641	ENSPPYP00000004096	
ENSG00000181616	ENST00000322653	ENSPPYP00000004093	
ENSG00000181619	ENST00000395116	ENSPPYP00000006661	
ENSG00000181631	ENST00000325602	ENSPPYP00000015894	
ENSG00000181656	ENST00000315033	
ENSG00000181689	ENST00000312711	
ENSG00000181693	ENST00000313022	
ENSG00000181698	ENST00000313033	
ENSG00000181718	ENST00000313264	
ENSG00000181733	ENST00000324060	ENSPPYP00000010670	
ENSG00000181752	ENST00000313447	
ENSG00000181761	ENST00000313472	
ENSG00000181767	ENST00000313503	
ENSG00000181773	ENST00000374024	ENSPPYP00000001920	
ENSG00000181785	ENST00000313555	
ENSG00000181803	ENST00000320704	
ENSG00000181903	ENST00000314259	
ENSG00000181927	ENST00000314612	
ENSG00000181935	ENST00000314634	
ENSG00000181939	ENST00000314644	
ENSG00000181958	ENST00000314706	
ENSG00000181961	ENST00000314721	
ENSG00000181963	ENST00000325719	ENSPPYP00000004142	
ENSG00000182070	ENST00000380367	ENSPPYP00000004113	
ENSG00000182083	ENST00000402971	ENSPPYP00000014915	
ENSG00000182162	ENST00000381297	ENSPPYP00000022460	
ENSG00000182168	ENST00000453304	ENSPPYP00000016681	
ENSG00000182170	ENST00000332314	ENSPPYP00000003417	
ENSG00000182220	ENST00000378438	ENSPPYP00000022663	
ENSG00000182256	ENST00000333743	ENSPPYP00000007115	
ENSG00000182334	ENST00000328375	ENSPPYP00000004033	
ENSG00000182578	ENST00000286301	ENSPPYP00000017838	
ENSG00000182580	ENST00000330394	
ENSG00000182613	ENST00000328275	ENSPPYP00000018061	
ENSG00000182631	ENST00000330120	ENSPPYP00000017183	
ENSG00000182634	ENST00000330487	ENSPPYP00000004682	
ENSG00000182652	ENST00000331723	
ENSG00000182687	ENST00000329003	ENSPPYP00000009713	
ENSG00000182749	ENST00000374296	ENSPPYP00000001966	
ENSG00000182771	ENST00000327946	ENSPPYP00000002649	
ENSG00000182782	ENST00000328880	ENSPPYP00000005778	
ENSG00000182783	ENST00000328570	
ENSG00000182854	ENST00000332238	ENSPPYP00000007751	
ENSG00000182885	ENST00000333493	ENSPPYP00000008357	
ENSG00000182974	ENST00000332663	ENSPPYP00000006321	
ENSG00000183024	ENST00000328890	ENSPPYP00000008788	
ENSG00000183130	ENST00000330803	ENSPPYP00000000008	
ENSG00000183134	ENST00000332539	ENSPPYP00000003694	
ENSG00000183150	ENST00000540510	ENSPPYP00000004920	
ENSG00000183251	ENST00000380224	
ENSG00000183269	ENST00000537935	
ENSG00000183303	ENST00000329434	ENSPPYP00000004034	
ENSG00000183310	ENST00000328782	ENSPPYP00000000009	
ENSG00000183313	ENST00000332249	ENSPPYP00000004081	
ENSG00000183317	ENST00000373048	ENSPPYP00000001761	
ENSG00000183389	ENST00000330728	ENSPPYP00000004080	
ENSG00000183454	ENST00000396573	ENSPPYP00000008016	
ENSG00000183473	ENST00000328544	ENSPPYP00000013153	
ENSG00000183484	ENST00000329797	ENSPPYP00000007045	
ENSG00000183625	ENST00000545097	ENSPPYP00000015589	
ENSG00000183671	ENST00000407325	ENSPPYP00000014649	
ENSG00000183695	ENST00000329773	ENSPPYP00000003934	
ENSG00000183706	ENST00000328795	
ENSG00000183729	ENST00000331251	ENSPPYP00000020842	
ENSG00000183748	ENST00000331429	ENSPPYP00000002469	
ENSG00000183813	ENST00000330953	ENSPPYP00000015703	
ENSG00000183840	ENST00000329321	ENSPPYP00000014289	
ENSG00000184012	ENST00000398585	ENSPPYP00000012766	
ENSG00000184022	ENST00000330500	
ENSG00000184140	ENST00000328882	ENSPPYP00000004705	
ENSG00000184155	ENST00000334857	ENSPPYP00000000766	
ENSG00000184160	ENST00000330055	
ENSG00000184166	ENST00000331459	ENSPPYP00000008787	
ENSG00000184194	ENST00000332582	ENSPPYP00000022802	
ENSG00000184292	ENST00000371225	ENSPPYP00000001513	
ENSG00000184321	ENST00000332043	
ENSG00000184350	ENST00000389832	ENSPPYP00000003418	
ENSG00000184394	ENST00000333629	ENSPPYP00000006326	
ENSG00000184451	ENST00000332438	ENSPPYP00000009423	
ENSG00000184478	ENST00000329564	
ENSG00000184574	ENST00000329858	ENSPPYP00000004778	
ENSG00000184698	ENST00000328611	
ENSG00000184845	ENST00000393752	ENSPPYP00000017976	
ENSG00000184881	ENST00000328813	ENSPPYP00000004100	
ENSG00000184933	ENST00000332601	ENSPPYP00000004048	
ENSG00000184954	ENST00000327335	ENSPPYP00000005269	
ENSG00000184984	ENST00000383263	ENSPPYP00000007146	
ENSG00000185008	ENST00000487694	ENSPPYP00000015242	
ENSG00000185097	ENST00000332831	
ENSG00000185149	ENST00000329476	ENSPPYP00000017072	
ENSG00000185231	ENST00000327606	ENSPPYP00000010073	
