Ensembl Gene ID	Ensembl Transcript ID	GO Term Evidence Code	GO Term Accession	Canonical transcript stable ID(s)	Description	Associated Gene Name
ENSG00000135298	ENST00000370598	IEA	GO:0005886	ENST00000370598	brain-specific angiogenesis inhibitor 3 [Source:HGNC Symbol;Acc:945]	BAI3
ENSG00000135298	ENST00000238918	IEA	GO:0005886	ENST00000370598	brain-specific angiogenesis inhibitor 3 [Source:HGNC Symbol;Acc:945]	BAI3
ENSG00000103569	ENST00000219919	TAS	GO:0005886	ENST00000219919	aquaporin 9 [Source:HGNC Symbol;Acc:643]	AQP9
ENSG00000103569	ENST00000536493	TAS	GO:0005886	ENST00000219919	aquaporin 9 [Source:HGNC Symbol;Acc:643]	AQP9
ENSG00000157219	ENST00000287907	TAS	GO:0005886	ENST00000287907	5-hydroxytryptamine (serotonin) receptor 5A [Source:HGNC Symbol;Acc:5300]	HTR5A
ENSG00000187492	ENST00000412678	IEA	GO:0005886	ENST00000412678	cadherin-related family member 4 [Source:HGNC Symbol;Acc:34527]	CDHR4
ENSG00000143127	ENST00000369304	TAS	GO:0005886	ENST00000369304	integrin, alpha 10 [Source:HGNC Symbol;Acc:6135]	ITGA10
ENSG00000066405	ENST00000183605	IEA	GO:0005886	ENST00000343735	claudin 18 [Source:HGNC Symbol;Acc:2039]	CLDN18
ENSG00000127954	ENST00000380079	ISS	GO:0005886	ENST00000380079	STEAP family member 4 [Source:HGNC Symbol;Acc:21923]	STEAP4
ENSG00000127954	ENST00000380079	IEA	GO:0005886	ENST00000380079	STEAP family member 4 [Source:HGNC Symbol;Acc:21923]	STEAP4
ENSG00000066405	ENST00000536138	IEA	GO:0005886	ENST00000343735	claudin 18 [Source:HGNC Symbol;Acc:2039]	CLDN18
ENSG00000091138	ENST00000340010	TAS	GO:0005886	ENST00000340010	solute carrier family 26, member 3 [Source:HGNC Symbol;Acc:3018]	SLC26A3
ENSG00000162706	ENST00000368125	TAS	GO:0005886	ENST00000368124	cell adhesion molecule 3 [Source:HGNC Symbol;Acc:17601]	CADM3
ENSG00000166250	ENST00000448775	IEA	GO:0005886	ENST00000448775	CXADR-like membrane protein [Source:HGNC Symbol;Acc:24039]	CLMP
ENSG00000213088	ENST00000368122	TAS	GO:0005886	ENST00000368121	Duffy blood group, chemokine receptor [Source:HGNC Symbol;Acc:4035]	DARC
ENSG00000213088	ENST00000537147	TAS	GO:0005886	ENST00000368121	Duffy blood group, chemokine receptor [Source:HGNC Symbol;Acc:4035]	DARC
ENSG00000213088	ENST00000359381	TAS	GO:0005886	ENST00000368121	Duffy blood group, chemokine receptor [Source:HGNC Symbol;Acc:4035]	DARC
ENSG00000198719	ENST00000366756	TAS	GO:0005886	ENST00000366756	delta-like 1 (Drosophila) [Source:HGNC Symbol;Acc:2908]	DLL1
ENSG00000198719	ENST00000366756	IEA	GO:0005886	ENST00000366756	delta-like 1 (Drosophila) [Source:HGNC Symbol;Acc:2908]	DLL1
ENSG00000004809	ENST00000368919	IC	GO:0005886	ENST00000368919	solute carrier family 22 (organic cation/carnitine transporter), member 16 [Source:HGNC Symbol;Acc:20302]	SLC22A16
ENSG00000137968	ENST00000370855	TAS	GO:0005886	ENST00000370855	solute carrier family 44, member 5 [Source:HGNC Symbol;Acc:28524]	SLC44A5
ENSG00000179639	ENST00000368115	IEA	GO:0005886	ENST00000368115	Fc fragment of IgE, high affinity I, receptor for; alpha polypeptide [Source:HGNC Symbol;Acc:3609]	FCER1A
ENSG00000196266	ENST00000332217	TAS	GO:0005886	ENST00000332217	olfactory receptor, family 10, subfamily J, member 3 [Source:HGNC Symbol;Acc:14992]	OR10J3
ENSG00000196184	ENST00000423932	TAS	GO:0005886	ENST00000423932	olfactory receptor, family 10, subfamily J, member 1 [Source:HGNC Symbol;Acc:8175]	OR10J1
ENSG00000184155	ENST00000334857	TAS	GO:0005886	ENST00000334857	olfactory receptor, family 10, subfamily J, member 5 [Source:HGNC Symbol;Acc:14993]	OR10J5
ENSG00000230108	ENST00000443707	TAS	GO:0005886	ENST00000443707	tumor necrosis factor [Source:HGNC Symbol;Acc:11892]	TNF
ENSG00000183960	ENST00000328405	TAS	GO:0005886	ENST00000328405	potassium voltage-gated channel, subfamily H (eag-related), member 8 [Source:HGNC Symbol;Acc:18864]	KCNH8
ENSG00000139679	ENST00000378434	IDA	GO:0005886	ENST00000378434	lysophosphatidic acid receptor 6 [Source:HGNC Symbol;Acc:15520]	LPAR6
ENSG00000168384	ENST00000374808	TAS	GO:0005886	ENST00000374808	major histocompatibility complex, class II, DP alpha 1 [Source:HGNC Symbol;Acc:4938]	HLA-DPA1
ENSG00000139679	ENST00000345941	IDA	GO:0005886	ENST00000378434	lysophosphatidic acid receptor 6 [Source:HGNC Symbol;Acc:15520]	LPAR6
ENSG00000168384	ENST00000552158	TAS	GO:0005886	ENST00000374808	major histocompatibility complex, class II, DP alpha 1 [Source:HGNC Symbol;Acc:4938]	HLA-DPA1
ENSG00000179546	ENST00000374619	TAS	GO:0005886	ENST00000314113	5-hydroxytryptamine (serotonin) receptor 1D [Source:HGNC Symbol;Acc:5289]	HTR1D
ENSG00000179546	ENST00000314113	TAS	GO:0005886	ENST00000314113	5-hydroxytryptamine (serotonin) receptor 1D [Source:HGNC Symbol;Acc:5289]	HTR1D
ENSG00000228321	ENST00000412275	TAS	GO:0005886	ENST00000412275	tumor necrosis factor [Source:HGNC Symbol;Acc:11892]	TNF
ENSG00000026508	ENST00000263398	IEA	GO:0005886	ENST00000428726	CD44 molecule (Indian blood group) [Source:HGNC Symbol;Acc:1681]	CD44
ENSG00000174233	ENST00000307885	TAS	GO:0005886	ENST00000307885	adenylate cyclase 6 [Source:HGNC Symbol;Acc:237]	ADCY6
ENSG00000174233	ENST00000307885	IEA	GO:0005886	ENST00000307885	adenylate cyclase 6 [Source:HGNC Symbol;Acc:237]	ADCY6
ENSG00000144230	ENST00000272644	TAS	GO:0005886	ENST00000544369	G protein-coupled receptor 17 [Source:HGNC Symbol;Acc:4471]	GPR17
ENSG00000144230	ENST00000393018	TAS	GO:0005886	ENST00000544369	G protein-coupled receptor 17 [Source:HGNC Symbol;Acc:4471]	GPR17
ENSG00000144230	ENST00000544369	TAS	GO:0005886	ENST00000544369	G protein-coupled receptor 17 [Source:HGNC Symbol;Acc:4471]	GPR17
ENSG00000026508	ENST00000415148	IEA	GO:0005886	ENST00000428726	CD44 molecule (Indian blood group) [Source:HGNC Symbol;Acc:1681]	CD44
ENSG00000229252	ENST00000415289	TAS	GO:0005886	ENST00000415289	major histocompatibility complex, class I, E [Source:HGNC Symbol;Acc:4962]	HLA-E
ENSG00000152207	ENST00000282018	TAS	GO:0005886	ENST00000282018	cysteinyl leukotriene receptor 2 [Source:HGNC Symbol;Acc:18274]	CYSLTR2
ENSG00000026508	ENST00000428726	IDA	GO:0005886	ENST00000428726	CD44 molecule (Indian blood group) [Source:HGNC Symbol;Acc:1681]	CD44
ENSG00000026508	ENST00000428726	IEA	GO:0005886	ENST00000428726	CD44 molecule (Indian blood group) [Source:HGNC Symbol;Acc:1681]	CD44
ENSG00000026508	ENST00000433892	IEA	GO:0005886	ENST00000428726	CD44 molecule (Indian blood group) [Source:HGNC Symbol;Acc:1681]	CD44
ENSG00000101850	ENST00000467482	IDA	GO:0005886	ENST00000467482	G protein-coupled receptor 143 [Source:HGNC Symbol;Acc:20145]	GPR143
ENSG00000101850	ENST00000380929	IDA	GO:0005886	ENST00000467482	G protein-coupled receptor 143 [Source:HGNC Symbol;Acc:20145]	GPR143
ENSG00000026508	ENST00000434472	IEA	GO:0005886	ENST00000428726	CD44 molecule (Indian blood group) [Source:HGNC Symbol;Acc:1681]	CD44
ENSG00000164647	ENST00000297205	TAS	GO:0005886	ENST00000297205	six transmembrane epithelial antigen of the prostate 1 [Source:HGNC Symbol;Acc:11378]	STEAP1
ENSG00000026508	ENST00000352818	IEA	GO:0005886	ENST00000428726	CD44 molecule (Indian blood group) [Source:HGNC Symbol;Acc:1681]	CD44
ENSG00000026508	ENST00000278385	IDA	GO:0005886	ENST00000428726	CD44 molecule (Indian blood group) [Source:HGNC Symbol;Acc:1681]	CD44
ENSG00000171217	ENST00000367165	IEA	GO:0005886	ENST00000367165	claudin 20 [Source:HGNC Symbol;Acc:2042]	CLDN20
ENSG00000026508	ENST00000433354	IEA	GO:0005886	ENST00000428726	CD44 molecule (Indian blood group) [Source:HGNC Symbol;Acc:1681]	CD44
ENSG00000166257	ENST00000392770	IDA	GO:0005886	ENST00000392770	sodium channel, voltage-gated, type III, beta [Source:HGNC Symbol;Acc:20665]	SCN3B
ENSG00000026508	ENST00000449691	IEA	GO:0005886	ENST00000428726	CD44 molecule (Indian blood group) [Source:HGNC Symbol;Acc:1681]	CD44
ENSG00000026508	ENST00000437706	IEA	GO:0005886	ENST00000428726	CD44 molecule (Indian blood group) [Source:HGNC Symbol;Acc:1681]	CD44
ENSG00000026508	ENST00000360158	IEA	GO:0005886	ENST00000428726	CD44 molecule (Indian blood group) [Source:HGNC Symbol;Acc:1681]	CD44
ENSG00000135312	ENST00000369947	TAS	GO:0005886	ENST00000369947	5-hydroxytryptamine (serotonin) receptor 1B [Source:HGNC Symbol;Acc:5287]	HTR1B
ENSG00000135312	ENST00000369947	IEA	GO:0005886	ENST00000369947	5-hydroxytryptamine (serotonin) receptor 1B [Source:HGNC Symbol;Acc:5287]	HTR1B
ENSG00000230413	ENST00000400665	TAS	GO:0005886	ENST00000452715	major histocompatibility complex, class I, G [Source:HGNC Symbol;Acc:4964]	HLA-G
ENSG00000166257	ENST00000530277	IDA	GO:0005886	ENST00000392770	sodium channel, voltage-gated, type III, beta [Source:HGNC Symbol;Acc:20665]	SCN3B
ENSG00000230413	ENST00000444098	TAS	GO:0005886	ENST00000452715	major histocompatibility complex, class I, G [Source:HGNC Symbol;Acc:4964]	HLA-G
ENSG00000166257	ENST00000299333	IDA	GO:0005886	ENST00000392770	sodium channel, voltage-gated, type III, beta [Source:HGNC Symbol;Acc:20665]	SCN3B
ENSG00000230413	ENST00000546545	TAS	GO:0005886	ENST00000452715	major histocompatibility complex, class I, G [Source:HGNC Symbol;Acc:4964]	HLA-G
ENSG00000085552	ENST00000368094	IEA	GO:0005886	ENST00000368094	immunoglobulin superfamily, member 9 [Source:HGNC Symbol;Acc:18132]	IGSF9
ENSG00000102539	ENST00000218721	TAS	GO:0005886	ENST00000218721	motilin receptor [Source:HGNC Symbol;Acc:4495]	MLNR
ENSG00000113262	ENST00000517717	TAS	GO:0005886	ENST00000231188	glutamate receptor, metabotropic 6 [Source:HGNC Symbol;Acc:4598]	GRM6
ENSG00000113262	ENST00000319065	IEA	GO:0005886	ENST00000231188	glutamate receptor, metabotropic 6 [Source:HGNC Symbol;Acc:4598]	GRM6
ENSG00000169704	ENST00000307395	TAS	GO:0005886	ENST00000307395	glycoprotein IX (platelet) [Source:HGNC Symbol;Acc:4444]	GP9
ENSG00000113262	ENST00000231188	TAS	GO:0005886	ENST00000231188	glutamate receptor, metabotropic 6 [Source:HGNC Symbol;Acc:4598]	GRM6
ENSG00000177807	ENST00000368089	TAS	GO:0005886	ENST00000368089	potassium inwardly-rectifying channel, subfamily J, member 10 [Source:HGNC Symbol;Acc:6256]	KCNJ10
ENSG00000177807	ENST00000368089	IEA	GO:0005886	ENST00000368089	potassium inwardly-rectifying channel, subfamily J, member 10 [Source:HGNC Symbol;Acc:6256]	KCNJ10
ENSG00000157214	ENST00000287908	IDA	GO:0005886	ENST00000287908	six transmembrane epithelial antigen of the prostate 2 [Source:HGNC Symbol;Acc:17885]	STEAP2
ENSG00000221931	ENST00000327930	TAS	GO:0005886	ENST00000327930	olfactory receptor, family 6, subfamily X, member 1 [Source:HGNC Symbol;Acc:14737]	OR6X1
ENSG00000137845	ENST00000260408	TAS	GO:0005886	ENST00000260408	ADAM metallopeptidase domain 10 [Source:HGNC Symbol;Acc:188]	ADAM10
ENSG00000137845	ENST00000260408	IEA	GO:0005886	ENST00000260408	ADAM metallopeptidase domain 10 [Source:HGNC Symbol;Acc:188]	ADAM10
ENSG00000162728	ENST00000368088	TAS	GO:0005886	ENST00000368088	potassium inwardly-rectifying channel, subfamily J, member 9 [Source:HGNC Symbol;Acc:6270]	KCNJ9
ENSG00000162728	ENST00000368088	IEA	GO:0005886	ENST00000368088	potassium inwardly-rectifying channel, subfamily J, member 9 [Source:HGNC Symbol;Acc:6270]	KCNJ9
ENSG00000157214	ENST00000394622	IDA	GO:0005886	ENST00000287908	six transmembrane epithelial antigen of the prostate 2 [Source:HGNC Symbol;Acc:17885]	STEAP2
ENSG00000074527	ENST00000343702	TAS	GO:0005886	ENST00000343702	netrin 4 [Source:HGNC Symbol;Acc:13658]	NTN4
ENSG00000177675	ENST00000313599	IEA	GO:0005886	ENST00000313599	CD163 molecule-like 1 [Source:HGNC Symbol;Acc:30375]	CD163L1
ENSG00000157214	ENST00000394621	IDA	GO:0005886	ENST00000287908	six transmembrane epithelial antigen of the prostate 2 [Source:HGNC Symbol;Acc:17885]	STEAP2
ENSG00000121361	ENST00000240662	TAS	GO:0005886	ENST00000240662	potassium inwardly-rectifying channel, subfamily J, member 8 [Source:HGNC Symbol;Acc:6269]	KCNJ8
ENSG00000121361	ENST00000539350	TAS	GO:0005886	ENST00000240662	potassium inwardly-rectifying channel, subfamily J, member 8 [Source:HGNC Symbol;Acc:6269]	KCNJ8
ENSG00000249751	ENST00000515823	IEA	GO:0005886	ENST00000515823	endothelial cell-specific chemotaxis regulator [Source:HGNC Symbol;Acc:35454]	ECSCR
ENSG00000168955	ENST00000304568	IEA	GO:0005886	ENST00000304568	transmembrane 4 L six family member 20 [Source:HGNC Symbol;Acc:26230]	TM4SF20
ENSG00000196099	ENST00000309154	TAS	GO:0005886	ENST00000309154	olfactory receptor, family 6, subfamily M, member 1 [Source:HGNC Symbol;Acc:14711]	OR6M1
ENSG00000181518	ENST00000321355	TAS	GO:0005886	ENST00000321355	olfactory receptor, family 8, subfamily D, member 4 [Source:HGNC Symbol;Acc:14840]	OR8D4
ENSG00000171014	ENST00000307033	TAS	GO:0005886	ENST00000307033	olfactory receptor, family 4, subfamily D, member 5 [Source:HGNC Symbol;Acc:14852]	OR4D5
ENSG00000181499	ENST00000321252	TAS	GO:0005886	ENST00000321252	olfactory receptor, family 6, subfamily T, member 1 [Source:HGNC Symbol;Acc:14848]	OR6T1
ENSG00000196248	ENST00000531945	TAS	GO:0005886	ENST00000531945	olfactory receptor, family 10, subfamily S, member 1 [Source:HGNC Symbol;Acc:14807]	OR10S1
ENSG00000254737	ENST00000320891	TAS	GO:0005886	ENST00000320891	olfactory receptor, family 10, subfamily G, member 4 [Source:HGNC Symbol;Acc:14809]	OR10G4
ENSG00000069431	ENST00000261200	IEA	GO:0005886	ENST00000261200	ATP-binding cassette, sub-family C (CFTR/MRP), member 9 [Source:HGNC Symbol;Acc:60]	ABCC9
ENSG00000236981	ENST00000375024	TAS	GO:0005886	ENST00000375024	olfactory receptor, family 10, subfamily G, member 9 [Source:HGNC Symbol;Acc:15129]	OR10G9
ENSG00000234560	ENST00000431524	TAS	GO:0005886	ENST00000431524	olfactory receptor, family 10, subfamily G, member 8 [Source:HGNC Symbol;Acc:14845]	OR10G8
ENSG00000182634	ENST00000330487	TAS	GO:0005886	ENST00000330487	olfactory receptor, family 10, subfamily G, member 7 [Source:HGNC Symbol;Acc:14842]	OR10G7
ENSG00000018625	ENST00000361216	IDA	GO:0005886	ENST00000361216	ATPase, Na+/K+ transporting, alpha 2 polypeptide [Source:HGNC Symbol;Acc:800]	ATP1A2
ENSG00000018625	ENST00000361216	IEA	GO:0005886	ENST00000361216	ATPase, Na+/K+ transporting, alpha 2 polypeptide [Source:HGNC Symbol;Acc:800]	ATP1A2
ENSG00000233209	ENST00000416192	TAS	GO:0005886	ENST00000416192	major histocompatibility complex, class II, DQ beta 1 [Source:HGNC Symbol;Acc:4944]	HLA-DQB1
ENSG00000233209	ENST00000422950	TAS	GO:0005886	ENST00000416192	major histocompatibility complex, class II, DQ beta 1 [Source:HGNC Symbol;Acc:4944]	HLA-DQB1
ENSG00000105464	ENST00000263269	TAS	GO:0005886	ENST00000263269	glutamate receptor, ionotropic, N-methyl D-aspartate 2D [Source:HGNC Symbol;Acc:4588]	GRIN2D
ENSG00000132681	ENST00000368081	TAS	GO:0005886	ENST00000368081	ATPase, Na+/K+ transporting, alpha 4 polypeptide [Source:HGNC Symbol;Acc:14073]	ATP1A4
ENSG00000039987	ENST00000549706	IEA	GO:0005886	ENST00000549706	bestrophin 2 [Source:HGNC Symbol;Acc:17107]	BEST2
ENSG00000039987	ENST00000553030	IEA	GO:0005886	ENST00000549706	bestrophin 2 [Source:HGNC Symbol;Acc:17107]	BEST2
ENSG00000039987	ENST00000042931	IEA	GO:0005886	ENST00000549706	bestrophin 2 [Source:HGNC Symbol;Acc:17107]	BEST2
ENSG00000164690	ENST00000297261	IEA	GO:0005886	ENST00000297261	sonic hedgehog [Source:HGNC Symbol;Acc:10848]	SHH
ENSG00000183023	ENST00000406785	TAS	GO:0005886	ENST00000403092	solute carrier family 8 (sodium/calcium exchanger), member 1 [Source:HGNC Symbol;Acc:11068]	SLC8A1
ENSG00000196664	ENST00000380659	IDA	GO:0005886	ENST00000380659	toll-like receptor 7 [Source:HGNC Symbol;Acc:15631]	TLR7
ENSG00000183023	ENST00000403092	TAS	GO:0005886	ENST00000403092	solute carrier family 8 (sodium/calcium exchanger), member 1 [Source:HGNC Symbol;Acc:11068]	SLC8A1
ENSG00000183023	ENST00000403092	IEA	GO:0005886	ENST00000403092	solute carrier family 8 (sodium/calcium exchanger), member 1 [Source:HGNC Symbol;Acc:11068]	SLC8A1
ENSG00000183023	ENST00000402441	TAS	GO:0005886	ENST00000403092	solute carrier family 8 (sodium/calcium exchanger), member 1 [Source:HGNC Symbol;Acc:11068]	SLC8A1
ENSG00000227315	ENST00000439648	IEA	GO:0005886	ENST00000439648	sialidase 1 (lysosomal sialidase) [Source:HGNC Symbol;Acc:7758]	NEU1
ENSG00000183023	ENST00000405269	TAS	GO:0005886	ENST00000403092	solute carrier family 8 (sodium/calcium exchanger), member 1 [Source:HGNC Symbol;Acc:11068]	SLC8A1
ENSG00000183023	ENST00000378715	TAS	GO:0005886	ENST00000403092	solute carrier family 8 (sodium/calcium exchanger), member 1 [Source:HGNC Symbol;Acc:11068]	SLC8A1
ENSG00000183023	ENST00000332839	TAS	GO:0005886	ENST00000403092	solute carrier family 8 (sodium/calcium exchanger), member 1 [Source:HGNC Symbol;Acc:11068]	SLC8A1
ENSG00000183023	ENST00000406391	TAS	GO:0005886	ENST00000403092	solute carrier family 8 (sodium/calcium exchanger), member 1 [Source:HGNC Symbol;Acc:11068]	SLC8A1
ENSG00000223793	ENST00000447735	TAS	GO:0005886	ENST00000447735	major histocompatibility complex, class II, DQ alpha 2 [Source:HGNC Symbol;Acc:4943]	HLA-DQA2
ENSG00000223793	ENST00000551533	TAS	GO:0005886	ENST00000447735	major histocompatibility complex, class II, DQ alpha 2 [Source:HGNC Symbol;Acc:4943]	HLA-DQA2
ENSG00000179826	ENST00000396275	IEA	GO:0005886	ENST00000396275	MAS-related GPR, member X3 [Source:HGNC Symbol;Acc:17980]	MRGPRX3
ENSG00000182324	ENST00000342291	TAS	GO:0005886	ENST00000342291	potassium inwardly-rectifying channel, subfamily J, member 14 [Source:HGNC Symbol;Acc:6260]	KCNJ14
ENSG00000182324	ENST00000391884	TAS	GO:0005886	ENST00000342291	potassium inwardly-rectifying channel, subfamily J, member 14 [Source:HGNC Symbol;Acc:6260]	KCNJ14
ENSG00000135643	ENST00000258111	TAS	GO:0005886	ENST00000258111	potassium large conductance calcium-activated channel, subfamily M, beta member 4 [Source:HGNC Symbol;Acc:6289]	KCNMB4
ENSG00000177575	ENST00000359156	IEA	GO:0005886	ENST00000359156	CD163 molecule [Source:HGNC Symbol;Acc:1631]	CD163
ENSG00000137860	ENST00000347644	TAS	GO:0005886	ENST00000347644	solute carrier family 28 (sodium-coupled nucleoside transporter), member 2 [Source:HGNC Symbol;Acc:11002]	SLC28A2
ENSG00000197309	ENST00000318666	IEA	GO:0005886	ENST00000318666	olfactory receptor, family 10, subfamily D, member 3 (non-functional) [Source:HGNC Symbol;Acc:8168]	OR10D3
ENSG00000196341	ENST00000357821	TAS	GO:0005886	ENST00000357821	olfactory receptor, family 8, subfamily D, member 1 [Source:HGNC Symbol;Acc:8481]	OR8D1
ENSG00000148408	ENST00000371372	TAS	GO:0005886	ENST00000371355	calcium channel, voltage-dependent, N type, alpha 1B subunit [Source:HGNC Symbol;Acc:1389]	CACNA1B
ENSG00000197263	ENST00000357438	TAS	GO:0005886	ENST00000357438	olfactory receptor, family 8, subfamily D, member 2 [Source:HGNC Symbol;Acc:8482]	OR8D2
ENSG00000204293	ENST00000375013	IEA	GO:0005886	ENST00000375013	olfactory receptor, family 8, subfamily B, member 2 [Source:HGNC Symbol;Acc:8471]	OR8B2
ENSG00000196661	ENST00000354597	TAS	GO:0005886	ENST00000354597	olfactory receptor, family 8, subfamily B, member 3 [Source:HGNC Symbol;Acc:8472]	OR8B3
ENSG00000198657	ENST00000356130	TAS	GO:0005886	ENST00000356130	olfactory receptor, family 8, subfamily B, member 4 [Source:HGNC Symbol;Acc:8473]	OR8B4
ENSG00000197125	ENST00000328064	TAS	GO:0005886	ENST00000328064	olfactory receptor, family 8, subfamily B, member 8 [Source:HGNC Symbol;Acc:8477]	OR8B8
ENSG00000159640	ENST00000290866	IDA	GO:0005886	ENST00000290866	angiotensin I converting enzyme (peptidyl-dipeptidase A) 1 [Source:HGNC Symbol;Acc:2707]	ACE
ENSG00000159640	ENST00000290866	IEA	GO:0005886	ENST00000290866	angiotensin I converting enzyme (peptidyl-dipeptidase A) 1 [Source:HGNC Symbol;Acc:2707]	ACE
ENSG00000170953	ENST00000306842	TAS	GO:0005886	ENST00000306842	olfactory receptor, family 8, subfamily B, member 12 [Source:HGNC Symbol;Acc:15307]	OR8B12
ENSG00000196119	ENST00000284287	TAS	GO:0005886	ENST00000284287	olfactory receptor, family 8, subfamily A, member 1 [Source:HGNC Symbol;Acc:8469]	OR8A1
ENSG00000228813	ENST00000430849	TAS	GO:0005886	ENST00000433801	major histocompatibility complex, class II, DQ beta 2 [Source:HGNC Symbol;Acc:4945]	HLA-DQB2
ENSG00000154143	ENST00000284288	IEA	GO:0005886	ENST00000284288	pannexin 3 [Source:HGNC Symbol;Acc:20573]	PANX3
ENSG00000101294	ENST00000335574	IEA	GO:0005886	ENST00000398174	histocompatibility (minor) 13 [Source:HGNC Symbol;Acc:16435]	HM13
ENSG00000101294	ENST00000340852	IEA	GO:0005886	ENST00000398174	histocompatibility (minor) 13 [Source:HGNC Symbol;Acc:16435]	HM13
ENSG00000231479	ENST00000453831	TAS	GO:0005886	ENST00000453831	solute carrier family 44, member 4 [Source:HGNC Symbol;Acc:13941]	SLC44A4
ENSG00000119457	ENST00000374228	IEA	GO:0005886	ENST00000374228	solute carrier family 46, member 2 [Source:HGNC Symbol;Acc:16055]	SLC46A2
ENSG00000244623	ENST00000316368	TAS	GO:0005886	ENST00000316368	olfactory receptor, family 2, subfamily AE, member 1 [Source:HGNC Symbol;Acc:15087]	OR2AE1
ENSG00000135917	ENST00000425817	TAS	GO:0005886	ENST00000258403	solute carrier family 19, member 3 [Source:HGNC Symbol;Acc:16266]	SLC19A3
ENSG00000224320	ENST00000443552	TAS	GO:0005886	ENST00000417978	major histocompatibility complex, class I, A [Source:HGNC Symbol;Acc:4931]	HLA-A
ENSG00000135917	ENST00000258403	TAS	GO:0005886	ENST00000258403	solute carrier family 19, member 3 [Source:HGNC Symbol;Acc:16266]	SLC19A3
ENSG00000109667	ENST00000264784	TAS	GO:0005886	ENST00000264784	solute carrier family 2 (facilitated glucose transporter), member 9 [Source:HGNC Symbol;Acc:13446]	SLC2A9
ENSG00000109667	ENST00000264784	IEA	GO:0005886	ENST00000264784	solute carrier family 2 (facilitated glucose transporter), member 9 [Source:HGNC Symbol;Acc:13446]	SLC2A9
ENSG00000196131	ENST00000341702	IEA	GO:0005886	ENST00000341702	vomeronasal 1 receptor 2 [Source:HGNC Symbol;Acc:19872]	VN1R2
ENSG00000228567	ENST00000311170	IDA	GO:0005886	ENST00000311170	vomeronasal 1 receptor 4 [Source:HGNC Symbol;Acc:19871]	VN1R4
ENSG00000224320	ENST00000549869	TAS	GO:0005886	ENST00000417978	major histocompatibility complex, class I, A [Source:HGNC Symbol;Acc:4931]	HLA-A
ENSG00000010278	ENST00000382518	TAS	GO:0005886	ENST00000382518	CD9 molecule [Source:HGNC Symbol;Acc:1709]	CD9
ENSG00000010278	ENST00000009180	TAS	GO:0005886	ENST00000382518	CD9 molecule [Source:HGNC Symbol;Acc:1709]	CD9
ENSG00000113763	ENST00000329542	TAS	GO:0005886	ENST00000329542	unc-5 homolog A (C. elegans) [Source:HGNC Symbol;Acc:12567]	UNC5A
ENSG00000113763	ENST00000329542	IEA	GO:0005886	ENST00000329542	unc-5 homolog A (C. elegans) [Source:HGNC Symbol;Acc:12567]	UNC5A
ENSG00000102683	ENST00000218867	TAS	GO:0005886	ENST00000218867	sarcoglycan, gamma (35kDa dystrophin-associated glycoprotein) [Source:HGNC Symbol;Acc:10809]	SGCG
ENSG00000102683	ENST00000537476	TAS	GO:0005886	ENST00000218867	sarcoglycan, gamma (35kDa dystrophin-associated glycoprotein) [Source:HGNC Symbol;Acc:10809]	SGCG
ENSG00000102683	ENST00000545013	TAS	GO:0005886	ENST00000218867	sarcoglycan, gamma (35kDa dystrophin-associated glycoprotein) [Source:HGNC Symbol;Acc:10809]	SGCG
ENSG00000132329	ENST00000254661	IDA	GO:0005886	ENST00000254661	receptor (G protein-coupled) activity modifying protein 1 [Source:HGNC Symbol;Acc:9843]	RAMP1
ENSG00000197506	ENST00000376238	TAS	GO:0005886	ENST00000376238	solute carrier family 28 (sodium-coupled nucleoside transporter), member 3 [Source:HGNC Symbol;Acc:16484]	SLC28A3
ENSG00000168131	ENST00000303324	TAS	GO:0005886	ENST00000303324	olfactory receptor, family 2, subfamily B, member 2 [Source:HGNC Symbol;Acc:13966]	OR2B2
ENSG00000204305	ENST00000375076	TAS	GO:0005886	ENST00000375076	advanced glycosylation end product-specific receptor [Source:HGNC Symbol;Acc:320]	AGER
ENSG00000204305	ENST00000375076	IEA	GO:0005886	ENST00000375076	advanced glycosylation end product-specific receptor [Source:HGNC Symbol;Acc:320]	AGER
ENSG00000176402	ENST00000312891	IEA	GO:0005886	ENST00000312891	gap junction protein, gamma 3, 30.2kDa [Source:HGNC Symbol;Acc:17495]	GJC3
ENSG00000124657	ENST00000244623	TAS	GO:0005886	ENST00000244623	olfactory receptor, family 2, subfamily B, member 6 [Source:HGNC Symbol;Acc:8241]	OR2B6
ENSG00000204305	ENST00000375070	TAS	GO:0005886	ENST00000375076	advanced glycosylation end product-specific receptor [Source:HGNC Symbol;Acc:320]	AGER
ENSG00000135577	ENST00000258042	IDA	GO:0005886	ENST00000258042	neuromedin B receptor [Source:HGNC Symbol;Acc:7843]	NMBR
ENSG00000213402	ENST00000326294	IDA	GO:0005886	ENST00000326294	protein tyrosine phosphatase, receptor type, C-associated protein [Source:HGNC Symbol;Acc:9667]	PTPRCAP
ENSG00000162736	ENST00000294785	TAS	GO:0005886	ENST00000294785	nicastrin [Source:HGNC Symbol;Acc:17091]	NCSTN
ENSG00000162736	ENST00000294785	IEA	GO:0005886	ENST00000294785	nicastrin [Source:HGNC Symbol;Acc:17091]	NCSTN
ENSG00000204305	ENST00000375069	IEA	GO:0005886	ENST00000375076	advanced glycosylation end product-specific receptor [Source:HGNC Symbol;Acc:320]	AGER
