Ensembl Gene ID	Ensembl Transcript ID	Canonical transcript stable ID(s)	GO Term Evidence Code	GO Term Accession	Description	Associated Gene Name
ENSG00000082684	ENST00000418793	ENST00000357599	IEA	GO:0004872	sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5B [Source:HGNC Symbol;Acc:10737]	SEMA5B
ENSG00000082684	ENST00000451055	ENST00000357599	IEA	GO:0004872	sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5B [Source:HGNC Symbol;Acc:10737]	SEMA5B
ENSG00000082781	ENST00000296181	ENST00000296181	IEA	GO:0004872	integrin, beta 5 [Source:HGNC Symbol;Acc:6160]	ITGB5
ENSG00000083067	ENST00000357533	ENST00000377110	IEA	GO:0004872	transient receptor potential cation channel, subfamily M, member 3 [Source:HGNC Symbol;Acc:17992]	TRPM3
ENSG00000083067	ENST00000358082	ENST00000377110	IEA	GO:0004872	transient receptor potential cation channel, subfamily M, member 3 [Source:HGNC Symbol;Acc:17992]	TRPM3
ENSG00000083067	ENST00000360823	ENST00000377110	IEA	GO:0004872	transient receptor potential cation channel, subfamily M, member 3 [Source:HGNC Symbol;Acc:17992]	TRPM3
ENSG00000083067	ENST00000377105	ENST00000377110	IEA	GO:0004872	transient receptor potential cation channel, subfamily M, member 3 [Source:HGNC Symbol;Acc:17992]	TRPM3
ENSG00000083067	ENST00000377110	ENST00000377110	IEA	GO:0004872	transient receptor potential cation channel, subfamily M, member 3 [Source:HGNC Symbol;Acc:17992]	TRPM3
ENSG00000083067	ENST00000377111	ENST00000377110	IEA	GO:0004872	transient receptor potential cation channel, subfamily M, member 3 [Source:HGNC Symbol;Acc:17992]	TRPM3
ENSG00000083067	ENST00000396285	ENST00000377110	IEA	GO:0004872	transient receptor potential cation channel, subfamily M, member 3 [Source:HGNC Symbol;Acc:17992]	TRPM3
ENSG00000083067	ENST00000408909	ENST00000377110	IEA	GO:0004872	transient receptor potential cation channel, subfamily M, member 3 [Source:HGNC Symbol;Acc:17992]	TRPM3
ENSG00000083454	ENST00000225328	ENST00000225328	IBA	GO:0001614	purinergic receptor P2X, ligand-gated ion channel, 5 [Source:HGNC Symbol;Acc:8536]	P2RX5
ENSG00000083454	ENST00000225328	ENST00000225328	IEA	GO:0004872	purinergic receptor P2X, ligand-gated ion channel, 5 [Source:HGNC Symbol;Acc:8536]	P2RX5
ENSG00000083454	ENST00000225328	ENST00000225328	TAS	GO:0004888	purinergic receptor P2X, ligand-gated ion channel, 5 [Source:HGNC Symbol;Acc:8536]	P2RX5
ENSG00000083454	ENST00000345901	ENST00000225328	IEA	GO:0004872	purinergic receptor P2X, ligand-gated ion channel, 5 [Source:HGNC Symbol;Acc:8536]	P2RX5
ENSG00000083454	ENST00000435558	ENST00000225328	IEA	GO:0004872	purinergic receptor P2X, ligand-gated ion channel, 5 [Source:HGNC Symbol;Acc:8536]	P2RX5
ENSG00000083454	ENST00000440619	ENST00000225328	IEA	GO:0004872	purinergic receptor P2X, ligand-gated ion channel, 5 [Source:HGNC Symbol;Acc:8536]	P2RX5
ENSG00000083454	ENST00000547178	ENST00000225328	IEA	GO:0004872	purinergic receptor P2X, ligand-gated ion channel, 5 [Source:HGNC Symbol;Acc:8536]	P2RX5
ENSG00000083454	ENST00000551178	ENST00000225328	IEA	GO:0004872	purinergic receptor P2X, ligand-gated ion channel, 5 [Source:HGNC Symbol;Acc:8536]	P2RX5
ENSG00000083457	ENST00000263087	ENST00000263087	IEA	GO:0004872	integrin, alpha E (antigen CD103, human mucosal lymphocyte antigen 1; alpha polypeptide) [Source:HGNC Symbol;Acc:6147]	ITGAE
ENSG00000085514	ENST00000198536	ENST00000198536	IEA	GO:0004872	paired immunoglobin-like type 2 receptor alpha [Source:HGNC Symbol;Acc:20396]	PILRA
ENSG00000088053	ENST00000417454	ENST00000310373	TAS	GO:0004872	glycoprotein VI (platelet) [Source:HGNC Symbol;Acc:14388]	GP6
ENSG00000088053	ENST00000417454	ENST00000310373	TAS	GO:0004888	glycoprotein VI (platelet) [Source:HGNC Symbol;Acc:14388]	GP6
ENSG00000088812	ENST00000262919	ENST00000262919	IEA	GO:0004872	attractin [Source:HGNC Symbol;Acc:885]	ATRN
ENSG00000089041	ENST00000261826	ENST00000546057	IDA	GO:0001614	purinergic receptor P2X, ligand-gated ion channel, 7 [Source:HGNC Symbol;Acc:8537]	P2RX7
ENSG00000089041	ENST00000261826	ENST00000546057	IEA	GO:0004872	purinergic receptor P2X, ligand-gated ion channel, 7 [Source:HGNC Symbol;Acc:8537]	P2RX7
ENSG00000089041	ENST00000377162	ENST00000546057	IEA	GO:0004872	purinergic receptor P2X, ligand-gated ion channel, 7 [Source:HGNC Symbol;Acc:8537]	P2RX7
ENSG00000089041	ENST00000443520	ENST00000546057	IEA	GO:0004872	purinergic receptor P2X, ligand-gated ion channel, 7 [Source:HGNC Symbol;Acc:8537]	P2RX7
ENSG00000089041	ENST00000535600	ENST00000546057	IEA	GO:0004872	purinergic receptor P2X, ligand-gated ion channel, 7 [Source:HGNC Symbol;Acc:8537]	P2RX7
ENSG00000089041	ENST00000535928	ENST00000546057	IEA	GO:0004872	purinergic receptor P2X, ligand-gated ion channel, 7 [Source:HGNC Symbol;Acc:8537]	P2RX7
ENSG00000089041	ENST00000537312	ENST00000546057	IEA	GO:0004872	purinergic receptor P2X, ligand-gated ion channel, 7 [Source:HGNC Symbol;Acc:8537]	P2RX7
ENSG00000089041	ENST00000538011	ENST00000546057	IEA	GO:0004872	purinergic receptor P2X, ligand-gated ion channel, 7 [Source:HGNC Symbol;Acc:8537]	P2RX7
ENSG00000089041	ENST00000539606	ENST00000546057	IEA	GO:0004872	purinergic receptor P2X, ligand-gated ion channel, 7 [Source:HGNC Symbol;Acc:8537]	P2RX7
ENSG00000089041	ENST00000541022	ENST00000546057	IEA	GO:0004872	purinergic receptor P2X, ligand-gated ion channel, 7 [Source:HGNC Symbol;Acc:8537]	P2RX7
ENSG00000089041	ENST00000541446	ENST00000546057	IEA	GO:0004872	purinergic receptor P2X, ligand-gated ion channel, 7 [Source:HGNC Symbol;Acc:8537]	P2RX7
ENSG00000089041	ENST00000541564	ENST00000546057	IEA	GO:0004872	purinergic receptor P2X, ligand-gated ion channel, 7 [Source:HGNC Symbol;Acc:8537]	P2RX7
ENSG00000089041	ENST00000541716	ENST00000546057	IEA	GO:0004872	purinergic receptor P2X, ligand-gated ion channel, 7 [Source:HGNC Symbol;Acc:8537]	P2RX7
ENSG00000089041	ENST00000545434	ENST00000546057	IEA	GO:0004872	purinergic receptor P2X, ligand-gated ion channel, 7 [Source:HGNC Symbol;Acc:8537]	P2RX7
ENSG00000089041	ENST00000546057	ENST00000546057	IDA	GO:0001614	purinergic receptor P2X, ligand-gated ion channel, 7 [Source:HGNC Symbol;Acc:8537]	P2RX7
ENSG00000089041	ENST00000546057	ENST00000546057	IEA	GO:0001614	purinergic receptor P2X, ligand-gated ion channel, 7 [Source:HGNC Symbol;Acc:8537]	P2RX7
ENSG00000089041	ENST00000546057	ENST00000546057	IEA	GO:0004872	purinergic receptor P2X, ligand-gated ion channel, 7 [Source:HGNC Symbol;Acc:8537]	P2RX7
ENSG00000089692	ENST00000203629	ENST00000203629	IEA	GO:0004888	lymphocyte-activation gene 3 [Source:HGNC Symbol;Acc:6476]	LAG3
ENSG00000090339	ENST00000264832	ENST00000264832	TAS	GO:0004872	intercellular adhesion molecule 1 [Source:HGNC Symbol;Acc:5344]	ICAM1
ENSG00000090339	ENST00000264832	ENST00000264832	TAS	GO:0004888	intercellular adhesion molecule 1 [Source:HGNC Symbol;Acc:5344]	ICAM1
ENSG00000091181	ENST00000256452	ENST00000446632	IEA	GO:0004872	interleukin 5 receptor, alpha [Source:HGNC Symbol;Acc:6017]	IL5RA
ENSG00000091181	ENST00000256452	ENST00000446632	IEA	GO:0004896	interleukin 5 receptor, alpha [Source:HGNC Symbol;Acc:6017]	IL5RA
ENSG00000091181	ENST00000256452	ENST00000446632	TAS	GO:0004914	interleukin 5 receptor, alpha [Source:HGNC Symbol;Acc:6017]	IL5RA
ENSG00000091181	ENST00000418488	ENST00000446632	IEA	GO:0004896	interleukin 5 receptor, alpha [Source:HGNC Symbol;Acc:6017]	IL5RA
ENSG00000091181	ENST00000438560	ENST00000446632	IEA	GO:0004872	interleukin 5 receptor, alpha [Source:HGNC Symbol;Acc:6017]	IL5RA
ENSG00000091181	ENST00000438560	ENST00000446632	IEA	GO:0004896	interleukin 5 receptor, alpha [Source:HGNC Symbol;Acc:6017]	IL5RA
ENSG00000091181	ENST00000445864	ENST00000446632	IEA	GO:0004872	interleukin 5 receptor, alpha [Source:HGNC Symbol;Acc:6017]	IL5RA
ENSG00000091181	ENST00000446632	ENST00000446632	IEA	GO:0004872	interleukin 5 receptor, alpha [Source:HGNC Symbol;Acc:6017]	IL5RA
ENSG00000091181	ENST00000446632	ENST00000446632	IEA	GO:0004896	interleukin 5 receptor, alpha [Source:HGNC Symbol;Acc:6017]	IL5RA
ENSG00000091181	ENST00000446632	ENST00000446632	TAS	GO:0004914	interleukin 5 receptor, alpha [Source:HGNC Symbol;Acc:6017]	IL5RA
ENSG00000091409	ENST00000264106	ENST00000409080	IEA	GO:0004872	integrin, alpha 6 [Source:HGNC Symbol;Acc:6142]	ITGA6
ENSG00000091409	ENST00000264107	ENST00000409080	IEA	GO:0004872	integrin, alpha 6 [Source:HGNC Symbol;Acc:6142]	ITGA6
ENSG00000091409	ENST00000343713	ENST00000409080	IEA	GO:0004872	integrin, alpha 6 [Source:HGNC Symbol;Acc:6142]	ITGA6
ENSG00000091409	ENST00000409080	ENST00000409080	IEA	GO:0004872	integrin, alpha 6 [Source:HGNC Symbol;Acc:6142]	ITGA6
ENSG00000091409	ENST00000409532	ENST00000409080	IEA	GO:0004872	integrin, alpha 6 [Source:HGNC Symbol;Acc:6142]	ITGA6
ENSG00000091409	ENST00000442250	ENST00000409080	IEA	GO:0004872	integrin, alpha 6 [Source:HGNC Symbol;Acc:6142]	ITGA6
ENSG00000091409	ENST00000458358	ENST00000409080	IEA	GO:0004872	integrin, alpha 6 [Source:HGNC Symbol;Acc:6142]	ITGA6
ENSG00000092096	ENST00000206544	ENST00000206544	IEA	GO:0004888	solute carrier family 22, member 17 [Source:HGNC Symbol;Acc:23095]	SLC22A17
ENSG00000092096	ENST00000206544	ENST00000206544	ISS	GO:0004888	solute carrier family 22, member 17 [Source:HGNC Symbol;Acc:23095]	SLC22A17
ENSG00000092096	ENST00000397267	ENST00000206544	ISS	GO:0004888	solute carrier family 22, member 17 [Source:HGNC Symbol;Acc:23095]	SLC22A17
ENSG00000092421	ENST00000282394	ENST00000343348	IEA	GO:0004872	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A [Source:HGNC Symbol;Acc:10738]	SEMA6A
ENSG00000092421	ENST00000343348	ENST00000343348	IEA	GO:0004872	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A [Source:HGNC Symbol;Acc:10738]	SEMA6A
ENSG00000092421	ENST00000510263	ENST00000343348	IEA	GO:0004872	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A [Source:HGNC Symbol;Acc:10738]	SEMA6A
ENSG00000092421	ENST00000515129	ENST00000343348	IEA	GO:0004872	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A [Source:HGNC Symbol;Acc:10738]	SEMA6A
ENSG00000092445	ENST00000263798	ENST00000263798	IEA	GO:0004714	TYRO3 protein tyrosine kinase [Source:HGNC Symbol;Acc:12446]	TYRO3
ENSG00000092445	ENST00000263798	ENST00000263798	IEA	GO:0004872	TYRO3 protein tyrosine kinase [Source:HGNC Symbol;Acc:12446]	TYRO3
ENSG00000092445	ENST00000540218	ENST00000263798	IEA	GO:0004714	TYRO3 protein tyrosine kinase [Source:HGNC Symbol;Acc:12446]	TYRO3
ENSG00000092445	ENST00000540218	ENST00000263798	IEA	GO:0004872	TYRO3 protein tyrosine kinase [Source:HGNC Symbol;Acc:12446]	TYRO3
ENSG00000094661	ENST00000209540	ENST00000209540	IEA	GO:0004872	olfactory receptor, family 1, subfamily I, member 1 [Source:HGNC Symbol;Acc:8207]	OR1I1
ENSG00000094661	ENST00000209540	ENST00000209540	IEA	GO:0004930	olfactory receptor, family 1, subfamily I, member 1 [Source:HGNC Symbol;Acc:8207]	OR1I1
ENSG00000094661	ENST00000209540	ENST00000209540	IEA	GO:0004984	olfactory receptor, family 1, subfamily I, member 1 [Source:HGNC Symbol;Acc:8207]	OR1I1
ENSG00000094755	ENST00000265294	ENST00000518525	IEA	GO:0004890	gamma-aminobutyric acid (GABA) A receptor, pi [Source:HGNC Symbol;Acc:4089]	GABRP
ENSG00000094755	ENST00000518525	ENST00000518525	IEA	GO:0004890	gamma-aminobutyric acid (GABA) A receptor, pi [Source:HGNC Symbol;Acc:4089]	GABRP
ENSG00000094755	ENST00000519385	ENST00000518525	IEA	GO:0004890	gamma-aminobutyric acid (GABA) A receptor, pi [Source:HGNC Symbol;Acc:4089]	GABRP
ENSG00000094755	ENST00000519598	ENST00000518525	IEA	GO:0004890	gamma-aminobutyric acid (GABA) A receptor, pi [Source:HGNC Symbol;Acc:4089]	GABRP
ENSG00000094755	ENST00000539175	ENST00000518525	IEA	GO:0004872	gamma-aminobutyric acid (GABA) A receptor, pi [Source:HGNC Symbol;Acc:4089]	GABRP
ENSG00000095539	ENST00000370250	ENST00000210633	IEA	GO:0004872	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4G [Source:HGNC Symbol;Acc:10735]	SEMA4G
ENSG00000095539	ENST00000521006	ENST00000210633	IEA	GO:0004872	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4G [Source:HGNC Symbol;Acc:10735]	SEMA4G
ENSG00000095970	ENST00000373113	ENST00000373113	IEA	GO:0004872	triggering receptor expressed on myeloid cells 2 [Source:HGNC Symbol;Acc:17761]	TREM2
ENSG00000096264	ENST00000373089	ENST00000373089	TAS	GO:0004888	natural cytotoxicity triggering receptor 2 [Source:HGNC Symbol;Acc:6732]	NCR2
ENSG00000096433	ENST00000374316	ENST00000374316	IDA	GO:0005220	inositol 1,4,5-trisphosphate receptor, type 3 [Source:HGNC Symbol;Acc:6182]	ITPR3
ENSG00000096433	ENST00000374316	ENST00000374316	IEA	GO:0005220	inositol 1,4,5-trisphosphate receptor, type 3 [Source:HGNC Symbol;Acc:6182]	ITPR3
ENSG00000096996	ENST00000430026	ENST00000430026	IDA	GO:0016517	interleukin 12 receptor, beta 1 [Source:HGNC Symbol;Acc:5971]	IL12RB1
ENSG00000096996	ENST00000430026	ENST00000430026	IDA	GO:0042020	interleukin 12 receptor, beta 1 [Source:HGNC Symbol;Acc:5971]	IL12RB1
ENSG00000096996	ENST00000430026	ENST00000430026	IEA	GO:0004872	interleukin 12 receptor, beta 1 [Source:HGNC Symbol;Acc:5971]	IL12RB1
ENSG00000096996	ENST00000430026	ENST00000430026	TAS	GO:0004896	interleukin 12 receptor, beta 1 [Source:HGNC Symbol;Acc:5971]	IL12RB1
ENSG00000099250	ENST00000265371	ENST00000265371	IEA	GO:0004872	neuropilin 1 [Source:HGNC Symbol;Acc:8004]	NRP1
ENSG00000099250	ENST00000265371	ENST00000265371	IEA	GO:0005021	neuropilin 1 [Source:HGNC Symbol;Acc:8004]	NRP1
ENSG00000099250	ENST00000265371	ENST00000265371	IEA	GO:0017154	neuropilin 1 [Source:HGNC Symbol;Acc:8004]	NRP1
ENSG00000099250	ENST00000374867	ENST00000265371	IEA	GO:0004872	neuropilin 1 [Source:HGNC Symbol;Acc:8004]	NRP1
ENSG00000099250	ENST00000374867	ENST00000265371	IEA	GO:0005021	neuropilin 1 [Source:HGNC Symbol;Acc:8004]	NRP1
ENSG00000099250	ENST00000374867	ENST00000265371	IEA	GO:0017154	neuropilin 1 [Source:HGNC Symbol;Acc:8004]	NRP1
ENSG00000099957	ENST00000336296	ENST00000413302	IBA	GO:0001614	purinergic receptor P2X, ligand-gated ion channel, 6 [Source:HGNC Symbol;Acc:8538]	P2RX6
ENSG00000099957	ENST00000336296	ENST00000413302	IEA	GO:0004872	purinergic receptor P2X, ligand-gated ion channel, 6 [Source:HGNC Symbol;Acc:8538]	P2RX6
ENSG00000099957	ENST00000336296	ENST00000413302	TAS	GO:0004888	purinergic receptor P2X, ligand-gated ion channel, 6 [Source:HGNC Symbol;Acc:8538]	P2RX6
ENSG00000099957	ENST00000401443	ENST00000413302	IEA	GO:0004872	purinergic receptor P2X, ligand-gated ion channel, 6 [Source:HGNC Symbol;Acc:8538]	P2RX6
ENSG00000099957	ENST00000413302	ENST00000413302	IBA	GO:0001614	purinergic receptor P2X, ligand-gated ion channel, 6 [Source:HGNC Symbol;Acc:8538]	P2RX6
ENSG00000099957	ENST00000413302	ENST00000413302	IEA	GO:0004872	purinergic receptor P2X, ligand-gated ion channel, 6 [Source:HGNC Symbol;Acc:8538]	P2RX6
ENSG00000099957	ENST00000413302	ENST00000413302	TAS	GO:0004888	purinergic receptor P2X, ligand-gated ion channel, 6 [Source:HGNC Symbol;Acc:8538]	P2RX6
ENSG00000099957	ENST00000443995	ENST00000413302	IEA	GO:0004872	purinergic receptor P2X, ligand-gated ion channel, 6 [Source:HGNC Symbol;Acc:8538]	P2RX6
ENSG00000099994	ENST00000358321	ENST00000358321	IEA	GO:0005044	sushi domain containing 2 [Source:HGNC Symbol;Acc:30667]	SUSD2
ENSG00000100196	ENST00000216014	ENST00000409006	IEA	GO:0004872	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 3 [Source:HGNC Symbol;Acc:6306]	KDELR3
ENSG00000100196	ENST00000409006	ENST00000409006	IEA	GO:0004872	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 3 [Source:HGNC Symbol;Acc:6306]	KDELR3
ENSG00000100300	ENST00000329563	ENST00000337554	IEA	GO:0004872	translocator protein (18kDa) [Source:HGNC Symbol;Acc:1158]	TSPO
ENSG00000100300	ENST00000329563	ENST00000337554	IEA	GO:0008503	translocator protein (18kDa) [Source:HGNC Symbol;Acc:1158]	TSPO
ENSG00000100300	ENST00000337554	ENST00000337554	IEA	GO:0004872	translocator protein (18kDa) [Source:HGNC Symbol;Acc:1158]	TSPO
ENSG00000100300	ENST00000337554	ENST00000337554	IEA	GO:0008503	translocator protein (18kDa) [Source:HGNC Symbol;Acc:1158]	TSPO
ENSG00000100300	ENST00000428336	ENST00000337554	IEA	GO:0008503	translocator protein (18kDa) [Source:HGNC Symbol;Acc:1158]	TSPO
ENSG00000100368	ENST00000262825	ENST00000403662	IEA	GO:0004896	colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage) [Source:HGNC Symbol;Acc:2436]	CSF2RB
ENSG00000100368	ENST00000403662	ENST00000403662	IEA	GO:0004872	colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage) [Source:HGNC Symbol;Acc:2436]	CSF2RB
ENSG00000100368	ENST00000403662	ENST00000403662	IEA	GO:0004896	colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage) [Source:HGNC Symbol;Acc:2436]	CSF2RB
ENSG00000100368	ENST00000403662	ENST00000403662	TAS	GO:0004912	colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage) [Source:HGNC Symbol;Acc:2436]	CSF2RB
ENSG00000100368	ENST00000403662	ENST00000403662	TAS	GO:0004914	colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage) [Source:HGNC Symbol;Acc:2436]	CSF2RB
ENSG00000100368	ENST00000406230	ENST00000403662	IEA	GO:0004896	colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage) [Source:HGNC Symbol;Acc:2436]	CSF2RB
ENSG00000100368	ENST00000536485	ENST00000403662	IEA	GO:0004872	colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage) [Source:HGNC Symbol;Acc:2436]	CSF2RB
ENSG00000100368	ENST00000536485	ENST00000403662	IEA	GO:0004896	colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage) [Source:HGNC Symbol;Acc:2436]	CSF2RB
ENSG00000100368	ENST00000539104	ENST00000403662	IEA	GO:0004872	colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage) [Source:HGNC Symbol;Acc:2436]	CSF2RB
ENSG00000100368	ENST00000539104	ENST00000403662	IEA	GO:0004896	colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage) [Source:HGNC Symbol;Acc:2436]	CSF2RB
ENSG00000100385	ENST00000216223	ENST00000216223	IDA	GO:0004911	interleukin 2 receptor, beta [Source:HGNC Symbol;Acc:6009]	IL2RB
ENSG00000100385	ENST00000216223	ENST00000216223	IEA	GO:0004872	interleukin 2 receptor, beta [Source:HGNC Symbol;Acc:6009]	IL2RB
ENSG00000100385	ENST00000445595	ENST00000216223	IEA	GO:0004872	interleukin 2 receptor, beta [Source:HGNC Symbol;Acc:6009]	IL2RB
ENSG00000100739	ENST00000216629	ENST00000216629	IEA	GO:0004872	bradykinin receptor B1 [Source:HGNC Symbol;Acc:1029]	BDKRB1
ENSG00000100739	ENST00000216629	ENST00000216629	IEA	GO:0004930	bradykinin receptor B1 [Source:HGNC Symbol;Acc:1029]	BDKRB1
ENSG00000100739	ENST00000216629	ENST00000216629	IEA	GO:0004947	bradykinin receptor B1 [Source:HGNC Symbol;Acc:1029]	BDKRB1
ENSG00000101000	ENST00000216968	ENST00000374477	IEA	GO:0004872	protein C receptor, endothelial [Source:HGNC Symbol;Acc:9452]	PROCR
ENSG00000101000	ENST00000374477	ENST00000374477	IEA	GO:0004872	protein C receptor, endothelial [Source:HGNC Symbol;Acc:9452]	PROCR
ENSG00000101017	ENST00000372285	ENST00000372285	IEA	GO:0004872	CD40 molecule, TNF receptor superfamily member 5 [Source:HGNC Symbol;Acc:11919]	CD40
ENSG00000101180	ENST00000317393	ENST00000340177	IEA	GO:0004872	histamine receptor H3 [Source:HGNC Symbol;Acc:5184]	HRH3
ENSG00000101180	ENST00000317393	ENST00000340177	IEA	GO:0004930	histamine receptor H3 [Source:HGNC Symbol;Acc:5184]	HRH3
ENSG00000101180	ENST00000317393	ENST00000340177	IEA	GO:0004969	histamine receptor H3 [Source:HGNC Symbol;Acc:5184]	HRH3
ENSG00000101180	ENST00000340177	ENST00000340177	IEA	GO:0004872	histamine receptor H3 [Source:HGNC Symbol;Acc:5184]	HRH3
ENSG00000101180	ENST00000340177	ENST00000340177	IEA	GO:0004930	histamine receptor H3 [Source:HGNC Symbol;Acc:5184]	HRH3
ENSG00000101180	ENST00000340177	ENST00000340177	IEA	GO:0004969	histamine receptor H3 [Source:HGNC Symbol;Acc:5184]	HRH3
ENSG00000101188	ENST00000370501	ENST00000370501	IEA	GO:0004872	neurotensin receptor 1 (high affinity) [Source:HGNC Symbol;Acc:8039]	NTSR1
ENSG00000101188	ENST00000370501	ENST00000370501	IEA	GO:0004930	neurotensin receptor 1 (high affinity) [Source:HGNC Symbol;Acc:8039]	NTSR1
ENSG00000101188	ENST00000370501	ENST00000370501	IEA	GO:0016492	neurotensin receptor 1 (high affinity) [Source:HGNC Symbol;Acc:8039]	NTSR1
ENSG00000101204	ENST00000370258	ENST00000370263	IEA	GO:0004872	cholinergic receptor, nicotinic, alpha 4 [Source:HGNC Symbol;Acc:1958]	CHRNA4
ENSG00000101204	ENST00000370263	ENST00000370263	IDA	GO:0015464	cholinergic receptor, nicotinic, alpha 4 [Source:HGNC Symbol;Acc:1958]	CHRNA4
ENSG00000101204	ENST00000370263	ENST00000370263	IEA	GO:0004872	cholinergic receptor, nicotinic, alpha 4 [Source:HGNC Symbol;Acc:1958]	CHRNA4
ENSG00000101292	ENST00000217270	ENST00000546004	IEA	GO:0004872	prokineticin receptor 2 [Source:HGNC Symbol;Acc:15836]	PROKR2
ENSG00000101292	ENST00000217270	ENST00000546004	IEA	GO:0004930	prokineticin receptor 2 [Source:HGNC Symbol;Acc:15836]	PROKR2
ENSG00000101292	ENST00000217270	ENST00000546004	IEA	GO:0004983	prokineticin receptor 2 [Source:HGNC Symbol;Acc:15836]	PROKR2
ENSG00000101292	ENST00000546004	ENST00000546004	IEA	GO:0004872	prokineticin receptor 2 [Source:HGNC Symbol;Acc:15836]	PROKR2
ENSG00000101292	ENST00000546004	ENST00000546004	IEA	GO:0004930	prokineticin receptor 2 [Source:HGNC Symbol;Acc:15836]	PROKR2
ENSG00000101292	ENST00000546004	ENST00000546004	IEA	GO:0004983	prokineticin receptor 2 [Source:HGNC Symbol;Acc:15836]	PROKR2
ENSG00000101850	ENST00000380929	ENST00000467482	IDA	GO:0004930	G protein-coupled receptor 143 [Source:HGNC Symbol;Acc:20145]	GPR143
ENSG00000101850	ENST00000380929	ENST00000467482	IDA	GO:0035643	G protein-coupled receptor 143 [Source:HGNC Symbol;Acc:20145]	GPR143
ENSG00000101850	ENST00000380929	ENST00000467482	IEA	GO:0004872	G protein-coupled receptor 143 [Source:HGNC Symbol;Acc:20145]	GPR143
ENSG00000101850	ENST00000467482	ENST00000467482	IDA	GO:0004930	G protein-coupled receptor 143 [Source:HGNC Symbol;Acc:20145]	GPR143
ENSG00000101850	ENST00000467482	ENST00000467482	IDA	GO:0035643	G protein-coupled receptor 143 [Source:HGNC Symbol;Acc:20145]	GPR143
ENSG00000101850	ENST00000467482	ENST00000467482	IEA	GO:0004872	G protein-coupled receptor 143 [Source:HGNC Symbol;Acc:20145]	GPR143
ENSG00000101856	ENST00000217971	ENST00000217971	IEA	GO:0004872	progesterone receptor membrane component 1 [Source:HGNC Symbol;Acc:16090]	PGRMC1
ENSG00000101856	ENST00000535419	ENST00000217971	IEA	GO:0004872	progesterone receptor membrane component 1 [Source:HGNC Symbol;Acc:16090]	PGRMC1
ENSG00000101890	ENST00000218006	ENST00000218006	TAS	GO:0004872	guanylate cyclase 2F, retinal [Source:HGNC Symbol;Acc:4691]	GUCY2F
ENSG00000101916	ENST00000218032	ENST00000218032	IEA	GO:0004888	toll-like receptor 8 [Source:HGNC Symbol;Acc:15632]	TLR8
ENSG00000101916	ENST00000218032	ENST00000218032	NAS	GO:0004872	toll-like receptor 8 [Source:HGNC Symbol;Acc:15632]	TLR8
ENSG00000101916	ENST00000311912	ENST00000218032	IEA	GO:0004888	toll-like receptor 8 [Source:HGNC Symbol;Acc:15632]	TLR8
ENSG00000101958	ENST00000218075	ENST00000218075	IEA	GO:0004872	glycine receptor, alpha 2 [Source:HGNC Symbol;Acc:4327]	GLRA2
ENSG00000101958	ENST00000443437	ENST00000218075	IEA	GO:0004872	glycine receptor, alpha 2 [Source:HGNC Symbol;Acc:4327]	GLRA2
ENSG00000102076	ENST00000369951	ENST00000369951	IEA	GO:0004930	opsin 1 (cone pigments), long-wave-sensitive [Source:HGNC Symbol;Acc:9936]	OPN1LW
ENSG00000102076	ENST00000369951	ENST00000369951	IEA	GO:0009881	opsin 1 (cone pigments), long-wave-sensitive [Source:HGNC Symbol;Acc:9936]	OPN1LW
ENSG00000102076	ENST00000442922	ENST00000369951	IEA	GO:0004872	opsin 1 (cone pigments), long-wave-sensitive [Source:HGNC Symbol;Acc:9936]	OPN1LW
ENSG00000102076	ENST00000442922	ENST00000369951	IEA	GO:0004930	opsin 1 (cone pigments), long-wave-sensitive [Source:HGNC Symbol;Acc:9936]	OPN1LW
ENSG00000102195	ENST00000218316	ENST00000218316	IEA	GO:0004872	G protein-coupled receptor 50 [Source:HGNC Symbol;Acc:4506]	GPR50
