Ensembl Gene ID	Ensembl Transcript ID	Gibbon Ensembl Protein ID	
ENSG00000152558	ENST00000398136	ENSNLEP00000008731	
ENSG00000152578	ENST00000282499	ENSNLEP00000008788	
ENSG00000152822	ENST00000361719	ENSNLEP00000018492	
ENSG00000152894	ENST00000368213	ENSNLEP00000017269	
ENSG00000152990	ENST00000334304	ENSNLEP00000020327	
ENSG00000153029	ENST00000367580	ENSNLEP00000019422	
ENSG00000153208	ENST00000295408	ENSNLEP00000001861	
ENSG00000153230	ENST00000283225	
ENSG00000153233	ENST00000283228	ENSNLEP00000005191	
ENSG00000153246	ENST00000283243	ENSNLEP00000001814	
ENSG00000153292	ENST00000371253	ENSNLEP00000005205	
ENSG00000153294	ENST00000327753	ENSNLEP00000005119	
ENSG00000153563	ENST00000283635	ENSNLEP00000003542	
ENSG00000153707	ENST00000381196	ENSNLEP00000021443	
ENSG00000154165	ENST00000284311	ENSNLEP00000022332	
ENSG00000154269	ENST00000414305	ENSNLEP00000017639	
ENSG00000154309	ENST00000284476	ENSNLEP00000016379	
ENSG00000154478	ENST00000284674	ENSNLEP00000020710	
ENSG00000154639	ENST00000284878	ENSNLEP00000002521	
ENSG00000154928	ENST00000398015	ENSNLEP00000004631	
ENSG00000155249	ENST00000285600	ENSNLEP00000022995	
ENSG00000155269	ENST00000382487	ENSNLEP00000014493	
ENSG00000155511	ENST00000285900	ENSNLEP00000020057	
ENSG00000155760	ENST00000286201	ENSNLEP00000022623	
ENSG00000156097	ENST00000527748	ENSNLEP00000003515	
ENSG00000156642	ENST00000345330	ENSNLEP00000017318	
ENSG00000156886	ENST00000389202	ENSNLEP00000019802	
ENSG00000156920	ENST00000394143	ENSNLEP00000003301	
ENSG00000157193	ENST00000306052	ENSNLEP00000021850	
ENSG00000157219	ENST00000287907	ENSNLEP00000012874	
ENSG00000157240	ENST00000287934	ENSNLEP00000023102	
ENSG00000157404	ENST00000288135	ENSNLEP00000010174	
ENSG00000157873	ENST00000355716	ENSNLEP00000012744	
ENSG00000158292	ENST00000377893	
ENSG00000158458	ENST00000361474	ENSNLEP00000011213	
ENSG00000158473	ENST00000368171	ENSNLEP00000015815	
ENSG00000158748	ENST00000289753	ENSNLEP00000009597	
ENSG00000158769	ENST00000368026	ENSNLEP00000016904	
ENSG00000158869	ENST00000289902	ENSNLEP00000017305	
ENSG00000159110	ENST00000382241	ENSNLEP00000004622	
ENSG00000159128	ENST00000290219	ENSNLEP00000004692	
ENSG00000159164	ENST00000369146	ENSNLEP00000011788	
ENSG00000159346	ENST00000340990	ENSNLEP00000021993	
ENSG00000159618	ENST00000340339	ENSNLEP00000003779	
ENSG00000159958	ENST00000291232	ENSNLEP00000018995	
ENSG00000159961	ENST00000291231	
ENSG00000160013	ENST00000291294	ENSNLEP00000003369	
ENSG00000160255	ENST00000397852	ENSNLEP00000002952	
ENSG00000160654	ENST00000532917	ENSNLEP00000008979	
ENSG00000160683	ENST00000292174	ENSNLEP00000008993	
ENSG00000160712	ENST00000368485	
ENSG00000160716	ENST00000368476	
ENSG00000160791	ENST00000343801	
ENSG00000160801	ENST00000449590	ENSNLEP00000007541	
ENSG00000160856	ENST00000368184	ENSNLEP00000015738	
ENSG00000160951	ENST00000292513	ENSNLEP00000016387	
ENSG00000161509	ENST00000293190	ENSNLEP00000012738	
ENSG00000161638	ENST00000293379	ENSNLEP00000021413	
ENSG00000161649	ENST00000317310	ENSNLEP00000006840	
ENSG00000161807	ENST00000293614	
ENSG00000161911	ENST00000373127	ENSNLEP00000006082	
ENSG00000161921	ENST00000293778	ENSNLEP00000021104	
ENSG00000161944	ENST00000355035	
ENSG00000162009	ENST00000397547	
ENSG00000162337	ENST00000294304	ENSNLEP00000007969	
ENSG00000162594	ENST00000347310	ENSNLEP00000011216	
ENSG00000162604	ENST00000371180	ENSNLEP00000018052	
ENSG00000162618	ENST00000370742	ENSNLEP00000011965	
ENSG00000162727	ENST00000366476	
ENSG00000162733	ENST00000367922	ENSNLEP00000017740	
ENSG00000162739	ENST00000368057	ENSNLEP00000016536	
ENSG00000162747	ENST00000367964	ENSNLEP00000017512	
ENSG00000162769	ENST00000366971	ENSNLEP00000017704	
ENSG00000162881	ENST00000378661	
ENSG00000162897	ENST00000324852	ENSNLEP00000001110	
ENSG00000163251	ENST00000295417	ENSNLEP00000008691	
ENSG00000163285	ENST00000295452	ENSNLEP00000021025	
ENSG00000163288	ENST00000295454	ENSNLEP00000021040	
ENSG00000163394	ENST00000295589	ENSNLEP00000020546	
ENSG00000163464	ENST00000295683	ENSNLEP00000008890	
ENSG00000163485	ENST00000309502	ENSNLEP00000022001	
ENSG00000163513	ENST00000359013	ENSNLEP00000005036	
ENSG00000163518	ENST00000271532	ENSNLEP00000015732	
ENSG00000163534	ENST00000368176	ENSNLEP00000015781	
ENSG00000163606	ENST00000308611	ENSNLEP00000005333	
ENSG00000163702	ENST00000295981	
ENSG00000163785	ENST00000296084	ENSNLEP00000004478	
ENSG00000163823	ENST00000296140	ENSNLEP00000007411	
ENSG00000163873	ENST00000373091	ENSNLEP00000014032	
ENSG00000163914	ENST00000296271	ENSNLEP00000006394	
ENSG00000163956	ENST00000500728	ENSNLEP00000000389	
ENSG00000164078	ENST00000296474	ENSNLEP00000008444	
ENSG00000164082	ENST00000395052	ENSNLEP00000008587	
ENSG00000164128	ENST00000296533	ENSNLEP00000007862	
ENSG00000164129	ENST00000338566	ENSNLEP00000007864	
ENSG00000164171	ENST00000296585	ENSNLEP00000013350	
ENSG00000164199	ENST00000405460	ENSNLEP00000016851	
ENSG00000164220	ENST00000296641	ENSNLEP00000015313	
ENSG00000164251	ENST00000296677	ENSNLEP00000015318	
ENSG00000164270	ENST00000360693	ENSNLEP00000012334	
ENSG00000164342	ENST00000296795	ENSNLEP00000013896	
ENSG00000164393	ENST00000296862	ENSNLEP00000005149	
ENSG00000164418	ENST00000421544	ENSNLEP00000017072	
ENSG00000164509	ENST00000447346	ENSNLEP00000002476	
ENSG00000164604	ENST00000501255	ENSNLEP00000013829	
ENSG00000164849	ENST00000397095	ENSNLEP00000022588	
ENSG00000164930	ENST00000522566	ENSNLEP00000004540	
ENSG00000165029	ENST00000374736	ENSNLEP00000020959	
ENSG00000165186	ENST00000379361	ENSNLEP00000012191	
ENSG00000165202	ENST00000297913	ENSNLEP00000022852	
ENSG00000165204	ENST00000277309	
ENSG00000165215	ENST00000395145	ENSNLEP00000022576	
ENSG00000165246	ENST00000355905	
ENSG00000165370	ENST00000298110	ENSNLEP00000022698	
ENSG00000165409	ENST00000541158	ENSNLEP00000020451	
ENSG00000165621	ENST00000298440	ENSNLEP00000020218	
ENSG00000165682	ENST00000298527	ENSNLEP00000003756	
ENSG00000165762	ENST00000298642	ENSNLEP00000022727	
ENSG00000166073	ENST00000299092	ENSNLEP00000002640	
ENSG00000166148	ENST00000299178	ENSNLEP00000020752	
ENSG00000166160	ENST00000369929	ENSNLEP00000016747	
ENSG00000166206	ENST00000311550	ENSNLEP00000001990	
ENSG00000166342	ENST00000327305	ENSNLEP00000011214	
ENSG00000166363	ENST00000299454	ENSNLEP00000022082	
ENSG00000166368	ENST00000299459	ENSNLEP00000022084	
ENSG00000166573	ENST00000299727	ENSNLEP00000011378	
ENSG00000166603	ENST00000299766	ENSNLEP00000022348	
ENSG00000166682	ENST00000299882	ENSNLEP00000008919	
ENSG00000166736	ENST00000355556	ENSNLEP00000008926	
ENSG00000166825	ENST00000300060	ENSNLEP00000014310	
ENSG00000166856	ENST00000300098	ENSNLEP00000021158	
ENSG00000166884	ENST00000300127	ENSNLEP00000023181	
ENSG00000167286	ENST00000300692	ENSNLEP00000008978	
ENSG00000167332	ENST00000396950	ENSNLEP00000021051	
ENSG00000167359	ENST00000380211	ENSNLEP00000022070	
ENSG00000167360	ENST00000300778	
ENSG00000167601	ENST00000301178	
ENSG00000167613	ENST00000391742	
ENSG00000167633	ENST00000391728	
ENSG00000167822	ENST00000301529	
ENSG00000167825	ENST00000301532	
ENSG00000167850	ENST00000330793	
ENSG00000167851	ENST00000360141	ENSNLEP00000002830	
ENSG00000168079	ENST00000354914	ENSNLEP00000020089	
ENSG00000168124	ENST00000304646	
ENSG00000168131	ENST00000303324	
ENSG00000168158	ENST00000304936	
ENSG00000168229	ENST00000306051	ENSNLEP00000015136	
ENSG00000168329	ENST00000358309	ENSNLEP00000006785	
ENSG00000168384	ENST00000374808	
ENSG00000168398	ENST00000554311	ENSNLEP00000000587	
ENSG00000168412	ENST00000307161	ENSNLEP00000014060	
ENSG00000168539	ENST00000306960	ENSNLEP00000005315	
ENSG00000168575	ENST00000342228	ENSNLEP00000015678	
ENSG00000168685	ENST00000303115	ENSNLEP00000019361	
ENSG00000168758	ENST00000305476	ENSNLEP00000001822	
ENSG00000168787	ENST00000383555	
ENSG00000168828	ENST00000377981	
ENSG00000168830	ENST00000305344	ENSNLEP00000015657	
ENSG00000168959	ENST00000418177	ENSNLEP00000019513	
ENSG00000168995	ENST00000317643	ENSNLEP00000007080	
ENSG00000169006	ENST00000306928	ENSNLEP00000017232	
ENSG00000169071	ENST00000375708	ENSNLEP00000000540	
ENSG00000169208	ENST00000303532	ENSNLEP00000023126	
ENSG00000169214	ENST00000302084	ENSNLEP00000022291	
ENSG00000169252	ENST00000305988	
ENSG00000169306	ENST00000378993	ENSNLEP00000012304	
ENSG00000169313	ENST00000302632	ENSNLEP00000004236	
ENSG00000169327	ENST00000304418	
ENSG00000169484	ENST00000305045	ENSNLEP00000022996	
ENSG00000169488	ENST00000305051	
ENSG00000169508	ENST00000376414	
ENSG00000169604	ENST00000303714	ENSNLEP00000012289	
ENSG00000169618	ENST00000303786	ENSNLEP00000012218	
ENSG00000169676	ENST00000304374	ENSNLEP00000022816	
ENSG00000169684	ENST00000299565	ENSNLEP00000010546	
ENSG00000169760	ENST00000457714	ENSNLEP00000006798	
ENSG00000169836	ENST00000304883	ENSNLEP00000016130	
ENSG00000169860	ENST00000305097	ENSNLEP00000022796	
ENSG00000169896	ENST00000544665	ENSNLEP00000019764	
ENSG00000169962	ENST00000339381	ENSNLEP00000001543	
ENSG00000169992	ENST00000302926	ENSNLEP00000011478	
ENSG00000170075	ENST00000367282	ENSNLEP00000021977	
ENSG00000170128	ENST00000304244	
ENSG00000170175	ENST00000306071	ENSNLEP00000011497	
ENSG00000170180	ENST00000360771	
ENSG00000170214	ENST00000306675	ENSNLEP00000005213	
ENSG00000170255	ENST00000302797	ENSNLEP00000021610	
ENSG00000170412	ENST00000342648	ENSNLEP00000002862	
ENSG00000170425	ENST00000304222	ENSNLEP00000018015	
ENSG00000170605	ENST00000305377	ENSNLEP00000023114	
ENSG00000170683	ENST00000360759	ENSNLEP00000022087	
ENSG00000170775	ENST00000303921	ENSNLEP00000014805	
ENSG00000170782	ENST00000379829	
ENSG00000170790	ENST00000307322	ENSNLEP00000022083	
ENSG00000170803	ENST00000307401	ENSNLEP00000022080	
ENSG00000170820	ENST00000406846	ENSNLEP00000010755	
ENSG00000170837	ENST00000304411	
ENSG00000170915	ENST00000442253	ENSNLEP00000004571	
ENSG00000170920	ENST00000305444	
ENSG00000170923	ENST00000305456	
ENSG00000170927	ENST00000371117	ENSNLEP00000004786	
ENSG00000170929	ENST00000429566	ENSNLEP00000022988	
ENSG00000170953	ENST00000306842	ENSNLEP00000023090	
ENSG00000170989	ENST00000305352	ENSNLEP00000014552	
ENSG00000171014	ENST00000307033	
ENSG00000171049	ENST00000340023	
ENSG00000171051	ENST00000304748	ENSNLEP00000007205	
ENSG00000171054	ENST00000338616	
ENSG00000171105	ENST00000302850	ENSNLEP00000000477	
ENSG00000171133	ENST00000302681	ENSNLEP00000023062	
ENSG00000171180	ENST00000306687	ENSNLEP00000022294	
ENSG00000171189	ENST00000399907	ENSNLEP00000004129	
ENSG00000171459	ENST00000304720	ENSNLEP00000022855	
ENSG00000171481	ENST00000304820	ENSNLEP00000022854	
ENSG00000171484	ENST00000304833	
ENSG00000171496	ENST00000304865	ENSNLEP00000022851	
ENSG00000171501	ENST00000373688	
ENSG00000171505	ENST00000304880	
ENSG00000171509	ENST00000307765	ENSNLEP00000007759	
ENSG00000171517	ENST00000440886	ENSNLEP00000012167	
ENSG00000171522	ENST00000302472	ENSNLEP00000019963	
ENSG00000171561	ENST00000305159	ENSNLEP00000020574	
ENSG00000171596	ENST00000305141	ENSNLEP00000017158	
ENSG00000171631	ENST00000540342	ENSNLEP00000020807	
ENSG00000171657	ENST00000302548	ENSNLEP00000002713	
ENSG00000171659	ENST00000378142	ENSNLEP00000002701	
ENSG00000171860	ENST00000307637	ENSNLEP00000002073	
ENSG00000171873	ENST00000379453	
ENSG00000171936	ENST00000305892	
ENSG00000171942	ENST00000305899	
ENSG00000171944	ENST00000307388	
ENSG00000172116	ENST00000331469	ENSNLEP00000000411	
ENSG00000172146	ENST00000304094	
ENSG00000172148	ENST00000304105	ENSNLEP00000006241	
ENSG00000172150	ENST00000381951	
ENSG00000172154	ENST00000302124	
ENSG00000172188	ENST00000302231	
ENSG00000172199	ENST00000302270	ENSNLEP00000023158	
ENSG00000172208	ENST00000302329	
ENSG00000172209	ENST00000304402	ENSNLEP00000019235	
ENSG00000172215	ENST00000438735	
ENSG00000172243	ENST00000304084	ENSNLEP00000003860	
ENSG00000172289	ENST00000307552	
ENSG00000172320	ENST00000302030	ENSNLEP00000023180	
ENSG00000172322	ENST00000304361	
ENSG00000172324	ENST00000302040	ENSNLEP00000023179	
ENSG00000172362	ENST00000302572	
ENSG00000172365	ENST00000302581	ENSNLEP00000015793	
ENSG00000172377	ENST00000302610	ENSNLEP00000023171	
ENSG00000172381	ENST00000302622	
ENSG00000172457	ENST00000302957	ENSNLEP00000023167	
ENSG00000172459	ENST00000302969	ENSNLEP00000023166	
ENSG00000172464	ENST00000302981	ENSNLEP00000023165	
ENSG00000172487	ENST00000303039	
ENSG00000172489	ENST00000303059	
ENSG00000172519	ENST00000308940	ENSNLEP00000023054	
ENSG00000172640	ENST00000310248	
ENSG00000172742	ENST00000329328	ENSNLEP00000015854	
ENSG00000172769	ENST00000309403	
ENSG00000172772	ENST00000395079	
ENSG00000172774	ENST00000309433	ENSNLEP00000023174	
ENSG00000172935	ENST00000441623	
ENSG00000172938	ENST00000309106	ENSNLEP00000008041	
ENSG00000173080	ENST00000368318	ENSNLEP00000014888	
ENSG00000173198	ENST00000373304	ENSNLEP00000002475	
ENSG00000173250	ENST00000311104	ENSNLEP00000022372	
ENSG00000173285	ENST00000289451	ENSNLEP00000022194	
ENSG00000173302	ENST00000309926	ENSNLEP00000022947	
ENSG00000173391	ENST00000309539	ENSNLEP00000003878	
ENSG00000173402	ENST00000515359	ENSNLEP00000008344	
ENSG00000173482	ENST00000332175	ENSNLEP00000008456	
ENSG00000173535	ENST00000356864	
ENSG00000173567	ENST00000311519	ENSNLEP00000002485	
ENSG00000173578	ENST00000309285	ENSNLEP00000007406	
ENSG00000173612	ENST00000310357	ENSNLEP00000012708	
ENSG00000173662	ENST00000333172	ENSNLEP00000010446	
ENSG00000173679	ENST00000309623	ENSNLEP00000022853	
ENSG00000173698	ENST00000379869	ENSNLEP00000011939	
ENSG00000173762	ENST00000312648	ENSNLEP00000017189	
ENSG00000173890	ENST00000355897	ENSNLEP00000006263	
ENSG00000174123	ENST00000308973	ENSNLEP00000020711	
ENSG00000174125	ENST00000308979	ENSNLEP00000020714	
ENSG00000174130	ENST00000436693	
ENSG00000174339	ENST00000307832	
ENSG00000174343	ENST00000310169	ENSNLEP00000020829	
ENSG00000174417	ENST00000518632	ENSNLEP00000005114	
ENSG00000174600	ENST00000312143	ENSNLEP00000008231	
ENSG00000174667	ENST00000308682	
ENSG00000174804	ENST00000531380	ENSNLEP00000019589	
ENSG00000174837	ENST00000312053	ENSNLEP00000000509	
ENSG00000174914	ENST00000312153	
ENSG00000174937	ENST00000312240	
ENSG00000174942	ENST00000312253	ENSNLEP00000023159	
ENSG00000174944	ENST00000309170	
ENSG00000174946	ENST00000309180	ENSNLEP00000022795	
ENSG00000174948	ENST00000389740	ENSNLEP00000004494	
ENSG00000174957	ENST00000312298	ENSNLEP00000015228	
ENSG00000174970	ENST00000312345	ENSNLEP00000023150	
ENSG00000174982	ENST00000312422	ENSNLEP00000022583	
ENSG00000175143	ENST00000366474	ENSNLEP00000022296	
ENSG00000175344	ENST00000454250	ENSNLEP00000009308	
ENSG00000175393	ENST00000309838	ENSNLEP00000022086	
ENSG00000175398	ENST00000309675	
ENSG00000175485	ENST00000311352	
ENSG00000175514	ENST00000312457	ENSNLEP00000022777	
ENSG00000175591	ENST00000393597	ENSNLEP00000020809	
ENSG00000175619	ENST00000309562	
ENSG00000175697	ENST00000464295	ENSNLEP00000006166	
ENSG00000175898	ENST00000317726	
ENSG00000176136	ENST00000324750	
ENSG00000176198	ENST00000315409	
ENSG00000176200	ENST00000313253	
ENSG00000176219	ENST00000315519	
ENSG00000176230	ENST00000315543	ENSNLEP00000022465	
ENSG00000176231	ENST00000322107	ENSNLEP00000023056	
ENSG00000176239	ENST00000380219	ENSNLEP00000022068	
ENSG00000176246	ENST00000315683	
ENSG00000176253	ENST00000315693	
ENSG00000176269	ENST00000320901	
ENSG00000176281	ENST00000315915	
ENSG00000176294	ENST00000315947	
ENSG00000176299	ENST00000315957	
ENSG00000176495	ENST00000313940	ENSNLEP00000023178	
ENSG00000176540	ENST00000319813	
ENSG00000176547	ENST00000319856	
ENSG00000176555	ENST00000319988	
ENSG00000176567	ENST00000320048	
ENSG00000176695	ENST00000318050	
ENSG00000176742	ENST00000321255	ENSNLEP00000022067	
ENSG00000176787	ENST00000321522	
ENSG00000176798	ENST00000321543	
ENSG00000176879	ENST00000321961	
ENSG00000176884	ENST00000371553	ENSNLEP00000011061	
ENSG00000176893	ENST00000322013	ENSNLEP00000022065	
ENSG00000176895	ENST00000359350	ENSNLEP00000022064	
ENSG00000176900	ENST00000380378	ENSNLEP00000021055	
ENSG00000176904	ENST00000322059	ENSNLEP00000022063	
ENSG00000176922	ENST00000322101	ENSNLEP00000022062	
ENSG00000176925	ENST00000322110	
ENSG00000176937	ENST00000356069	
ENSG00000177151	ENST00000317450	ENSNLEP00000022298	
ENSG00000177174	ENST00000317861	
ENSG00000177186	ENST00000317965	
ENSG00000177201	ENST00000317996	ENSNLEP00000022292	
ENSG00000177212	ENST00000318021	
ENSG00000177275	ENST00000318244	ENSNLEP00000022293	
ENSG00000177283	ENST00000374694	
ENSG00000177462	ENST00000319968	
ENSG00000177464	ENST00000323040	ENSNLEP00000002685	
ENSG00000177476	ENST00000320002	
ENSG00000177489	ENST00000320065	
ENSG00000177535	ENST00000318749	
ENSG00000177575	ENST00000359156	ENSNLEP00000006458	
ENSG00000177663	ENST00000319363	ENSNLEP00000009504	
ENSG00000177675	ENST00000313599	ENSNLEP00000006397	
ENSG00000177693	ENST00000326183	
ENSG00000178015	ENST00000380007	
ENSG00000178084	ENST00000318351	
ENSG00000178201	ENST00000321039	
ENSG00000178358	ENST00000317834	
ENSG00000178394	ENST00000323865	ENSNLEP00000022122	
ENSG00000178562	ENST00000324106	ENSNLEP00000008599	
ENSG00000178568	ENST00000342788	ENSNLEP00000008780	
ENSG00000178586	ENST00000319423	
ENSG00000178623	ENST00000319838	ENSNLEP00000016577	
ENSG00000178726	ENST00000377103	
ENSG00000178789	ENST00000314401	ENSNLEP00000002766	
ENSG00000178852	ENST00000331493	
ENSG00000179002	ENST00000375371	ENSNLEP00000019040	
ENSG00000179055	ENST00000318763	ENSNLEP00000020881	
ENSG00000179097	ENST00000319595	ENSNLEP00000022518	
ENSG00000179468	ENST00000350513	
ENSG00000179546	ENST00000314113	ENSNLEP00000022470	
ENSG00000179603	ENST00000339582	
ENSG00000179615	ENST00000321688	ENSNLEP00000023110	
ENSG00000179626	ENST00000394256	ENSNLEP00000023111	
ENSG00000179639	ENST00000368115	ENSNLEP00000016034	
ENSG00000179695	ENST00000322678	
ENSG00000179817	ENST00000314254	
ENSG00000179826	ENST00000396275	
ENSG00000179915	ENST00000404971	ENSNLEP00000010779	
ENSG00000179919	ENST00000326258	
ENSG00000179921	ENST00000479077	ENSNLEP00000010288	
ENSG00000179934	ENST00000326306	ENSNLEP00000022426	
ENSG00000180016	ENST00000322608	
ENSG00000180090	ENST00000323404	
ENSG00000180245	ENST00000317735	ENSNLEP00000020101	
ENSG00000180264	ENST00000334810	
ENSG00000180269	ENST00000326571	ENSNLEP00000015123	
ENSG00000180340	ENST00000315323	
ENSG00000180433	ENST00000368144	ENSNLEP00000023001	
ENSG00000180475	ENST00000316770	ENSNLEP00000023175	
ENSG00000180616	ENST00000357585	ENSNLEP00000001497	
ENSG00000180658	ENST00000315453	
ENSG00000180708	ENST00000314902	ENSNLEP00000015858	
ENSG00000180720	ENST00000433765	
ENSG00000180739	ENST00000439028	
ENSG00000180758	ENST00000377411	ENSNLEP00000011287	
ENSG00000180772	ENST00000371906	ENSNLEP00000017889	
ENSG00000180785	ENST00000396952	ENSNLEP00000021049	
ENSG00000180871	ENST00000318507	ENSNLEP00000010251	
ENSG00000180914	ENST00000316793	ENSNLEP00000004562	
ENSG00000180919	ENST00000316529	
ENSG00000180929	ENST00000322241	
ENSG00000180934	ENST00000316650	ENSNLEP00000022078	
ENSG00000180974	ENST00000316987	
ENSG00000180988	ENST00000317037	ENSNLEP00000022075	
ENSG00000181001	ENST00000317078	
ENSG00000181009	ENST00000317093	
ENSG00000181023	ENST00000317121	
ENSG00000181072	ENST00000445907	ENSNLEP00000016502	
ENSG00000181074	ENST00000317254	
ENSG00000181104	ENST00000319211	ENSNLEP00000015317	
ENSG00000181273	ENST00000326855	ENSNLEP00000023169	
ENSG00000181371	ENST00000327216	ENSNLEP00000023161	
ENSG00000181408	ENST00000313135	ENSNLEP00000022684	
ENSG00000181499	ENST00000321252	
ENSG00000181518	ENST00000321355	
ENSG00000181609	ENST00000322641	ENSNLEP00000022072	
ENSG00000181616	ENST00000322653	
ENSG00000181619	ENST00000395116	ENSNLEP00000022981	
ENSG00000181631	ENST00000325602	ENSNLEP00000004232	
ENSG00000181656	ENST00000315033	
ENSG00000181689	ENST00000312711	ENSNLEP00000023157	
ENSG00000181693	ENST00000313022	ENSNLEP00000023156	
ENSG00000181698	ENST00000313033	ENSNLEP00000023155	
ENSG00000181718	ENST00000313264	
ENSG00000181733	ENST00000324060	
ENSG00000181752	ENST00000313447	
ENSG00000181761	ENST00000313472	ENSNLEP00000023154	
ENSG00000181767	ENST00000313503	ENSNLEP00000023154	
ENSG00000181773	ENST00000374024	ENSNLEP00000011717	
ENSG00000181785	ENST00000313555	ENSNLEP00000023153	
ENSG00000181803	ENST00000320704	
ENSG00000181903	ENST00000314259	ENSNLEP00000023148	
ENSG00000181927	ENST00000314612	
ENSG00000181935	ENST00000314634	ENSNLEP00000023147	
ENSG00000181939	ENST00000314644	
ENSG00000181958	ENST00000314706	
ENSG00000181961	ENST00000314721	
ENSG00000181963	ENST00000325719	ENSNLEP00000022058	
ENSG00000182070	ENST00000380367	ENSNLEP00000022066	
ENSG00000182083	ENST00000402971	
ENSG00000182162	ENST00000381297	
ENSG00000182168	ENST00000453304	ENSNLEP00000017135	
ENSG00000182170	ENST00000332314	ENSNLEP00000013130	
ENSG00000182220	ENST00000378438	ENSNLEP00000001824	
ENSG00000182256	ENST00000333743	ENSNLEP00000012809	
ENSG00000182334	ENST00000328375	
ENSG00000182578	ENST00000286301	ENSNLEP00000012479	
ENSG00000182580	ENST00000330394	ENSNLEP00000007624	
ENSG00000182613	ENST00000328275	
ENSG00000182631	ENST00000330120	
ENSG00000182634	ENST00000330487	ENSNLEP00000023084	
ENSG00000182652	ENST00000331723	
ENSG00000182687	ENST00000329003	ENSNLEP00000002488	
ENSG00000182749	ENST00000374296	
ENSG00000182771	ENST00000327946	ENSNLEP00000002619	
ENSG00000182782	ENST00000328880	
ENSG00000182783	ENST00000328570	ENSNLEP00000022300	
ENSG00000182854	ENST00000332238	ENSNLEP00000022447	
ENSG00000182885	ENST00000333493	ENSNLEP00000003828	
ENSG00000182974	ENST00000332663	
ENSG00000183024	ENST00000328890	
ENSG00000183130	ENST00000330803	
ENSG00000183134	ENST00000332539	ENSNLEP00000016468	
ENSG00000183150	ENST00000540510	
ENSG00000183251	ENST00000380224	
ENSG00000183269	ENST00000537935	
ENSG00000183303	ENST00000329434	
ENSG00000183310	ENST00000328782	ENSNLEP00000022299	
ENSG00000183313	ENST00000332249	ENSNLEP00000022077	
ENSG00000183317	ENST00000373048	ENSNLEP00000014165	
ENSG00000183389	ENST00000330728	
ENSG00000183454	ENST00000396573	ENSNLEP00000012325	
ENSG00000183473	ENST00000328544	ENSNLEP00000017943	
ENSG00000183484	ENST00000329797	ENSNLEP00000019889	
ENSG00000183625	ENST00000545097	ENSNLEP00000007418	
ENSG00000183671	ENST00000407325	ENSNLEP00000008649	
ENSG00000183695	ENST00000329773	ENSNLEP00000021611	
ENSG00000183706	ENST00000328795	
ENSG00000183729	ENST00000331251	ENSNLEP00000022286	
ENSG00000183748	ENST00000331429	ENSNLEP00000001613	
ENSG00000183813	ENST00000330953	ENSNLEP00000022424	
ENSG00000183840	ENST00000329321	ENSNLEP00000010113	
ENSG00000184012	ENST00000398585	ENSNLEP00000010594	
ENSG00000184022	ENST00000330500	ENSNLEP00000005204	
ENSG00000184140	ENST00000328882	
ENSG00000184155	ENST00000334857	ENSNLEP00000023005	
ENSG00000184160	ENST00000330055	ENSNLEP00000022524	
ENSG00000184166	ENST00000331459	
ENSG00000184194	ENST00000332582	ENSNLEP00000022096	
ENSG00000184292	ENST00000371225	ENSNLEP00000022227	
ENSG00000184321	ENST00000332043	
ENSG00000184350	ENST00000389832	ENSNLEP00000023024	
ENSG00000184394	ENST00000333629	ENSNLEP00000022975	
ENSG00000184451	ENST00000332438	ENSNLEP00000014286	
ENSG00000184478	ENST00000329564	ENSNLEP00000022076	
ENSG00000184574	ENST00000329858	ENSNLEP00000005338	
ENSG00000184698	ENST00000328611	ENSNLEP00000022069	
ENSG00000184845	ENST00000393752	ENSNLEP00000000635	
ENSG00000184881	ENST00000328813	
ENSG00000184933	ENST00000332601	ENSNLEP00000022081	
ENSG00000184954	ENST00000327335	
ENSG00000184984	ENST00000383263	ENSNLEP00000023039	
ENSG00000185008	ENST00000487694	ENSNLEP00000014443	
ENSG00000185097	ENST00000332831	
ENSG00000185149	ENST00000329476	ENSNLEP00000007503	
ENSG00000185231	ENST00000327606	ENSNLEP00000011280	
ENSG00000185245	ENST00000329125	ENSNLEP00000021145	
ENSG00000185291	ENST00000331035	
ENSG00000185372	ENST00000329365	
ENSG00000185385	ENST00000327462	ENSNLEP00000006243	
ENSG00000185436	ENST00000327535	ENSNLEP00000010841	
ENSG00000185483	ENST00000371079	ENSNLEP00000018354	
ENSG00000185803	ENST00000530047	ENSNLEP00000012887	
ENSG00000185821	ENST00000328314	
ENSG00000185825	ENST00000458587	ENSNLEP00000016287	
ENSG00000185897	ENST00000327809	ENSNLEP00000013563	
ENSG00000185920	ENST00000331920	ENSNLEP00000020373	
ENSG00000185926	ENST00000328188	
ENSG00000186038	ENST00000335304	ENSNLEP00000007396	
ENSG00000186074	ENST00000326165	ENSNLEP00000012673	
ENSG00000186090	ENST00000382489	
ENSG00000186092	ENST00000335137	
ENSG00000186113	ENST00000335605	ENSNLEP00000023149	
ENSG00000186117	ENST00000333973	
ENSG00000186119	ENST00000333976	
ENSG00000186188	ENST00000371483	ENSNLEP00000015593	
ENSG00000186265	ENST00000334529	ENSNLEP00000005193	
ENSG00000186297	ENST00000335625	ENSNLEP00000012803	
ENSG00000186306	ENST00000334438	
ENSG00000186400	ENST00000368150	
ENSG00000186407	ENST00000328630	ENSNLEP00000000070	
