enst	genename	AIC2	AIC3	trans2w	trans2k	extraw	extrak	trans3w	trans3k	outerw	outerk	innerw	innerk
ENST00000328611	OR51M1	12170.3	12192.5	0.215875	2.62642	0.304218	2.92042	0.215842	2.62655	0.31031	2.74572	0.295285	2.96796
ENST00000328880	HCAR2	12027.3	12038.1	0.0632067	3.47423	0.151972	2.08055	0.0632165	3.47394	0.143811	2.72184	0.160243	1.57925
ENST00000328882	OR4F6	15860.2	15899.7	0.239473	2.8781	0.248184	2.89848	0.239443	2.87795	0.25554	2.54944	0.253181	3.3393
ENST00000329003	GALR2	9826.15	9847.63	0.0717287	5.84378	0.139755	4.17637	0.0717609	5.84506	0.159695	3.93705	0.100627	4.94644
ENST00000329321	GPR39	19610.1	19674.2	0.0789115	3.41483	0.185339	2.27185	0.0789604	3.4154	0.216443	2.3049	0.132691	1.97891
ENST00000329476	NPY2R	12668.9	12691.8	0.0526339	3.49729	0.152032	2.49736	0.0526203	3.49758	0.13295	2.50649	0.16355	2.41519
ENST00000329858	LPAR5	14149.3	14152.9	0.0721922	3.86761	0.232351	2.67563	0.0722089	3.86727	0.244636	2.98293	0.210076	2.29041
ENST00000330953	CCR4	15110.5	15115.1	0.0783189	2.91113	0.154045	2.34752	0.0783218	2.91133	0.129415	2.9902	0.176143	1.90039
ENST00000331251	NPBWR1	9567.58	9582.9	0.047488	3.97098	0.0971667	3.26742	0.0474981	3.97039	0.0848262	3.60023	0.10548	2.98174
ENST00000331459	OR1D2	9713.47	9701.67	0.16536	3.38842	0.19401	2.98707	0.165324	3.38925	0.192336	4.98879	0.188969	2.34438
ENST00000332238	OR4F15	14958	14975.2	0.227492	2.72993	0.25051	2.95171	0.227663	2.73043	0.300858	2.82391	0.218262	3.05719
ENST00000332438	CCR10	12410.4	12427.9	0.0554376	6.53321	0.112724	3.57012	0.0554347	6.53349	0.116625	3.68468	0.109434	3.21637
ENST00000332539	GPR44	10309.9	10313.9	0.107303	3.49479	0.157422	2.60878	0.107321	3.49424	0.250689	2.60083	0.0929491	2.81797
ENST00000332582	GPR173	9817.07	9796.23	0.0222841	5.10281	0.0426112	4.6741	0.0222931	5.10944	0.046003	5.19684	0.0385894	4.15487
ENST00000332601	OR6A2	13203.1	13214.4	0.0766717	2.98073	0.214774	3.16286	0.0766778	2.98073	0.249911	3.66781	0.183701	2.6271
ENST00000332663	OR4M2	11999.8	11995.2	0.0881083	3.94309	0.108543	2.95319	0.0881049	3.94248	0.1747	2.9927	0.0654802	2.87211
ENST00000333172	TAS1R1	36891.3	36772.4	0.266474	3.48821	0.279605	2.9151	0.266501	3.49435	0.0840748	3.20632	0.305102	2.93142
ENST00000333629	OR4N5	11685.5	11649.5	0.0963311	3.14831	0.210232	3.77343	0.0962513	3.14636	0.27075	4.22254	0.165421	3.45881
ENST00000333973	OR5L1	11768.6	11775.1	0.204395	2.44057	0.273682	2.42159	0.204437	2.44003	0.256448	2.96166	0.271203	2.17638
ENST00000334438	OR10T2	12510.5	12513	0.103719	2.55795	0.162111	2.88184	0.103723	2.55765	0.211238	3.00588	0.119449	2.70611
ENST00000334619	CCKBR	15391.4	15393.1	0.0813854	3.33087	0.157539	3.11844	0.0813903	3.3307	0.142588	3.07262	0.179682	3.18788
ENST00000334632	OR6P1	12604.3	12613.2	0.107664	2.88916	0.192558	3.71967	0.107674	2.88973	0.260702	4.63882	0.160394	3.26843
ENST00000334726	OR13F1	11222.1	11248.4	0.186935	3.32378	0.291869	2.62801	0.186904	3.32165	0.287409	2.75225	0.283253	2.64147
ENST00000334857	OR10J5	9315.86	9310.34	0.209152	3.06567	0.205427	3.64074	0.209229	3.06657	0.209126	5.78413	0.185493	2.63894
ENST00000335040	OR13C8	13509.8	13532.5	0.197506	2.93546	0.335713	3.32762	0.197447	2.93463	0.301901	3.45676	0.350064	3.29889
ENST00000335094	OR6N1	11106.4	11080.9	0.115005	3.7944	0.125991	3.33526	0.115011	3.79528	0.180765	4.40975	0.0703893	2.5532
ENST00000335397	OR9Q1	11438.2	11434.2	0.125793	2.80588	0.194137	2.87368	0.125806	2.80657	0.220782	3.5739	0.159132	2.2419
ENST00000336152	HTR7	9845.87	9824.07	0.021224	2.43377	0.0723181	2.27913	0.0212266	2.43389	0.0432626	2.30548	0.0878111	2.38121
ENST00000336866	OPRL1	12039.4	12037.2	0.0676812	3.52687	0.0809947	3.26945	0.0677131	3.5275	0.0607732	2.85371	0.111016	4.04735
ENST00000338566	NPY5R	13679.4	13676.6	0.0601855	2.38862	0.166493	1.71949	0.060194	2.38948	0.161238	1.49371	0.1731	2.18178
ENST00000338569	OR2AG2	8971.32	8979.76	0.2098	3.19066	0.266105	3.54522	0.209806	3.19097	0.308821	5.14876	0.226618	2.61968
ENST00000338616	OR13H1	13453.7	13508.5	0.280082	2.4303	0.329951	2.58953	0.280235	2.42994	0.333353	3.20867	0.295876	1.88179
ENST00000339258	OR6N2	13582.4	13592.3	0.0790844	2.54801	0.17986	2.75317	0.0791015	2.54832	0.240642	3.15989	0.140946	2.30496
ENST00000339381	TAS1R3	35042.7	35053.1	0.226038	5.40678	0.178494	3.49561	0.226054	5.40656	0.27095	2.9322	0.170824	3.59442
ENST00000339582	GRM8	21112.8	21110.8	0.0271217	2.27464	0.0252593	2.2841	0.0271232	2.2754	0.0201943	1.74949	0.0261736	2.37158
ENST00000340339	GPR114	18382.6	18393.3	0.191567	2.92377	0.319297	2.68625	0.191619	2.92506	0.334359	2.74167	0.325112	2.69581
ENST00000341449	OR51I2	11344.9	11337.3	0.128887	2.71795	0.206374	3.59332	0.128858	2.71772	0.270109	3.40928	0.157924	3.81208
ENST00000341959	OR2S2	12808.8	12819.8	0.175742	3.77319	0.217651	3.85949	0.175783	3.77306	0.187653	3.64124	0.232585	4.0402
ENST00000343801	CCR5	14087.6	14104	0.169578	2.75343	0.265219	3.14632	0.169629	2.7538	0.236396	3.46097	0.284361	2.91567
ENST00000343870	OR6C74	11175	11175.6	0.123436	2.35103	0.19165	2.67656	0.123442	2.35164	0.270465	2.74761	0.136859	2.86845
ENST00000344248	OR7D2	8351.85	8340.89	0.163117	2.65255	0.295765	4.6531	0.16307	2.652	0.19951	6.32919	0.37186	3.8857
ENST00000345060	ADRB3	14309.5	14343.3	0.0564134	3.80387	0.231441	3.25644	0.0564283	3.80371	0.24696	2.541	0.221775	4.83067
ENST00000355728	OR2T6	12930	12946.4	0.116273	3.54159	0.201513	3.16405	0.116318	3.54201	0.226899	3.18802	0.183326	2.98398
ENST00000355897	GPR160	16117.4	16120	0.387327	3.52842	0.446881	3.73027	0.387227	3.52794	0.487028	4.02526	0.397555	3.41787
ENST00000356595	PTGER3	10135.1	10090.9	0.0744822	2.18322	0.142919	2.31114	0.0744782	2.18304	0.0536165	2.21173	0.171496	2.44052
ENST00000356987	HCAR1	16303.5	16355.5	0.0931922	3.5214	0.22761	3.40085	0.0932045	3.52166	0.325339	3.81534	0.154084	3.09568
ENST00000357392	CCRL2	13810.5	13800.6	0.535087	2.96559	0.519697	2.38223	0.535827	2.97122	0.699394	2.92581	0.447338	2.10343
ENST00000357585	SSTR2	12972.6	12823.8	0.0285451	4.00279	0.100605	3.04097	0.0285373	4.00423	0.0350608	3.57944	0.171712	2.91795
ENST00000357605	OR51D1	8754.36	8750.76	0.0859926	3.16035	0.16835	5.05328	0.0859703	3.16021	0.278857	5.17936	0.105849	4.82387
ENST00000358157	S1PR3	14727.9	14728.7	0.0422976	4.74615	0.115209	3.23931	0.0422917	4.74747	0.117449	3.07444	0.112998	3.52124
ENST00000358309	CX3CR1	12441.8	12420.9	0.142066	2.90927	0.275942	2.34778	0.142232	2.91773	0.199213	2.43209	0.371984	2.36822
ENST00000358433	OR6C6	11582.6	11607.4	0.155531	3.1173	0.20657	2.73267	0.155558	3.11965	0.236772	2.65266	0.174189	2.9624
ENST00000359350	OR51A7	12995.8	12996.6	0.181604	2.79955	0.188923	3.251	0.181567	2.79898	0.212246	3.0945	0.178697	3.57767
ENST00000359452	RGR	11514.9	11529.5	0.153117	4.35665	0.157425	4.2761	0.153093	4.35552	0.183796	4.13009	0.142496	4.47787
ENST00000359558	CALCR	15727.4	15726.4	0.179036	2.11837	0.350544	1.87671	0.178837	2.11786	0.268719	2.11553	0.378453	1.78451
ENST00000359610	OR6K2	8528.56	8538.01	0.138746	3.20887	0.26244	3.51982	0.138645	3.20693	0.280239	3.53235	0.251535	3.62412
ENST00000359791	NPSR1	8409.87	8409.96	0.105324	3.45294	0.198325	3.6443	0.105401	3.45877	0.200752	4.56981	0.203559	3.29798
ENST00000360213	OR52M1	11502.9	11519.2	0.0982981	4.00528	0.204209	4.33429	0.098332	4.00677	0.193601	7.47017	0.213298	2.90479
ENST00000360693	HTR4	8409.49	8431.38	0.0550697	4.37211	0.170304	2.80309	0.0550618	4.38827	0.180933	3.01616	0.161608	2.44948
ENST00000361284	OR10Z1	13838.9	13866.3	0.107462	2.56329	0.192398	3.34476	0.107477	2.56334	0.191267	3.4804	0.202517	3.26398
ENST00000361669	GRM3	22917.6	22903.7	0.0329723	2.60032	0.0390305	2.51148	0.0329771	2.60025	0.0155646	2.5921	0.0421584	2.48079
ENST00000362072	DRD2	12136.8	12141.8	0.0439233	2.98813	0.0974494	2.1585	0.0439209	2.98889	0.0894431	2.18878	0.130704	2.07881
ENST00000366834	GPR31	14051.3	14048.6	0.247123	3.30069	0.287291	2.36876	0.247055	3.30168	0.226949	2.38322	0.350277	2.39979
ENST00000367126	AVPR1B	18529	18508.3	0.0628901	5.52004	0.23578	3.79426	0.0629172	5.5222	0.252117	3.8746	0.192192	3.97051
ENST00000367282	GPR37L1	20508.1	20487.4	0.0754745	3.06433	0.149275	3.33894	0.0754671	3.06442	0.0912425	2.95381	0.183692	3.57315
ENST00000367590	XPR1	15096.9	15076.1	0.274181	3.0854	0.119567	2.37891	0.274241	3.09139	0.181655	3.2332	0.0943363	2.03915
ENST00000367685	GPR52	10480.6	10493.4	0.0161852	1.8654	0.134903	2.89862	0.0162051	1.87199	0.100964	3.11274	0.19007	2.81283
ENST00000368318	RXFP4	14327.5	14302.9	0.143294	5.26866	0.272494	4.13834	0.143289	5.26794	0.320767	3.53878	0.238372	4.95861
ENST00000369501	CNR1	19800.8	19783.9	0.00456003	3.50932	0.0234097	2.47953	0.00456005	3.50897	0.0113317	3.30618	0.0348937	2.00979
ENST00000369716	ADORA3	10368.1	10388.6	0.207625	3.25124	0.385533	3.77962	0.207683	3.25103	0.375349	3.17366	0.408052	3.92591
ENST00000369929	OPN1MW2	14922.7	14940.3	0.109446	2.61953	0.119893	2.24689	0.109421	2.61942	0.100322	2.2781	0.120045	2.03511
ENST00000369935	OPN1MW	14931.4	14948.8	0.10927	2.6085	0.119749	2.24439	0.109276	2.60783	0.100341	2.27765	0.119902	2.03366
ENST00000369947	HTR1B	13099.3	13066.9	0.0461088	3.26125	0.108393	2.7673	0.0461205	3.26196	0.0544558	3.40256	0.167545	2.19447
ENST00000369951	OPN1LW	14753.9	14765.2	0.106187	2.49724	0.11425	2.24576	0.106177	2.49718	0.0955837	2.35862	0.111185	2.04235
ENST00000370501	NTSR1	12671.2	12681.5	0.0706778	4.17036	0.0891914	2.74179	0.0706951	4.17	0.0814763	3.02515	0.0995344	2.54256
ENST00000370648	BRS3	18368.1	18397.4	0.119741	2.54731	0.386507	3.0071	0.119705	2.54674	0.304665	2.67967	0.456138	3.48465
ENST00000370758	PTGFR	17022.1	17027.1	0.0966715	2.64407	0.188293	2.22926	0.0966997	2.64422	0.144541	2.1694	0.251671	2.35651
ENST00000370862	HCRTR2	10811.5	10824.9	0.0417963	3.58773	0.0711291	2.00452	0.0418016	3.58981	0.0641752	1.88676	0.0852704	2.14921
ENST00000371483	O3FAR1	14473.4	14503.5	0.0956701	2.95798	0.188147	2.86608	0.0956511	2.95808	0.160133	2.34806	0.207269	3.59448
ENST00000371906	AGTR2	11052.5	11035.1	0.109177	2.70277	0.233335	2.66992	0.109224	2.70436	0.174636	2.33731	0.283329	2.81359
ENST00000372071	OPN4	18651	18658.6	0.0730006	3.33515	0.277947	3.95031	0.0729985	3.33446	0.265781	3.93415	0.305048	3.93919
ENST00000373304	CYSLTR1	8260.46	8280.42	0.116364	3.08035	0.227922	2.64213	0.116322	3.07987	0.246371	3.55077	0.205159	1.85301
ENST00000373306	TACR2	15531.8	15512	0.0658299	5.36872	0.1821	3.49253	0.0658351	5.36862	0.233534	3.1822	0.115852	4.33117
ENST00000373642	GPR21	10078.4	10048.8	0.0786968	2.70585	0.192891	3.23639	0.0787125	2.70741	0.178288	3.5545	0.212672	2.86305
ENST00000373680	OR5C1	9337.38	9326.45	0.0941752	3.61681	0.228783	3.41106	0.0942024	3.61859	0.279566	3.01761	0.201402	4.02166
ENST00000374024	GPR3	10669.6	10560.6	0.0659573	5.2414	0.146542	3.70233	0.0659872	5.24336	0.0499837	3.68032	0.284667	3.57958
ENST00000374312	PPYR1	18548.4	18648.8	0.0908074	4.50119	0.191636	3.18486	0.0908097	4.50149	0.21268	3.80875	0.165032	2.35781
ENST00000374431	LPAR1	8304.53	8308.41	0.00728749	3.23047	0.0597467	2.91878	0.00728218	3.23522	0.0442334	3.48516	0.0752592	2.72841
ENST00000374472	CNR2	21034.5	21056.1	0.173657	4.25258	0.346029	3.87611	0.173676	4.254	0.344764	4.11091	0.339373	3.47497
ENST00000374779	OR13C5	8300.31	8301.15	0.163852	3.5068	0.304872	3.32704	0.163923	3.50658	0.345885	4.01322	0.268458	2.89926
ENST00000376414	GPR183	10400.6	10320.7	0.0975418	2.34571	0.16224	2.72787	0.0975643	2.34628	0.0818618	3.02887	0.233553	2.52236
ENST00000377148	OR11A1	11680.8	11739.3	0.282937	2.48432	0.318058	2.53753	0.282919	2.4843	0.392432	2.46991	0.259638	2.48585
ENST00000377160	OR14J1	17610.4	17694.8	0.239162	2.64448	0.276157	2.65245	0.239055	2.64347	0.289698	2.64139	0.259087	2.43901
ENST00000377175	OR2W1	11528.6	11542.7	0.167213	1.99603	0.238952	2.39285	0.167233	1.99669	0.279202	2.88312	0.210443	1.96544
ENST00000377291	HRH2	14472.1	14478.7	0.0735602	4.677	0.262189	3.03097	0.0735572	4.67652	0.269583	3.10348	0.268366	2.76865
ENST00000377741	GPR20	12135	12131.3	0.0359293	6.82786	0.219023	3.81509	0.0359272	6.82828	0.193113	4.21315	0.258429	3.43059
ENST00000377893	GPR153	17396.2	17395.2	0.0360854	6.29163	0.10009	3.71256	0.0360894	6.294	0.105324	3.57544	0.0717236	4.9275
ENST00000377981	OR13J1	11723.8	11746	0.167281	4.28738	0.16101	3.99993	0.167345	4.28696	0.15114	4.48747	0.165205	3.8856
ENST00000378142	GPR34	10174.6	10102.5	0.127035	4.15403	0.314822	3.72463	0.12706	4.1695	0.172235	3.3249	0.431107	4.01667
ENST00000378397	OR5L2	11710.6	11717.4	0.202759	2.3281	0.277054	2.46038	0.202824	2.32915	0.250413	2.89923	0.27875	2.27742
ENST00000378434	LPAR6	10690.4	10700.3	0.0500351	3.31119	0.164603	2.51519	0.0500893	3.31687	0.132475	2.60784	0.213515	2.49569
ENST00000378688	HTR2A	24067.8	24099.3	0.0479278	2.27127	0.160398	2.08117	0.0479306	2.27049	0.155301	2.15758	0.164269	1.90475
ENST00000379668	OR6C1	10861	10851.2	0.172596	2.15168	0.260947	2.88793	0.172602	2.15156	0.326919	3.39546	0.196288	2.59577
ENST00000379829	OR10A4	8858.03	8875.26	0.0886712	3.45166	0.162155	3.14111	0.0887194	3.45515	0.199887	4.60887	0.107711	1.55405
ENST00000380007	GPR150	13324.1	13309.6	0.142714	4.5905	0.321856	2.85115	0.142724	4.59005	0.275532	2.59579	0.383943	3.06891
ENST00000380211	OR51I1	12169.3	12145.3	0.107363	3.14033	0.180491	2.95027	0.107421	3.145	0.249167	3.12009	0.128567	2.87098
ENST00000380219	OR51B6	10915	10911.5	0.164448	2.56909	0.263326	3.95301	0.164442	2.56948	0.349328	5.50236	0.205583	2.93138
ENST00000380289	GRPR	14010.2	13967.3	0.0558615	3.84468	0.123744	2.97686	0.0558496	3.84433	0.0685698	2.70171	0.18997	3.32008
ENST00000380586	ADRA1A	18523	18535.2	0.0319496	2.87676	0.106217	2.27729	0.0319528	2.87747	0.120115	2.2355	0.0745124	2.33414
ENST00000383263	CHRM5	23547	23595.7	0.0347363	2.82461	0.214216	2.79141	0.0347526	2.82732	0.237014	2.78018	0.143607	2.94667
ENST00000388812	GPR56	32850.8	32813.7	0.149366	3.41406	0.204635	2.68985	0.149378	3.41424	0.150719	3.05124	0.212606	2.66845
ENST00000389740	GPR149	28863.8	28866.4	0.272464	2.03449	0.222557	2.17922	0.272464	2.03499	0.199728	2.10038	0.376488	2.69692
ENST00000391496	OR2A42	9847.49	9875.19	0.221333	3.4845	0.301538	2.58386	0.221272	3.48432	0.223777	2.55693	0.384402	2.58973
ENST00000392040	GPR55	17060.1	17042.5	0.110154	2.86433	0.21855	2.92634	0.1102	2.86426	0.186328	3.6723	0.243551	2.45253
ENST00000392370	CALCRL	14503.3	14519.6	0.0536659	2.63059	0.123731	2.16914	0.0536151	2.62687	0.109878	1.95005	0.13259	2.3184
ENST00000393597	P2RY2	14662.1	14694.7	0.078632	4.44148	0.16593	3.27989	0.0786328	4.4412	0.249413	3.28193	0.0923107	3.14886
ENST00000393752	DRD1	13573.4	13579.7	0.0120961	2.98982	0.0748458	3.54506	0.012088	2.98599	0.056552	3.41288	0.125291	3.54235
ENST00000394427	QRFPR	13266.8	13256.7	0.171997	1.96241	0.20765	1.82519	0.172016	1.96212	0.2286	1.91728	0.134677	1.68943
ENST00000394705	GPR75	20213.1	20151.7	0.0733703	2.74449	0.139352	2.76055	0.0734262	2.75257	0.106284	2.5163	0.265287	3.46897
ENST00000395052	GRM2	21777.3	21763.4	0.0340194	4.48269	0.0416777	4.38994	0.0340293	4.48285	0.0479297	6.93735	0.0406826	4.0863
ENST00000395079	OR10W1	12538.3	12560.3	0.227953	3.71249	0.269354	2.79622	0.22797	3.71448	0.324829	3.27439	0.231864	2.44372
ENST00000396950	OR51E2	8345.87	8352.05	0.0868711	3.98651	0.198757	2.93336	0.0868342	3.98105	0.227427	3.10909	0.169495	2.59159
ENST00000396952	OR51E1	11325.1	11354.2	0.105085	2.47167	0.175749	2.73079	0.105093	2.47151	0.194707	2.59694	0.170811	2.77005
ENST00000397095	GPR146	16859.5	16866.2	0.115075	3.42523	0.121103	3.67847	0.115088	3.42527	0.0972794	4.00129	0.148011	3.57359
ENST00000397473	GPR18	15282.5	15180.6	0.120899	3.52627	0.126731	2.79557	0.12097	3.53109	0.0473148	2.37768	0.236417	3.22842
ENST00000397547	SSTR5	10972.8	10971.3	0.054994	5.71249	0.117525	3.4612	0.0549638	5.71437	0.116875	3.16091	0.118339	4.26388
ENST00000400723	GCGR	15005.6	14923.7	0.105405	4.22501	0.144946	3.3938	0.105417	4.22403	0.249966	3.16249	0.0970275	3.59936
ENST00000403528	HCRTR1	12011.4	12029.8	0.0336745	6.80367	0.0932411	3.39984	0.0336896	6.8092	0.0942223	3.44092	0.0939803	3.14645
ENST00000405846	GPR12	13130	13087.6	0.0474447	1.74566	0.108445	2.26692	0.0474434	1.74561	0.0455422	2.65967	0.196794	2.06154
ENST00000406846	FSHR	27937.1	27919.9	0.114253	3.30969	0.250245	2.92815	0.114342	3.31238	0.226192	3.28016	0.253412	2.83869
ENST00000407325	GPR1	18520.5	18517.8	0.197024	2.81816	0.240328	2.71788	0.197218	2.81964	0.18495	3.55493	0.308092	2.28654
ENST00000407877	LPAR2	9930.76	9917.13	0.0332516	4.99136	0.0668564	3.06523	0.0332522	4.99149	0.0913666	2.97958	0.0438992	3.10499
ENST00000408906	OR2A5	11581.5	11615.4	0.159266	2.73512	0.278699	3.09396	0.159258	2.73426	0.226139	2.62428	0.33935	3.55407
ENST00000408922	OR6B1	8395.99	8416.19	0.0813228	3.05875	0.111691	4.31751	0.0812777	3.058	0.122227	5.35701	0.109473	3.41862
ENST00000408935	OR4E2	10759.2	10778.3	0.155104	2.89299	0.205753	2.64713	0.155121	2.89356	0.222077	2.69838	0.197878	2.58582
ENST00000408951	OR2A1	9613.3	9638.11	0.219056	3.48685	0.301951	2.55605	0.219171	3.49153	0.21846	2.55088	0.392327	2.54887
ENST00000409345	ADRA2B	12776.5	12660	0.0145805	3.93086	0.201395	2.69694	0.0145873	3.93361	0.282298	2.79961	0.0324134	2.62854
ENST00000409817	CXCR4	9187.82	9147.24	0.0259041	2.95635	0.0938786	2.27942	0.0259182	2.95847	0.0343664	2.38975	0.149211	2.13243
ENST00000411851	TBXA2R	10613.3	10618	0.0992185	2.9798	0.179389	2.44277	0.0991893	2.97992	0.235761	1.82199	0.118091	3.40572
ENST00000417980	GPR63	7965.75	7916.21	0.0689187	2.52177	0.122259	3.30589	0.0689344	2.52272	0.0247138	3.15646	0.23029	3.49443
ENST00000418316	OR6V1	14475	14487.4	0.197532	2.13486	0.246733	2.71744	0.197579	2.13448	0.288664	3.43628	0.212664	2.22574
ENST00000429566	OR1M1	13378.2	13367.2	0.109079	2.60333	0.135287	2.52591	0.109099	2.60437	0.0897986	3.43207	0.178139	2.06723
ENST00000434900	OPRM1	10610.2	10540.9	0.0167343	2.80839	0.122618	2.16902	0.0167378	2.81017	0.0333782	1.84065	0.207368	2.19696
ENST00000435339	LPAR4	8050.48	8030.33	0.0297763	4.47577	0.113874	3.4181	0.0297652	4.47856	0.124386	4.51817	0.0923331	2.315
ENST00000438284	HRH1	23258.9	23255.2	0.0514429	3.26291	0.362198	3.38121	0.0514219	3.26195	0.371519	3.52278	0.309323	2.84872
ENST00000438735	CXCR6	19108.4	19082.9	0.225002	3.59157	0.300636	2.58568	0.22505	3.59245	0.232465	2.91449	0.379379	2.32665
ENST00000439028	S1PR5	10992.9	10926.9	0.0964282	3.33913	0.167658	2.91752	0.0964637	3.3392	0.291395	2.61983	0.0417703	4.35827
ENST00000440886	LPAR3	14533.1	14524.9	0.066909	3.03084	0.10374	2.59631	0.0669309	3.0329	0.106005	3.1147	0.083949	1.94158
ENST00000441623	MRGPRF	13880.7	13835.3	0.0950349	3.44643	0.0887473	3.8463	0.0950313	3.44645	0.0461379	4.8826	0.140496	3.39735
ENST00000442925	CCBP2	18004.9	18037.1	0.19776	4.04449	0.299736	3.58714	0.197817	4.0473	0.353947	4.06797	0.274232	3.26362
ENST00000445907	CHRM2	15959.6	15992.1	0.0090351	2.24663	0.0879402	2.22738	0.00904444	2.25404	0.0870708	2.00833	0.0858229	3.27354
ENST00000445970	MCHR2	9349.56	9360.8	0.0926631	3.1846	0.235499	3.33803	0.0926072	3.18867	0.207774	3.33737	0.280959	3.35492
ENST00000447769	GPR141	14885.5	14824	0.394197	2.96957	0.374332	2.36075	0.394515	2.97108	0.16985	2.15778	0.552994	2.48052
ENST00000449590	PTH1R	15496	15480	0.0627695	2.68682	0.0983346	2.75846	0.0627951	2.6879	0.0583939	3.3552	0.128743	2.47665
ENST00000454971	GPR42	11324.3	11332.6	0.123469	3.9003	0.262889	3.45467	0.1235	3.90052	0.241569	3.25129	0.255427	3.6089
ENST00000460779	DRD3	14548.1	14568.7	0.0498342	4.12823	0.172844	3.25597	0.0498443	4.12833	0.189245	3.1681	0.14646	3.45941
ENST00000464295	GPR156	34064.3	34043.6	0.18674	3.47147	0.462526	3.21776	0.186711	3.47	0.476783	3.35001	0.385227	2.48479
ENST00000467482	GPR143	12762.8	12765.3	0.206832	2.16301	0.368584	2.29081	0.206994	2.16507	0.391415	1.94625	0.310317	3.09143
ENST00000497524	AGTR1	12047.5	12074.3	0.0635269	2.39438	0.109275	2.69435	0.0634765	2.39179	0.121772	2.60475	0.104625	2.79282
ENST00000501255	GPR85	7784.62	7785.37	0.0219699	2.19752	0.0226899	3.05223	0.0219457	2.19438	0.0171612	3.37826	0.0306859	2.53395
ENST00000518632	TRHR	15367.8	15378	0.0466821	3.00564	0.124979	2.24245	0.0466672	3.00625	0.123441	2.21366	0.140485	2.50812
ENST00000522566	FZD6	27569	27575.6	0.0254636	2.70436	0.176737	2.84665	0.0254597	2.705	0.200317	2.74768	0.14595	2.89299
ENST00000527748	GPR61	14777.2	14773.7	0.0193123	5.32383	0.0913009	3.44844	0.0193127	5.32452	0.0553683	3.46137	0.18877	3.52094
ENST00000531380	FZD4	15279.1	15255.6	0.0120209	1.83567	0.0493651	2.48887	0.0120179	1.83587	0.026193	2.12719	0.0545056	2.5895
ENST00000531499	GPR68	10332.7	10344.8	0.0541296	3.98832	0.0904346	3.18176	0.0541506	3.98596	0.0963881	3.41194	0.0781926	3.00089
ENST00000540342	P2RY6	12350.7	12349.5	0.0841519	7.10068	0.136741	3.84287	0.0841549	7.10669	0.171161	4.31276	0.116084	3.15825
ENST00000540510	GPR19	16113.2	15825.9	0.107545	1.95368	0.145818	2.09769	0.107523	1.95449	0.053595	1.90692	0.236835	2.27452
ENST00000541158	TSHR	16307.9	16283.7	0.0941406	3.75694	0.170805	3.24445	0.094216	3.7563	0.264377	4.08374	0.147796	3.04806
ENST00000544369	GPR17	10638.1	10578.5	0.0401941	3.89808	0.129863	2.66818	0.0402054	3.89876	0.0480149	3.37788	0.216542	2.47502
ENST00000545097	CCR3	17646	17558.4	0.163891	2.99101	0.431293	2.65305	0.16393	2.98995	0.270908	3.12244	0.586504	2.46356
ENST00000546004	PROKR2	10266.2	10266.8	0.0647361	3.69259	0.102126	3.22088	0.0647596	3.69414	0.0652044	3.00604	0.148805	3.70788
ENST00000553795	OR13A1	9639.27	9648.72	0.0895435	3.09019	0.212717	3.31193	0.089548	3.08964	0.201864	3.75828	0.225319	3.13184
ENST00000554311	BDKRB2	12994.3	12969.9	0.133244	2.94188	0.166106	2.49504	0.133214	2.9423	0.120257	2.2131	0.197203	2.28998
